
ICA_Basis,0.003973
Q,DCT_only,DCT_area,ICA_area,ICA_Num,ICA_DC,Basis_Type,Basis_Num,,No_Options,With_Options
50,0.495000,0.434245,0.000297,463.000000,0.048457,3.000000,0.008639,,=(C4+D4+F4),=(C4+D4+F4+$B$2*G4),29.543364,,=(B4-J4),,=(N4/$B$2),,29.413442,,0.868356,,0.867967
