-0.057252, 0.384126, -0.515959, -0.193552, -0.082455, -0.087797, -0.214449, -0.319919, -0.033365, 0.010230, -0.176515, -0.142211, -0.373440, -0.398651, -0.051163, -0.104965, 0.405315, 0.029992, 0.032865, 0.320120, -0.017251, 0.176447, 0.121261, -0.288036, 0.296094, 0.131742, -0.054337, -0.188271, 0.352936, 0.178626, 0.393802, -0.208284, 0.066871, -0.413328, -0.228175, -0.465241, -0.141200, 0.464769, 0.010494, 0.256668, -0.200635, -0.155947, 0.225121, 0.310091, 0.338192, 0.012154, -0.137770, 0.026343, 0.219197, 0.246554, 0.154170, -0.031861, 0.106544, 0.312974, 0.266200, 0.065944, 0.016223, -0.566226, 0.316780, -0.181013, 0.030600, -0.115188, -0.134528, -0.149143, 
-0.310892, -0.297575, 0.422918, 0.691090, 0.042380, -0.169154, -0.056419, -0.069397, -0.008488, -0.113105, 0.090949, 0.311320, 0.319987, -0.029973, -0.023593, 0.238086, 0.112762, -0.038230, -0.010162, -0.472445, 0.085835, -0.132241, -0.129720, 0.013752, -0.026363, 0.383003, 0.410681, 0.336078, 0.224679, 0.046419, -0.026485, 0.269138, -0.105090, -0.114250, -0.053306, 0.037854, 0.095005, -0.002854, -0.237572, -0.120460, -0.267478, 0.173902, -0.121614, -0.011997, -0.225884, 0.005017, -0.116784, -0.220646, -0.186504, -0.178235, -0.429367, -0.047638, 0.439411, -0.020925, -0.261952, -0.158382, 0.017982, -0.232955, 0.176221, 0.102513, 0.197836, -0.141936, -0.131278, 0.156018, 
-0.125067, 0.083863, -0.634439, 0.328771, -0.220948, -0.020698, 0.078223, -0.201977, -0.033897, 0.282159, -0.097791, 0.001293, -0.350314, 0.018725, -0.086342, -0.104214, 0.092464, -0.123019, 0.095237, 0.331357, -0.042616, -0.044963, -0.102360, -0.477222, 0.138244, 0.384237, -0.219612, -0.040115, 0.206848, 0.025989, 0.043074, -0.146547, -0.159944, 0.082749, -0.203694, -0.347873, 0.162651, 0.006999, 0.127133, 0.180935, -0.306423, 0.001989, 0.390179, 0.407033, 0.394076, -0.136863, -0.008819, -0.140712, 0.056319, 0.190593, 0.228794, -0.146818, -0.034173, 0.444084, 0.102323, -0.230250, -0.085977, 0.000570, 0.212713, -0.251121, -0.229824, 0.182136, 0.154182, -0.122962, 
-0.166277, 0.280189, 0.077783, -0.273215, 0.310059, 0.756395, 0.418013, -0.438792, 0.347248, -0.221422, -0.089105, 0.045496, -0.563838, 0.027110, -0.051216, 0.406322, -0.305035, -0.123090, 0.186929, -0.237444, 0.213028, -0.012872, -0.063277, -0.060723, -0.322692, -0.255681, -0.643487, -0.346969, 0.009945, 0.085440, 0.306834, 0.206615, 0.109685, 0.522499, -0.343352, -0.080961, -0.142054, 0.010277, 0.214963, -0.908725, 0.168507, -0.278272, -0.521606, 0.046780, -0.054258, 0.278287, -0.352406, 0.688185, -0.038129, 0.217780, -0.160874, -0.027169, 0.089588, 0.135745, -0.225771, -0.255867, -0.094637, 0.822647, -0.512607, 0.146594, 0.286601, 0.093976, 0.411390, 0.121458, 
0.069854, -0.140952, -0.073711, 0.809418, -0.080213, 0.186470, 0.032728, 0.206874, -0.046302, -0.202079, 0.315518, 0.028409, -0.189982, -0.403186, 0.069979, -0.129686, -0.737202, 0.225817, 0.548320, -0.309856, 0.026413, 0.235424, -0.037360, -0.019017, 0.141311, -0.118552, -0.193865, -0.114710, 0.073053, 0.068238, 0.075529, 0.230334, 0.573490, 0.195031, 0.261277, -0.157502, -0.072951, -0.162488, 0.072311, -0.411967, -0.056284, -0.136483, -0.388131, -0.273095, 0.346416, 0.367834, -0.236274, -0.006320, 0.080584, -0.114547, -0.085632, -0.167368, 0.345153, 0.009773, -0.111740, 0.245633, -0.168944, -0.063317, 0.089121, -0.250509, -0.431721, -0.243027, 0.159669, 0.136568, 
-0.097469, 0.000227, -0.017670, 0.324366, -0.233122, 0.208730, -0.105557, -0.029204, -0.066762, 0.294134, -0.207164, -0.000489, -0.060312, -0.432364, -0.051538, -0.045573, 0.025896, 0.069500, 0.141513, -0.290156, -0.360279, -0.168754, -0.092788, 0.738164, 0.142471, 0.157809, -0.096688, -0.078763, 0.121833, 0.205813, 0.367164, -0.189210, 0.048884, -0.089643, -0.211277, -0.185130, 0.134899, 0.091876, 0.091337, -0.042561, -0.141414, 0.079071, -0.147493, -0.220233, -0.043973, -0.160266, -0.118271, -0.150759, 0.171469, 0.112356, 0.016411, 0.029956, 0.255012, 0.176934, 0.052146, -0.165348, 0.110333, -0.194959, 0.071789, 0.093646, 0.226618, -0.199366, -0.057651, 0.105567, 
0.048182, -0.200931, 0.350848, -0.414006, 0.058908, 0.396344, -0.091877, 0.150031, 0.082396, 0.008418, 0.366159, 0.214186, -0.501208, -0.476517, -0.145172, 0.226573, -0.400960, 0.022975, -0.074437, -0.226097, 0.105799, 0.000148, -0.177887, 0.365338, -0.068236, 0.100217, -0.031856, -0.148387, -0.102506, 0.256892, -0.016612, -0.063695, -0.073007, -0.074448, -0.148491, -0.033388, 0.029809, -0.210663, 0.105997, -0.209498, 0.143993, -0.314149, -0.216741, -0.128701, -0.088298, 0.202110, -0.235629, 0.030271, 0.131905, 0.234954, 0.212826, 0.103104, 0.061515, 0.540621, 0.386310, -0.164024, -0.120025, -0.620136, 0.234781, 0.134305, 0.264020, -0.118297, -0.049626, 0.330267, 
-0.462852, 0.158230, -0.273699, -0.073015, 0.164421, 0.275084, 0.029303, -0.341507, 0.092087, 0.628885, 0.165471, -0.129163, -0.220792, 0.190633, 0.113705, -0.006953, -0.004876, -0.296299, 0.174832, 0.232734, -0.481932, 0.080815, -0.080880, -0.235872, -0.144908, -0.187673, -0.539461, -0.244631, 0.020602, -0.447424, 0.205392, -0.061324, -0.107164, -0.129760, -0.138887, 0.438212, -0.144763, 0.352900, 0.107736, -0.052473, -0.229962, 0.281135, 0.461269, 0.167904, -0.135489, 0.034888, -0.136906, -0.094368, -0.131057, -0.092412, 0.041217, 0.315074, -0.266949, 0.019259, 0.047144, 0.060065, -0.193308, 0.875747, -0.388698, 0.098019, 0.537261, 0.007226, 0.237238, -0.036371, 
-0.264868, 0.167707, 0.092539, -0.056995, -0.029428, -0.085313, -0.253418, -0.054532, 0.160817, 0.178924, 0.197778, 0.171465, 0.080554, -0.157872, 0.082292, 0.269426, 0.152851, -0.103773, -0.175742, -0.357191, -0.283305, -0.052002, 0.065022, -0.048287, 0.021798, 0.153136, 0.109162, 0.304670, 0.202894, -0.174416, -0.087644, 0.197935, 0.057526, 0.018393, 0.137021, 0.091600, 0.037505, 0.000641, 0.083952, 0.389651, -0.303322, 0.133307, -0.094343, -0.263641, 0.135457, -0.314418, -0.209345, -0.273777, -0.092238, -0.031412, 0.107037, 0.045688, 0.115757, 0.067315, -0.076776, -0.063948, -0.006761, -0.190529, -0.146245, 0.015403, -0.114402, 0.084433, 0.222206, 0.067531, 
0.206373, -0.029613, 0.025834, 0.346202, -0.358164, -0.323410, 0.035443, 0.309358, -0.417509, 0.032456, 0.294679, 0.439368, 0.082474, -0.489077, 0.049888, -0.435408, -0.220459, 0.128733, -0.110143, 0.257670, -0.348429, 0.138921, -0.665513, -0.019751, 0.140688, 0.408729, 0.118476, 0.102008, 0.115486, 0.120862, -0.039583, 0.028175, 0.012930, -0.460404, 0.089471, 0.002144, 0.064060, 0.487406, -0.005911, 0.276939, -0.144724, 0.184675, -0.107101, -0.145311, 0.125390, 0.149445, -0.016351, -0.173489, 0.013911, -0.043844, -0.085484, -0.053855, 0.513117, 0.049809, -0.051249, -0.202449, -0.135252, -0.514850, 0.218350, -0.285726, 0.284330, -0.142817, 0.232032, -0.078712, 
