



,[0],,317.125000,,,276.906250,,,229.406250,,,163.328125,,,138.218750



,[1],,28.625000,,,21.375000,,,18.203125,,,15.375000,,,14.281250



,[2],,91.109375,,,62.703125,,,54.125000,,,45.421875,,,40.703125



,[3],,130.453125,,,92.734375,,,71.281250,,,60.656250,,,49.828125



,[4],,131.656250,,,70.250000,,,56.125000,,,46.390625,,,40.062500



,[5],,171.781250,,,89.625000,,,59.062500,,,47.234375,,,40.828125



,[6],,212.843750,,,101.671875,,,60.453125,,,50.390625,,,44.000000



,[7],,163.359375,,,59.062500,,,45.078125,,,36.875000,,,30.468750



,[8],,179.921875,,,73.671875,,,45.609375,,,38.484375,,,32.671875



,[9],,226.687500,,,98.453125,,,61.937500,,,49.734375,,,41.406250



,[10],,174.031250,,,85.750000,,,56.343750,,,47.546875,,,37.437500



,[11],,188.968750,,,83.515625,,,58.765625,,,45.921875,,,37.875000



,[12],,185.218750,,,68.562500,,,49.890625,,,35.750000,,,29.609375



,[13],,172.031250,,,77.031250,,,44.562500,,,37.265625,,,31.375000



,[14],,205.468750,,,110.203125,,,61.515625,,,52.859375,,,46.953125



,[15],,135.265625,,,93.546875,,,42.312500,,,29.875000,,,21.515625



,[16],,112.531250,,,89.484375,,,74.296875,,,63.828125,,,57.953125



,[17],,154.140625,,,102.687500,,,82.343750,,,70.765625,,,59.656250



,[18],,105.921875,,,91.484375,,,71.203125,,,57.500000,,,48.765625



,[19],,96.828125,,,64.781250,,,51.875000,,,41.953125,,,33.515625



,[20],,76.359375,,,62.921875,,,58.593750,,,55.234375,,,53.250000



,[21],,389.234375,,,301.437500,,,218.156250,,,175.562500,,,141.921875



,[22],,395.546875,,,265.312500,,,224.578125,,,185.937500,,,152.203125



,[23],,341.687500,,,232.734375,,,188.921875,,,134.281250,,,106.765625



,[24],,59.312500,,,45.250000,,,38.312500,,,34.812500,,,30.468750



,[25],,60.921875,,,48.250000,,,37.921875,,,31.609375,,,27.375000



,[26],,127.890625,,,95.531250,,,73.750000,,,49.765625,,,40.234375



,[27],,56.562500,,,47.765625,,,41.375000,,,36.343750,,,31.453125



,[28],,286.546875,,,181.687500,,,161.140625,,,138.812500,,,123.343750



,[29],,797.468750,,,405.156250,,,313.921875,,,245.593750,,,195.578125



,[30],,797.109375,,,498.718750,,,321.937500,,,240.296875,,,190.171875



,[31],,554.156250,,,378.187500,,,251.140625,,,209.218750,,,171.312500



,[32],,312.406250,,,201.234375,,,153.718750,,,135.312500,,,117.687500



,[33],,40.828125,,,34.718750,,,30.906250,,,26.796875,,,24.343750



,[34],,60.218750,,,45.906250,,,40.093750,,,33.718750,,,28.921875



,[35],,123.750000,,,97.015625,,,80.171875,,,63.421875,,,51.125000



,[36],,109.968750,,,89.468750,,,73.296875,,,63.015625,,,54.562500



,[37],,102.343750,,,83.562500,,,69.843750,,,61.500000,,,49.968750



,[38],,24.093750,,,20.906250,,,19.656250,,,18.437500,,,15.984375



,[39],,7.484375,,,6.500000,,,6.343750,,,6.140625,,,6.031250



,[40],,11.328125,,,9.875000,,,9.265625,,,8.500000,,,8.421875



,[41],,7.296875,,,6.546875,,,5.984375,,,4.937500,,,4.796875



,[42],,7.281250,,,6.500000,,,6.671875,,,5.812500,,,5.390625



,[43],,7.812500,,,6.343750,,,6.078125,,,5.875000,,,5.828125



,[44],,10.781250,,,7.000000,,,6.515625,,,5.281250,,,5.031250



,[45],,8.890625,,,8.031250,,,7.671875,,,6.984375,,,6.515625



,[46],,13.093750,,,9.078125,,,7.812500,,,7.437500,,,7.031250



,[47],,19.187500,,,13.718750,,,10.125000,,,8.593750,,,7.343750



,[48],,24.468750,,,17.906250,,,14.828125,,,12.187500,,,10.750000



,[49],,18.875000,,,12.468750,,,9.078125,,,7.062500,,,6.281250



,[50],,31.671875,,,20.718750,,,16.421875,,,13.890625,,,12.328125



,[51],,19.656250,,,11.421875,,,10.250000,,,9.765625,,,8.890625



,[52],,36.390625,,,28.609375,,,19.625000,,,14.546875,,,11.906250



,[53],,21.515625,,,18.078125,,,14.296875,,,10.046875,,,7.703125



,[54],,17.750000,,,12.781250,,,10.828125,,,8.031250,,,7.000000



,[55],,11.125000,,,8.937500,,,8.328125,,,7.593750,,,6.125000



,[56],,127.015625,,,100.500000,,,76.468750,,,58.312500,,,46.046875



,[57],,294.515625,,,201.734375,,,136.765625,,,94.750000,,,68.765625



,[58],,118.984375,,,69.515625,,,48.765625,,,36.812500,,,29.234375



,[59],,223.203125,,,145.609375,,,115.078125,,,92.031250,,,74.687500



,[60],,166.890625,,,101.046875,,,82.687500,,,72.546875,,,59.890625



,[61],,31.765625,,,25.937500,,,23.531250,,,19.625000,,,18.218750



,[62],,25.687500,,,22.187500,,,19.093750,,,16.890625,,,15.343750



,[63],,15.828125,,,14.640625,,,13.078125,,,11.859375,,,11.046875



,[64],,506.796875,,,348.859375,,,263.343750,,,214.609375,,,181.531250



,[65],,40.406250,,,31.140625,,,24.828125,,,19.765625,,,17.546875



,[66],,112.921875,,,71.812500,,,51.437500,,,32.250000,,,24.359375



,[67],,470.281250,,,294.921875,,,174.343750,,,125.843750,,,94.843750



,[68],,82.796875,,,61.984375,,,46.375000,,,36.328125,,,31.187500



,[69],,253.640625,,,199.156250,,,168.328125,,,134.875000,,,113.984375



,[70],,32.968750,,,24.421875,,,21.328125,,,18.984375,,,17.593750



,[71],,58.671875,,,50.828125,,,44.359375,,,39.281250,,,34.812500



,[72],,18.796875,,,15.140625,,,11.968750,,,10.234375,,,9.359375



,[73],,6.984375,,,6.109375,,,4.828125,,,4.640625,,,4.296875



,[74],,6.093750,,,5.031250,,,4.375000,,,4.250000,,,3.906250



,[75],,6.000000,,,5.609375,,,5.078125,,,4.562500,,,3.984375



,[76],,7.203125,,,5.468750,,,4.703125,,,3.843750,,,3.703125



,[77],,10.656250,,,8.656250,,,7.500000,,,6.625000,,,5.468750



,[78],,9.937500,,,7.500000,,,7.265625,,,6.640625,,,6.687500



,[79],,11.500000,,,9.328125,,,8.500000,,,7.265625,,,6.265625



,[80],,6.203125,,,4.890625,,,4.671875,,,4.656250,,,4.562500



,[81],,7.890625,,,5.734375,,,4.921875,,,4.687500,,,4.562500



,[82],,4.484375,,,4.125000,,,4.015625,,,3.781250,,,3.593750



,[83],,7.296875,,,4.656250,,,3.984375,,,3.687500,,,3.437500



,[84],,12.734375,,,10.125000,,,8.515625,,,7.187500,,,5.687500



,[85],,11.734375,,,7.515625,,,5.921875,,,5.578125,,,4.734375



,[86],,7.468750,,,5.312500,,,4.640625,,,4.515625,,,3.875000



,[87],,5.765625,,,5.156250,,,4.750000,,,4.218750,,,4.218750



,[88],,11.640625,,,7.828125,,,5.453125,,,4.609375,,,4.187500



,[89],,22.843750,,,16.296875,,,11.812500,,,10.078125,,,7.812500



,[90],,15.921875,,,14.062500,,,11.812500,,,9.906250,,,9.109375



,[91],,11.046875,,,8.671875,,,7.609375,,,6.453125,,,5.875000



,[92],,35.406250,,,19.296875,,,14.531250,,,11.640625,,,9.359375



,[93],,254.953125,,,196.109375,,,160.093750,,,132.625000,,,109.078125



,[94],,444.281250,,,301.859375,,,214.312500,,,142.843750,,,106.484375



,[95],,167.187500,,,116.390625,,,86.890625,,,70.828125,,,60.375000



,[96],,271.250000,,,171.750000,,,125.843750,,,106.171875,,,91.453125



,[97],,229.765625,,,163.359375,,,125.546875,,,99.171875,,,83.468750



,[98],,65.093750,,,51.000000,,,41.640625,,,36.828125,,,33.484375



,[99],,318.515625,,,243.843750,,,208.328125,,,178.265625,,,151.093750



