



,[0],,317.125000,,,276.906250,,,229.406250,,,163.328125,,,138.218750



,[1],,28.625000,,,21.375000,,,18.203125,,,15.375000,,,14.281250



,[2],,91.109375,,,62.703125,,,54.125000,,,45.421875,,,40.703125



,[3],,130.453125,,,92.734375,,,71.281250,,,60.656250,,,49.828125



,[4],,131.656250,,,70.250000,,,56.125000,,,46.390625,,,40.062500



,[5],,171.781250,,,89.625000,,,59.062500,,,47.234375,,,40.828125



,[100],,419.421875,,,270.875000,,,208.765625,,,163.218750,,,131.343750



,[101],,165.593750,,,122.984375,,,96.453125,,,82.875000,,,67.359375



,[102],,21.609375,,,17.156250,,,14.296875,,,12.156250,,,10.609375



,[103],,24.015625,,,19.171875,,,16.453125,,,15.656250,,,14.406250



,[104],,152.937500,,,126.875000,,,95.375000,,,84.656250,,,72.218750



,[105],,303.218750,,,197.156250,,,142.359375,,,108.593750,,,77.125000



,[106],,239.593750,,,148.703125,,,120.234375,,,95.953125,,,80.718750



,[107],,399.078125,,,276.406250,,,236.109375,,,195.859375,,,168.734375



,[108],,4.234375,,,3.781250,,,3.781250,,,3.734375,,,3.734375



,[109],,5.937500,,,5.203125,,,4.250000,,,4.140625,,,3.953125



,[110],,8.796875,,,6.390625,,,5.562500,,,5.015625,,,5.031250



,[111],,10.250000,,,7.046875,,,6.046875,,,6.156250,,,5.437500



,[112],,11.234375,,,10.437500,,,9.171875,,,8.625000,,,7.468750



,[113],,5.656250,,,4.812500,,,4.453125,,,3.656250,,,3.578125



,[114],,7.000000,,,5.765625,,,4.515625,,,4.109375,,,3.968750



,[115],,7.859375,,,6.203125,,,5.359375,,,4.671875,,,3.937500



,[116],,5.281250,,,4.859375,,,4.609375,,,3.453125,,,3.140625



,[117],,5.546875,,,3.812500,,,3.703125,,,3.437500,,,3.390625



,[118],,4.078125,,,3.390625,,,3.046875,,,2.671875,,,2.546875



,[119],,4.953125,,,3.140625,,,2.609375,,,2.296875,,,2.062500



,[120],,4.312500,,,3.859375,,,3.312500,,,3.281250,,,2.671875



,[121],,3.671875,,,3.625000,,,3.625000,,,3.625000,,,3.640625



,[122],,3.375000,,,3.109375,,,2.734375,,,2.546875,,,2.359375



,[123],,4.953125,,,4.156250,,,4.078125,,,3.171875,,,3.140625



,[124],,7.250000,,,7.171875,,,5.609375,,,4.687500,,,4.359375



,[125],,13.453125,,,11.109375,,,8.656250,,,6.156250,,,5.687500



,[126],,9.046875,,,6.796875,,,5.203125,,,4.156250,,,3.937500



,[127],,19.656250,,,14.296875,,,12.296875,,,8.578125,,,7.359375



,[128],,222.781250,,,109.453125,,,95.140625,,,82.796875,,,71.281250



,[129],,96.875000,,,68.218750,,,54.015625,,,44.859375,,,36.015625



,[130],,81.843750,,,51.234375,,,36.781250,,,25.750000,,,20.062500



,[131],,59.781250,,,51.515625,,,43.109375,,,36.906250,,,32.437500



,[132],,56.625000,,,41.640625,,,32.703125,,,26.250000,,,23.125000



,[133],,3.750000,,,3.484375,,,2.828125,,,2.703125,,,2.421875



,[134],,3.343750,,,3.265625,,,3.312500,,,3.281250,,,3.312500



,[135],,3.984375,,,3.765625,,,3.421875,,,3.125000,,,3.046875



,[136],,10.875000,,,7.437500,,,5.640625,,,4.718750,,,3.984375



,[137],,59.093750,,,47.250000,,,40.984375,,,34.375000,,,28.500000



,[138],,133.687500,,,92.312500,,,74.890625,,,60.765625,,,49.968750



,[139],,88.468750,,,71.671875,,,60.562500,,,50.265625,,,44.375000



,[140],,5.765625,,,5.250000,,,4.796875,,,4.671875,,,4.390625



,[141],,11.343750,,,10.000000,,,8.937500,,,8.234375,,,7.109375



,[142],,27.109375,,,21.765625,,,17.984375,,,16.109375,,,15.234375



,[143],,56.203125,,,43.937500,,,40.078125,,,36.031250,,,33.468750



,[144],,270.421875,,,218.593750,,,182.625000,,,147.593750,,,120.046875



,[145],,72.781250,,,54.203125,,,47.390625,,,40.359375,,,36.546875



,[146],,18.265625,,,13.375000,,,11.453125,,,9.859375,,,8.203125



,[147],,24.781250,,,18.484375,,,13.921875,,,12.281250,,,10.812500



,[148],,30.046875,,,20.593750,,,15.156250,,,11.328125,,,9.781250



,[149],,10.421875,,,9.093750,,,8.187500,,,7.343750,,,6.765625



,[150],,4.718750,,,3.828125,,,3.703125,,,3.421875,,,3.265625



,[151],,6.031250,,,5.375000,,,4.984375,,,4.671875,,,4.203125



,[152],,7.046875,,,5.656250,,,4.750000,,,4.671875,,,4.562500



,[153],,7.578125,,,6.484375,,,5.359375,,,4.593750,,,4.187500



,[154],,5.531250,,,4.500000,,,3.328125,,,3.015625,,,2.875000



,[155],,6.250000,,,5.859375,,,5.093750,,,4.484375,,,4.187500



,[156],,5.890625,,,4.531250,,,4.093750,,,3.656250,,,3.250000



,[157],,6.406250,,,5.750000,,,4.812500,,,3.328125,,,3.218750



,[158],,8.468750,,,5.562500,,,4.359375,,,3.765625,,,3.328125



,[159],,5.031250,,,4.515625,,,4.125000,,,3.578125,,,3.234375



,[160],,112.093750,,,92.843750,,,78.671875,,,74.546875,,,66.437500



,[161],,4.078125,,,3.765625,,,3.375000,,,3.046875,,,2.796875



,[162],,3.859375,,,3.203125,,,2.859375,,,2.781250,,,2.703125



,[163],,4.515625,,,3.687500,,,3.671875,,,3.625000,,,3.578125



,[164],,4.984375,,,4.421875,,,4.187500,,,4.046875,,,4.046875



,[165],,6.984375,,,5.718750,,,4.312500,,,4.296875,,,4.296875



,[166],,5.843750,,,3.953125,,,3.953125,,,4.046875,,,4.062500



,[167],,12.812500,,,10.140625,,,8.968750,,,7.687500,,,7.015625



,[168],,7.968750,,,5.406250,,,4.703125,,,4.093750,,,3.375000



,[169],,5.921875,,,5.703125,,,5.328125,,,5.250000,,,5.171875



,[170],,9.734375,,,8.203125,,,7.218750,,,6.296875,,,6.218750



,[171],,10.687500,,,8.296875,,,7.437500,,,6.937500,,,5.359375



,[172],,14.656250,,,10.281250,,,8.140625,,,6.484375,,,5.640625



,[173],,12.281250,,,9.718750,,,8.531250,,,7.046875,,,5.671875



,[174],,10.984375,,,10.687500,,,9.468750,,,8.578125,,,8.078125



,[175],,23.812500,,,18.781250,,,14.234375,,,13.203125,,,11.546875



,[176],,20.671875,,,16.703125,,,13.953125,,,11.359375,,,9.796875



,[177],,8.765625,,,8.453125,,,7.812500,,,7.171875,,,7.390625



,[178],,15.578125,,,13.640625,,,12.171875,,,10.968750,,,9.656250



,[179],,23.171875,,,19.578125,,,16.656250,,,13.625000,,,11.062500



,[180],,19.734375,,,16.187500,,,13.562500,,,12.281250,,,11.640625



,[181],,16.265625,,,13.906250,,,12.875000,,,11.109375,,,9.984375



,[182],,9.156250,,,7.734375,,,6.062500,,,5.140625,,,4.406250



,[183],,8.906250,,,6.812500,,,6.015625,,,5.859375,,,4.953125



,[184],,10.000000,,,6.281250,,,4.671875,,,4.453125,,,4.031250



,[185],,11.750000,,,6.562500,,,5.250000,,,3.625000,,,3.281250



,[186],,13.171875,,,9.937500,,,7.625000,,,6.750000,,,5.109375



,[187],,9.546875,,,6.875000,,,5.765625,,,5.156250,,,4.625000



,[188],,6.171875,,,4.562500,,,3.296875,,,3.031250,,,2.546875



,[189],,6.296875,,,5.406250,,,4.687500,,,2.890625,,,2.750000



,[190],,2.984375,,,1.796875,,,1.734375,,,1.546875,,,1.609375



,[191],,2.062500,,,1.968750,,,1.984375,,,2.000000,,,1.500000



,[192],,171.718750,,,133.687500,,,108.625000,,,90.656250,,,75.312500



,[193],,6.031250,,,4.937500,,,4.031250,,,3.546875,,,2.921875



,[194],,4.546875,,,4.468750,,,4.359375,,,4.187500,,,3.968750



,[195],,7.140625,,,5.796875,,,5.046875,,,4.671875,,,4.640625



,[196],,6.390625,,,5.156250,,,3.609375,,,3.218750,,,3.218750



,[197],,6.546875,,,4.453125,,,4.453125,,,4.515625,,,3.437500



,[198],,7.359375,,,5.718750,,,5.437500,,,5.156250,,,5.093750



,[199],,8.421875,,,8.140625,,,6.593750,,,6.359375,,,6.328125



,[200],,7.265625,,,5.984375,,,5.703125,,,5.546875,,,5.625000



,[201],,8.203125,,,7.406250,,,6.453125,,,6.218750,,,5.921875



,[202],,8.546875,,,7.062500,,,6.234375,,,5.703125,,,5.234375



,[203],,14.312500,,,12.140625,,,9.812500,,,7.781250,,,6.421875



,[204],,19.000000,,,15.031250,,,13.093750,,,11.890625,,,9.765625



,[205],,22.281250,,,11.468750,,,9.609375,,,8.703125,,,7.468750



,[206],,21.843750,,,16.734375,,,12.796875,,,11.437500,,,8.875000



,[207],,16.781250,,,14.125000,,,11.312500,,,9.656250,,,9.109375



,[208],,12.906250,,,10.734375,,,9.437500,,,7.968750,,,7.500000



,[209],,29.265625,,,21.437500,,,17.687500,,,14.578125,,,14.359375



,[210],,15.796875,,,13.046875,,,11.531250,,,10.953125,,,10.515625



,[211],,19.093750,,,14.078125,,,11.328125,,,9.281250,,,8.046875



,[212],,21.531250,,,16.031250,,,13.734375,,,11.671875,,,9.484375



,[213],,9.437500,,,8.031250,,,7.187500,,,6.281250,,,5.734375



,[214],,4.781250,,,4.687500,,,4.406250,,,4.140625,,,4.046875



,[215],,6.250000,,,4.656250,,,4.343750,,,4.328125,,,4.390625



,[216],,4.515625,,,4.187500,,,4.171875,,,4.187500,,,3.953125



,[217],,7.500000,,,6.140625,,,5.812500,,,5.531250,,,5.531250



,[218],,3.593750,,,3.328125,,,3.171875,,,3.171875,,,3.218750



,[219],,5.203125,,,4.750000,,,4.562500,,,4.359375,,,4.453125



,[220],,6.421875,,,5.328125,,,4.343750,,,4.343750,,,4.359375



,[221],,7.531250,,,5.687500,,,4.859375,,,4.328125,,,3.671875



,[222],,6.796875,,,6.578125,,,5.593750,,,5.250000,,,4.187500



,[223],,3.562500,,,2.859375,,,2.453125,,,2.281250,,,2.281250



,[224],,127.375000,,,99.921875,,,83.500000,,,73.437500,,,63.843750



,[225],,10.265625,,,7.671875,,,6.656250,,,6.531250,,,6.562500



,[226],,14.437500,,,11.640625,,,8.453125,,,7.093750,,,6.171875



,[227],,11.203125,,,9.046875,,,6.218750,,,5.312500,,,5.046875



,[228],,10.250000,,,8.578125,,,7.750000,,,6.531250,,,6.062500



,[229],,5.062500,,,4.703125,,,4.234375,,,4.125000,,,3.921875



,[230],,11.828125,,,10.421875,,,9.562500,,,9.078125,,,8.203125



,[231],,8.453125,,,7.140625,,,5.781250,,,5.140625,,,4.781250



,[232],,5.468750,,,4.578125,,,4.281250,,,4.218750,,,3.984375



,[233],,12.406250,,,10.218750,,,9.656250,,,8.718750,,,8.703125



,[234],,7.109375,,,6.906250,,,6.421875,,,5.984375,,,5.984375



,[235],,7.265625,,,6.781250,,,5.828125,,,5.484375,,,5.296875



,[236],,12.046875,,,11.484375,,,10.375000,,,10.000000,,,9.640625



,[237],,13.234375,,,11.859375,,,10.500000,,,10.046875,,,9.687500



,[238],,17.125000,,,12.390625,,,10.203125,,,7.156250,,,5.781250



,[239],,12.671875,,,9.343750,,,7.343750,,,6.375000,,,5.656250



,[240],,11.265625,,,8.218750,,,7.234375,,,6.109375,,,5.437500



,[241],,9.718750,,,7.812500,,,6.218750,,,6.187500,,,6.062500



,[242],,15.796875,,,11.703125,,,8.718750,,,7.578125,,,6.812500



,[243],,7.734375,,,6.078125,,,5.656250,,,5.328125,,,4.828125



,[244],,11.531250,,,7.890625,,,6.218750,,,5.328125,,,4.703125



,[245],,8.859375,,,7.640625,,,6.312500,,,5.500000,,,4.953125



,[246],,10.484375,,,7.718750,,,5.828125,,,4.828125,,,4.812500



,[247],,9.078125,,,7.953125,,,6.468750,,,6.250000,,,5.500000



,[248],,14.453125,,,10.203125,,,7.515625,,,6.000000,,,5.718750



,[249],,8.812500,,,5.750000,,,5.078125,,,4.625000,,,4.156250



,[250],,9.875000,,,6.687500,,,5.093750,,,4.687500,,,4.593750



,[251],,5.968750,,,4.609375,,,4.328125,,,3.531250,,,3.328125



,[252],,9.468750,,,6.531250,,,5.375000,,,4.562500,,,3.109375



,[253],,2.359375,,,2.078125,,,2.031250,,,2.000000,,,2.000000



,[254],,2.265625,,,1.906250,,,1.843750,,,1.890625,,,1.890625



,[255],,2.484375,,,2.125000,,,2.046875,,,2.046875,,,2.046875



,[256],,113.296875,,,89.281250,,,78.609375,,,71.671875,,,63.703125



,[257],,1195.015625,,,948.031250,,,754.828125,,,654.500000,,,565.546875



,[258],,946.859375,,,485.453125,,,324.109375,,,250.250000,,,192.078125



,[259],,852.390625,,,666.156250,,,519.296875,,,429.218750,,,362.875000



,[260],,459.328125,,,351.875000,,,222.765625,,,176.000000,,,146.656250



,[261],,101.062500,,,81.546875,,,76.671875,,,73.765625,,,71.187500



,[262],,7.875000,,,7.265625,,,6.718750,,,5.843750,,,5.218750



,[263],,11.750000,,,10.046875,,,8.703125,,,7.656250,,,6.875000



,[264],,11.812500,,,10.203125,,,8.328125,,,7.281250,,,6.109375



,[265],,6.250000,,,4.843750,,,4.640625,,,4.609375,,,4.656250



,[266],,9.609375,,,7.375000,,,5.781250,,,5.312500,,,5.140625



,[267],,14.218750,,,11.015625,,,9.562500,,,7.281250,,,6.390625



,[268],,13.281250,,,11.859375,,,10.000000,,,8.875000,,,8.140625



,[269],,7.328125,,,6.140625,,,4.328125,,,3.671875,,,3.281250



,[270],,8.484375,,,8.093750,,,7.687500,,,7.562500,,,6.828125



,[271],,5.875000,,,5.437500,,,5.015625,,,4.343750,,,4.343750



,[272],,6.156250,,,4.984375,,,4.609375,,,4.218750,,,4.078125



,[273],,7.640625,,,5.890625,,,4.375000,,,3.421875,,,3.203125



,[274],,6.468750,,,6.593750,,,6.765625,,,5.703125,,,5.875000



,[275],,4.000000,,,3.734375,,,3.421875,,,3.296875,,,3.062500



,[276],,4.250000,,,3.484375,,,2.859375,,,2.234375,,,1.953125



,[277],,6.984375,,,4.656250,,,4.281250,,,3.968750,,,3.640625



,[278],,4.609375,,,3.515625,,,3.359375,,,3.046875,,,3.046875



,[279],,4.062500,,,2.875000,,,2.593750,,,2.375000,,,2.187500



,[280],,12.984375,,,9.140625,,,7.765625,,,6.562500,,,5.343750



,[281],,7.343750,,,5.937500,,,4.406250,,,3.421875,,,2.734375



,[282],,5.203125,,,3.562500,,,3.156250,,,3.000000,,,2.953125



,[283],,3.156250,,,2.859375,,,2.765625,,,2.750000,,,2.453125



,[284],,2.921875,,,2.750000,,,2.609375,,,2.562500,,,2.484375



,[285],,1.906250,,,1.906250,,,1.828125,,,1.718750,,,1.812500



,[286],,1.890625,,,1.265625,,,1.250000,,,1.203125,,,1.171875



,[287],,1.468750,,,1.453125,,,1.406250,,,1.265625,,,1.234375



,[288],,122.937500,,,95.468750,,,81.843750,,,69.359375,,,60.500000



,[289],,8.609375,,,6.812500,,,6.718750,,,6.500000,,,6.562500



,[290],,960.968750,,,703.125000,,,492.250000,,,403.140625,,,359.578125



,[291],,13.062500,,,9.812500,,,7.750000,,,6.406250,,,6.125000



,[292],,9.515625,,,7.062500,,,6.640625,,,6.093750,,,5.796875



,[293],,324.078125,,,227.703125,,,182.546875,,,160.156250,,,141.468750



,[294],,86.484375,,,74.062500,,,70.343750,,,67.484375,,,64.203125



,[295],,12.609375,,,11.359375,,,9.062500,,,8.328125,,,7.484375



,[296],,8.484375,,,7.625000,,,6.500000,,,5.828125,,,5.453125



,[297],,6.062500,,,4.625000,,,4.500000,,,4.421875,,,4.296875



,[298],,9.234375,,,7.375000,,,6.437500,,,6.265625,,,6.375000



,[299],,10.859375,,,9.203125,,,8.484375,,,7.250000,,,6.140625



,[300],,20.000000,,,14.328125,,,11.796875,,,10.640625,,,9.906250



,[301],,12.281250,,,7.515625,,,6.125000,,,5.187500,,,5.187500



,[302],,10.765625,,,9.109375,,,7.921875,,,7.156250,,,6.281250



,[303],,5.890625,,,5.312500,,,5.171875,,,5.156250,,,5.218750



,[304],,5.328125,,,4.812500,,,4.078125,,,3.937500,,,3.937500



,[305],,6.718750,,,5.359375,,,4.453125,,,3.937500,,,3.765625



,[306],,7.171875,,,4.812500,,,4.234375,,,3.484375,,,3.218750



,[307],,10.812500,,,8.937500,,,7.859375,,,7.328125,,,6.640625



,[308],,7.453125,,,5.093750,,,4.453125,,,4.234375,,,4.031250



,[309],,10.781250,,,8.109375,,,5.843750,,,4.375000,,,3.765625



,[310],,22.921875,,,16.953125,,,13.937500,,,12.031250,,,9.843750



,[311],,9.250000,,,6.953125,,,6.265625,,,5.156250,,,4.656250



,[312],,10.281250,,,6.593750,,,5.765625,,,4.218750,,,3.781250



,[313],,4.234375,,,3.750000,,,3.734375,,,3.156250,,,3.031250



,[314],,3.609375,,,3.328125,,,3.265625,,,3.187500,,,3.187500



,[315],,2.890625,,,2.625000,,,2.406250,,,2.234375,,,2.203125



,[316],,2.156250,,,1.921875,,,1.843750,,,1.796875,,,1.843750



,[317],,3.109375,,,3.031250,,,3.031250,,,3.031250,,,3.031250



,[318],,4.203125,,,3.921875,,,3.640625,,,2.921875,,,2.921875



,[319],,2.500000,,,2.093750,,,2.062500,,,2.062500,,,2.031250



,[320],,125.437500,,,107.937500,,,92.828125,,,81.359375,,,72.515625



,[321],,8.343750,,,5.031250,,,4.281250,,,4.062500,,,3.984375



,[322],,2225.375000,,,1469.687500,,,1036.187500,,,847.234375,,,710.500000



,[323],,18.140625,,,14.671875,,,12.562500,,,12.109375,,,11.562500



,[324],,7.281250,,,7.015625,,,6.796875,,,5.609375,,,5.296875



,[325],,5.140625,,,4.718750,,,4.328125,,,4.156250,,,4.171875



,[326],,362.234375,,,297.375000,,,190.968750,,,163.906250,,,144.390625



,[327],,113.015625,,,87.078125,,,76.125000,,,71.000000,,,66.640625



,[328],,8.234375,,,5.984375,,,4.484375,,,3.968750,,,3.968750



,[329],,5.843750,,,4.375000,,,3.359375,,,3.171875,,,3.218750



,[330],,6.687500,,,5.875000,,,4.906250,,,4.640625,,,4.640625



,[331],,8.750000,,,7.687500,,,6.625000,,,6.093750,,,5.359375



,[332],,8.906250,,,7.125000,,,5.906250,,,3.984375,,,3.687500



,[333],,5.765625,,,5.828125,,,5.765625,,,5.921875,,,5.968750



,[334],,8.625000,,,7.968750,,,6.703125,,,6.687500,,,6.640625



