
ICA_Basis,0.005329
Q,DCT_only,DCT_area,ICA_area,ICA_Num,ICA_DC,Basis_Type,Basis_Num,,No_Options,With_Options
10,0.219910,0.137349,0.002319,619.000000,0.062447,3.000000,0.163166,,=(C4+D4+F4),=(C4+D4+F4+$B$2*G4),24.896062,,=(B4-J4),,=(N4/$B$2),,24.315009,,0.742064,,0.734564
