
ICA_Basis,0.003769
Q,DCT_only,DCT_area,ICA_area,ICA_Num,ICA_DC,Basis_Type,Basis_Num,,No_Options,With_Options
80,0.875101,0.863594,0.000116,73.000000,0.007364,1.000000,0.054795,,=(C4+D4+F4),=(C4+D4+F4+$B$2*G4),33.266340,,=(B4-J4),,=(N4/$B$2),,33.254558,,0.935987,,0.935928
