
ICA_Basis,0.005111
Q,DCT_only,DCT_area,ICA_area,ICA_Num,ICA_DC,Basis_Type,Basis_Num,,No_Options,With_Options
60,0.563601,0.516759,0.000903,341.000000,0.035688,2.000000,0.029326,,=(C4+D4+F4),=(C4+D4+F4+$B$2*G4),30.295498,,=(B4-J4),,=(N4/$B$2),,30.238872,,0.881240,,0.881222
50,0.495000,0.435101,0.000587,464.000000,0.048561,2.000000,0.010776,,=(C5+D5+F5),=(C5+D5+F5+$B$2*G5),29.519567,,=(B5-J5),,=(N5/$B$2),,29.413442,,0.867948,,0.867967
40,0.434034,0.375008,0.000707,447.000000,0.046782,2.000000,0.015660,,=(C6+D6+F6),=(C6+D6+F6+$B$2*G6),28.810288,,=(B6-J6),,=(N6/$B$2),,28.702841,,0.854032,,0.853961
30,0.365250,0.306776,0.000453,452.000000,0.047306,2.000000,0.008850,,=(C7+D7+F7),=(C7+D7+F7+$B$2*G7),27.933534,,=(B7-J7),,=(N7/$B$2),,27.797930,,0.833441,,0.833149
20,0.287063,0.211476,0.000608,589.000000,0.061644,2.000000,0.010187,,=(C8+D8+F8),=(C8+D8+F8+$B$2*G8),26.751324,,=(B8-J8),,=(N8/$B$2),,26.469605,,0.802310,,0.802109
10,0.200511,0.108355,0.000731,722.000000,0.075563,3.000000,0.011080,,=(C9+D9+F9),=(C9+D9+F9+$B$2*G9),24.814765,,=(B9-J9),,=(N9/$B$2),,24.238781,,0.738051,,0.737413
