



,,[1],[2],[3],[4],[5],,[6],[7],[8],[9],[10]
,[172],25,55,41,59,48,,38,14,18,44,11
,[204],25,44,12,41,43,,49,48,14,39,47
,[235],17,35,18,14,51,,20,49,29,13,40
,[237],2,62,8,6,45,,14,54,29,7,17
,[240],19,4,35,30,34,,42,48,52,56,10
,[243],14,37,46,16,1,,28,38,19,36,12
,[264],25,40,45,59,11,,61,2,17,15,62
,[268],50,61,2,30,58,,48,40,23,7,4
,[272],25,30,63,32,61,,4,37,23,0,33
,[273],12,22,29,17,51,,6,0,41,44,40
,[274],24,38,16,37,49,,39,14,52,10,55
,[275],61,22,55,6,39,,43,51,29,10,34
,[300],21,48,62,13,17,,4,49,63,44,60
,[303],7,59,44,8,1,,14,38,60,40,27
,[306],49,11,3,53,62,,21,56,43,31,54
,[307],20,51,28,42,9,,55,0,40,12,35
,[308],24,44,9,40,45,,29,25,17,1,22
,[309],7,22,41,51,19,,13,17,14,58,33
,[333],59,22,9,44,0,,5,62,46,54,6
,[335],53,61,21,62,26,,35,47,31,38,20
,[336],9,33,5,57,12,,1,49,31,15,20
,[337],44,63,40,38,5,,48,31,45,7,61
,[338],22,58,23,49,27,,42,24,13,36,54
,[339],48,39,24,30,36,,31,7,50,11,17
,[366],59,21,2,47,1,,36,26,14,35,15
,[367],29,27,8,15,38,,18,28,0,35,19
,[368],1,63,13,61,56,,55,49,48,12,35
,[369],54,55,18,46,2,,26,24,8,33,16
,[370],21,48,29,51,62,,26,54,42,61,14
,[397],3,29,14,46,47,,22,13,25,17,55
,[400],57,42,33,15,19,,53,56,52,12,4
,[401],29,38,27,24,53,,60,28,39,34,58
,[402],29,40,42,57,23,,63,18,19,0,56
,[428],13,2,47,61,62,,49,42,11,35,14
,[432],62,2,25,47,17,,34,29,30,9,14
,[459],47,63,0,51,55,,43,56,20,50,48
,[464],2,43,15,62,1,,53,51,23,0,55
,[465],46,22,12,61,34,,52,53,31,24,44
,[466],28,25,40,41,24,,10,0,55,7,38
,[485],14,35,17,3,26,,49,39,53,51,11
,[496],48,10,15,8,17,,51,6,29,12,34
,[498],3,56,32,25,27,,37,48,30,15,62
,[530],61,62,51,55,10,,4,31,6,41,18
,[589],11,59,6,44,24,,61,60,0,32,22
,[591],49,6,51,40,58,,56,62,48,38,47
,[595],62,9,58,53,14,,55,17,7,19,24
,[622],14,44,34,29,6,,41,10,47,51,11
,[628],42,44,27,31,0,,21,6,19,4,49
,[656],14,27,59,2,18,,10,11,46,13,49
,[684],53,48,59,11,8,,44,9,34,40,43
,[686],17,33,27,11,55,,48,6,30,37,49
,[689],25,61,4,12,1,,18,43,35,34,56
,[690],19,63,37,41,23,,57,56,6,9,15
,[719],2,6,9,8,41,,46,47,24,16,38
,[722],8,61,15,53,9,,20,34,27,40,22
,[723],19,28,7,56,36,,23,27,41,1,30
,[750],41,14,17,25,35,,39,22,51,48,3
,[751],49,54,59,17,12,,43,18,11,28,37
,[755],15,6,4,17,20,,53,0,46,33,14
,[756],19,50,7,44,12,,49,37,0,42,38
,[782],17,35,48,27,14,,29,60,40,15,4
,[788],8,17,39,4,52,,27,26,60,11,36
,[789],43,6,39,0,45,,8,44,17,7,40
,[814],7,36,24,2,41,,10,44,50,49,1
,[821],15,8,47,0,38,,34,22,27,20,53
,[822],20,53,59,16,43,,8,37,28,40,54
,[846],14,38,53,46,63,,55,1,37,40,13
,[903],51,61,12,43,5,,30,11,56,44,49
,[909],39,40,51,38,1,,45,12,57,33,48
,[919],55,6,19,33,63,,10,8,17,4,28
,[920],56,49,33,48,27,,28,26,52,11,4
,[941],2,31,35,40,51,,12,7,59,45,28
,[952],43,45,38,15,8,,56,32,41,3,33
,[1011],50,46,8,15,27,,11,18,24,13,29
,[1022],25,63,4,49,19,,7,52,6,51,0


,,[172],[204],[235],[237],[240],[243],[264],[268],[272],[273],[274],[275],[300],[303],[306],[307],[308],[309],[333],[335],[336],[337],[338],[339],[366],[367],[368],[369],[370],[397],[400],[401],[402],[428],[432],[459],[464],[465],[466],[485],[496],[498],[530],[589],[591],[595],[622],[628],[656],[684],[686],[689],[690],[719],[722],[723],[750],[751],[755],[756],[782],[788],[789],[814],[821],[822],[846],[903],[909],[919],[920],[941],[952],[1011],[1022]
,[172],1.000,0.500,0.200,0.100,0.100,0.200,0.300,0.100,0.100,0.200,0.300,0.100,0.200,0.400,0.100,0.100,0.200,0.200,0.200,0.100,0.000,0.300,0.000,0.200,0.200,0.200,0.200,0.200,0.200,0.300,0.000,0.100,0.100,0.200,0.200,0.200,0.100,0.100,0.400,0.200,0.100,0.200,0.300,0.300,0.200,0.200,0.400,0.100,0.400,0.400,0.300,0.200,0.100,0.200,0.000,0.100,0.400,0.300,0.100,0.200,0.200,0.100,0.100,0.200,0.100,0.100,0.300,0.200,0.200,0.100,0.200,0.100,0.200,0.200,0.100,,[0.200],4/75
,[204],0.500,1.000,0.200,0.100,0.100,0.200,0.100,0.100,0.100,0.300,0.300,0.200,0.300,0.200,0.200,0.100,0.200,0.200,0.100,0.100,0.200,0.200,0.100,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.100,0.100,0.000,0.300,0.300,0.300,0.100,0.200,0.200,0.300,0.200,0.200,0.100,0.100,0.300,0.100,0.400,0.200,0.200,0.300,0.200,0.300,0.100,0.200,0.000,0.100,0.500,0.300,0.100,0.300,0.200,0.100,0.300,0.300,0.100,0.100,0.100,0.400,0.300,0.000,0.200,0.100,0.200,0.000,0.200,,[0.200],6/75
,[235],0.200,0.200,1.000,0.300,0.100,0.100,0.200,0.100,0.000,0.400,0.200,0.200,0.300,0.200,0.100,0.400,0.300,0.400,0.000,0.200,0.200,0.100,0.200,0.100,0.200,0.300,0.300,0.100,0.300,0.400,0.000,0.100,0.300,0.400,0.300,0.200,0.100,0.000,0.100,0.500,0.300,0.000,0.200,0.000,0.300,0.200,0.300,0.100,0.400,0.100,0.200,0.200,0.000,0.000,0.200,0.000,0.400,0.300,0.300,0.100,0.500,0.100,0.200,0.100,0.100,0.200,0.300,0.200,0.200,0.100,0.100,0.300,0.000,0.300,0.200,,[0.208],10/75
,[237],0.100,0.100,0.300,1.000,0.000,0.100,0.400,0.200,0.000,0.300,0.100,0.200,0.200,0.300,0.200,0.000,0.300,0.300,0.300,0.100,0.000,0.200,0.100,0.200,0.200,0.200,0.000,0.300,0.400,0.300,0.000,0.100,0.100,0.300,0.500,0.000,0.200,0.000,0.100,0.200,0.400,0.100,0.200,0.100,0.200,0.400,0.300,0.100,0.200,0.100,0.200,0.000,0.100,0.300,0.100,0.100,0.200,0.200,0.300,0.100,0.300,0.200,0.500,0.200,0.100,0.200,0.100,0.000,0.100,0.300,0.000,0.300,0.200,0.200,0.200,,[0.193],11/75
,[240],0.100,0.100,0.100,0.000,1.000,0.100,0.000,0.300,0.200,0.000,0.200,0.200,0.200,0.000,0.100,0.200,0.000,0.100,0.000,0.100,0.000,0.100,0.100,0.200,0.100,0.200,0.300,0.000,0.200,0.000,0.500,0.100,0.300,0.200,0.200,0.200,0.000,0.200,0.100,0.100,0.300,0.300,0.200,0.000,0.200,0.100,0.200,0.300,0.100,0.200,0.200,0.400,0.200,0.000,0.100,0.300,0.200,0.000,0.100,0.200,0.300,0.200,0.000,0.100,0.100,0.000,0.000,0.200,0.100,0.300,0.400,0.100,0.100,0.000,0.300,,[0.159],17/75
,[243],0.200,0.200,0.100,0.100,0.100,1.000,0.000,0.000,0.100,0.100,0.400,0.000,0.000,0.300,0.000,0.200,0.100,0.200,0.100,0.100,0.200,0.100,0.100,0.100,0.300,0.300,0.200,0.200,0.100,0.200,0.200,0.200,0.100,0.100,0.100,0.000,0.100,0.200,0.200,0.100,0.100,0.100,0.000,0.000,0.100,0.200,0.100,0.100,0.200,0.000,0.100,0.200,0.200,0.300,0.000,0.400,0.100,0.300,0.200,0.400,0.100,0.100,0.000,0.200,0.100,0.300,0.500,0.100,0.300,0.200,0.100,0.200,0.100,0.100,0.100,,[0.160],11/75
,[264],0.300,0.100,0.200,0.400,0.000,0.000,1.000,0.300,0.200,0.200,0.000,0.100,0.200,0.200,0.200,0.100,0.400,0.100,0.200,0.200,0.100,0.300,0.000,0.200,0.300,0.100,0.100,0.100,0.200,0.200,0.100,0.000,0.100,0.400,0.400,0.000,0.300,0.100,0.200,0.200,0.200,0.300,0.200,0.300,0.200,0.200,0.100,0.000,0.300,0.300,0.200,0.200,0.100,0.100,0.300,0.000,0.200,0.300,0.200,0.000,0.300,0.200,0.300,0.100,0.100,0.200,0.100,0.200,0.200,0.100,0.100,0.400,0.200,0.200,0.100,,[0.191],9/75
,[268],0.100,0.100,0.100,0.200,0.300,0.000,0.300,1.000,0.400,0.100,0.000,0.100,0.200,0.200,0.000,0.100,0.100,0.200,0.000,0.100,0.000,0.400,0.200,0.400,0.100,0.000,0.200,0.100,0.200,0.000,0.100,0.100,0.200,0.200,0.200,0.200,0.200,0.100,0.200,0.000,0.100,0.200,0.200,0.100,0.300,0.200,0.000,0.100,0.100,0.200,0.200,0.200,0.100,0.100,0.200,0.300,0.100,0.000,0.100,0.200,0.300,0.100,0.200,0.300,0.000,0.100,0.100,0.200,0.200,0.100,0.200,0.300,0.000,0.100,0.200,,[0.161],12/75
,[272],0.100,0.100,0.000,0.000,0.200,0.100,0.200,0.400,1.000,0.100,0.100,0.100,0.200,0.000,0.000,0.100,0.100,0.100,0.100,0.100,0.100,0.200,0.100,0.100,0.000,0.100,0.200,0.100,0.100,0.100,0.200,0.000,0.300,0.100,0.200,0.200,0.200,0.100,0.200,0.000,0.000,0.400,0.200,0.300,0.000,0.000,0.000,0.200,0.000,0.000,0.300,0.300,0.300,0.000,0.100,0.200,0.100,0.100,0.300,0.200,0.100,0.100,0.100,0.000,0.100,0.100,0.200,0.200,0.100,0.300,0.200,0.000,0.200,0.000,0.400,,[0.144],17/75
,[273],0.200,0.300,0.400,0.300,0.000,0.100,0.200,0.100,0.100,1.000,0.000,0.400,0.200,0.200,0.000,0.400,0.500,0.400,0.400,0.000,0.100,0.200,0.100,0.100,0.000,0.200,0.100,0.000,0.200,0.300,0.100,0.100,0.300,0.000,0.200,0.200,0.200,0.300,0.300,0.200,0.500,0.000,0.300,0.400,0.300,0.100,0.500,0.300,0.000,0.200,0.200,0.100,0.200,0.200,0.200,0.100,0.400,0.200,0.300,0.300,0.300,0.100,0.500,0.200,0.200,0.100,0.100,0.300,0.300,0.200,0.000,0.300,0.100,0.100,0.300,,[0.217],10/75
,[274],0.300,0.300,0.200,0.100,0.200,0.400,0.000,0.000,0.100,0.000,1.000,0.300,0.100,0.200,0.100,0.100,0.100,0.100,0.000,0.100,0.100,0.100,0.200,0.200,0.100,0.100,0.200,0.300,0.100,0.200,0.100,0.300,0.000,0.200,0.100,0.100,0.100,0.200,0.400,0.300,0.100,0.100,0.200,0.100,0.200,0.300,0.200,0.100,0.300,0.000,0.300,0.000,0.100,0.300,0.000,0.000,0.200,0.200,0.100,0.300,0.100,0.200,0.100,0.300,0.100,0.200,0.400,0.100,0.200,0.200,0.200,0.000,0.100,0.100,0.200,,[0.169],10/75
