



,,[1],[2],[3],[4]
,[172],25,55,41,59
,[204],25,44,12,41
,[235],17,35,18,14
,[237],2,62,8,6
,[240],19,4,35,30
,[243],14,37,46,16
,[264],25,40,45,59
,[268],50,61,2,30
,[272],25,30,63,32
,[273],12,22,29,17
,[274],24,38,16,37
,[275],61,22,55,6
,[300],21,48,62,13
,[303],7,59,44,8
,[306],49,11,3,53
,[307],20,51,28,42
,[308],24,44,9,40
,[309],7,22,41,51
,[333],59,22,9,44
,[335],53,61,21,62
,[336],9,33,5,57
,[337],44,63,40,38
,[338],22,58,23,49
,[339],48,39,24,30
,[366],59,21,2,47
,[367],29,27,8,15
,[368],1,63,13,61
,[369],54,55,18,46
,[370],21,48,29,51
,[397],3,29,14,46
,[400],57,42,33,15
,[401],29,38,27,24
,[402],29,40,42,57
,[428],13,2,47,61
,[432],62,2,25,47
,[459],47,63,0,51
,[464],2,43,15,62
,[465],46,22,12,61
,[466],28,25,40,41
,[485],14,35,17,3
,[496],48,10,15,8
,[498],3,56,32,25
,[530],61,62,51,55
,[589],11,59,6,44
,[591],49,6,51,40
,[595],62,9,58,53
,[622],14,44,34,29
,[628],42,44,27,31
,[656],14,27,59,2
,[684],53,48,59,11
,[686],17,33,27,11
,[689],25,61,4,12
,[690],19,63,37,41
,[719],2,6,9,8
,[722],8,61,15,53
,[723],19,28,7,56
,[750],41,14,17,25
,[751],49,54,59,17
,[755],15,6,4,17
,[756],19,50,7,44
,[782],17,35,48,27
,[788],8,17,39,4
,[789],43,6,39,0
,[814],7,36,24,2
,[821],15,8,47,0
,[822],20,53,59,16
,[846],14,38,53,46
,[903],51,61,12,43
,[909],39,40,51,38
,[919],55,6,19,33
,[920],56,49,33,48
,[941],2,31,35,40
,[952],43,45,38,15
,[1011],50,46,8,15
,[1022],25,63,4,49


,,[172],[204],[235],[237],[240],[243],[264],[268],[272],[273],[274],[275],[300],[303],[306],[307],[308],[309],[333],[335],[336],[337],[338],[339],[366],[367],[368],[369],[370],[397],[400],[401],[402],[428],[432],[459],[464],[465],[466],[485],[496],[498],[530],[589],[591],[595],[622],[628],[656],[684],[686],[689],[690],[719],[722],[723],[750],[751],[755],[756],[782],[788],[789],[814],[821],[822],[846],[903],[909],[919],[920],[941],[952],[1011],[1022]
