,,1617,,593,,2.726812816,,,,,,
,,,,,,,,,,,,
Q40,,,,,,,,,,,,
Area_num,,ica_basis2,,,,,,,,,,
129,,99,,99,99,99,99,99,,,,
130,,99,,99,99,99,99,99,,,,
131,,99,,99,99,99,99,99,,,,
132,,6,,62,60,0,63,32,,,,
133,,0,,99,99,99,99,99,,0_area,,
134,,0,,99,99,99,99,99,,0_area,,
135,,0,,99,99,99,99,99,,0_area,,
136,,99,,99,99,99,99,99,,,,
137,,99,,99,99,99,99,99,,,,
138,,99,,99,99,99,99,99,,,,
139,,99,,99,99,99,99,99,,,,
140,,0,,99,99,99,99,99,,0_area,,
141,,0,,99,99,99,99,99,,0_area,,
142,,1,,41,47,60,2,4,,2,60,
143,,99,,99,99,99,99,99,,,,
144,,99,,99,99,99,99,99,,,,
145,,99,,2,18,63,4,9,,,,
146,,99,,99,99,99,99,99,,,,
147,,99,,54,52,41,30,14,,,,
148,,99,,99,99,99,99,99,,,,
149,,0,,99,99,99,99,99,,0_area,,
150,,0,,99,99,99,99,99,,0_area,,
151,,0,,99,99,99,99,99,,0_area,,
152,,1,,2,28,61,14,53,,2,,
153,,0,,99,99,99,99,99,,0_area,,
154,,0,,99,99,99,99,99,,0_area,,
155,,0,,99,99,99,99,99,,0_area,,
156,,99,,41,14,18,60,59,,,,
157,,0,,99,99,99,99,99,,0_area,,
158,,0,,99,99,99,99,99,,0_area,,
159,,0,,99,99,99,99,99,,0_area,,
160,,99,,99,99,99,99,99,,,,
161,,0,,99,99,99,99,99,,0_area,,
162,,0,,99,99,99,99,99,,0_area,,
163,,0,,99,99,99,99,99,,0_area,,
164,,0,,99,99,99,99,99,,0_area,,
165,,99,,99,99,99,99,99,,,,
166,,99,,2,20,31,43,34,,,,
167,,1,,0,46,4,31,54,,2,36,
168,,1,,18,2,5,6,26,,2,,
169,,0,,99,99,99,99,99,,0_area,,
170,,0,,99,99,99,99,99,,0_area,,
171,,0,,99,99,99,99,99,,0_area,,
172,,99,,99,99,99,99,99,,,,
173,,1,,2,27,36,3,24,,2,60,
174,,0,,99,99,99,99,99,,0_area,,
175,,3,,14,29,1,4,58,,,,
176,,99,,1,41,39,20,44,,,,
177,,0,,99,99,99,99,99,,0_area,,
178,,0,,99,99,99,99,99,,0_area,,
179,,99,,38,49,50,8,1,,,,
180,,1,,1,60,30,28,10,,2,60,
181,,99,,99,99,99,99,99,,,,
182,,0,,99,99,99,99,99,,0_area,,
183,,1,,57,53,4,43,56,,,,
184,,99,,99,99,99,99,99,,,,
185,,99,,99,99,99,99,99,,,,
186,,99,,99,99,99,99,99,,,,
187,,1,,2,38,57,20,45,,2,60,
188,,99,,99,99,99,99,99,,,,
189,,99,,99,99,99,99,99,,,,
190,,0,,99,99,99,99,99,,0_area,,
191,,0,,99,99,99,99,99,,0_area,,
192,,99,,9,1,29,51,48,,,,
193,,0,,99,99,99,99,99,,0_area,,
194,,0,,99,99,99,99,99,,0_area,,
195,,0,,99,99,99,99,99,,0_area,,
196,,0,,99,99,99,99,99,,0_area,,
197,,0,,99,99,99,99,99,,0_area,,
198,,0,,99,99,99,99,99,,0_area,,
199,,0,,99,99,99,99,99,,0_area,,
200,,0,,99,99,99,99,99,,0_area,,
201,,0,,99,99,99,99,99,,0_area,,
202,,1,,57,21,10,31,35,,,,
203,,99,,99,99,99,99,99,,,,
204,,2,,57,28,3,35,27,,,,
205,,99,,2,44,56,62,48,,,,
206,,2,,2,36,27,32,14,,2,36,
207,,0,,99,99,99,99,99,,0_area,,
208,,1,,4,41,6,28,56,,,,
209,,99,,99,99,99,99,99,,,,
210,,1,,2,6,26,28,63,,2,36,
211,,1,,18,57,29,38,58,,2,36,
212,,99,,99,99,99,99,99,,,,
213,,0,,99,99,99,99,99,,0_area,,
214,,0,,99,99,99,99,99,,0_area,,
215,,1,,18,26,28,33,35,,,,
216,,0,,99,99,99,99,99,,0_area,,
217,,0,,99,99,99,99,99,,0_area,,
218,,0,,99,99,99,99,99,,0_area,,
219,,0,,99,99,99,99,99,,0_area,,
220,,0,,99,99,99,99,99,,0_area,,
221,,0,,99,99,99,99,99,,0_area,,
222,,0,,99,99,99,99,99,,0_area,,
223,,0,,99,99,99,99,99,,0_area,,
224,,99,,9,1,29,2,58,,,,
225,,1,,18,14,57,2,42,,2,36,
226,,99,,99,99,99,99,99,,,,
227,,0,,99,99,99,99,99,,0_area,,
228,,0,,99,99,99,99,99,,0_area,,
229,,0,,99,99,99,99,99,,0_area,,
230,,0,,99,99,99,99,99,,0_area,,
231,,0,,99,99,99,99,99,,0_area,,
232,,0,,99,99,99,99,99,,0_area,,
233,,99,,99,99,99,99,99,,,,
234,,0,,99,99,99,99,99,,0_area,,
235,,0,,99,99,99,99,99,,0_area,,
236,,0,,99,99,99,99,99,,0_area,,
237,,0,,99,99,99,99,99,,0_area,,
238,,2,,4,5,57,38,23,,,,
239,,99,,5,26,38,42,13,,,,
240,,1,,1,18,15,20,2,,2,60,
241,,1,,4,57,1,31,11,,,,
242,,99,,2,47,57,60,26,,,,
243,,1,,2,60,27,55,62,,2,60,
244,,1,,29,60,25,40,28,,2,60,
245,,1,,2,36,30,63,41,,2,,
246,,99,,99,99,99,99,99,,,,
247,,99,,4,18,1,40,60,,,,
248,,1,,36,18,29,38,28,,36,60,
249,,99,,99,99,99,99,99,,,,
250,,1,,2,4,55,57,5,,2,36,
251,,0,,99,99,99,99,99,,0_area,,
252,,0,,99,99,99,99,99,,0_area,,
253,,0,,99,99,99,99,99,,0_area,,
254,,0,,99,99,99,99,99,,0_area,,
255,,0,,99,99,99,99,99,,0_area,,
256,,99,,99,99,99,99,99,,,,
257,,10,,57,36,18,16,53,,,,
258,,5,,60,57,41,1,11,,,,
259,,99,,99,99,99,99,99,,,,
260,,7,,36,6,2,41,62,,,,
261,,4,,3,57,5,33,46,,,,
262,,0,,99,99,99,99,99,,0_area,,
263,,1,,39,34,25,54,40,,,,
264,,1,,2,47,20,18,8,,2,60,
265,,1,,2,36,14,28,26,,2,36,
266,,1,,2,61,27,11,36,,2,,
267,,99,,99,99,99,99,99,,,,
268,,99,,99,99,99,99,99,,,,
269,,0,,99,99,99,99,99,,0_area,,
270,,0,,99,99,99,99,99,,0_area,,
271,,0,,99,99,99,99,99,,0_area,,
272,,1,,1,27,19,47,44,,,,
273,,0,,99,99,99,99,99,,0_area,,
274,,0,,99,99,99,99,99,,0_area,,
275,,0,,99,99,99,99,99,,0_area,,
276,,0,,99,99,99,99,99,,0_area,,
277,,0,,99,99,99,99,99,,0_area,,
278,,1,,2,26,0,41,31,,2,60,
279,,1,,2,25,38,40,14,,2,36,
280,,99,,99,99,99,99,99,,,,
281,,0,,99,99,99,99,99,,0_area,,
282,,0,,99,99,99,99,99,,0_area,,
283,,0,,99,99,99,99,99,,0_area,,
284,,0,,99,99,99,99,99,,0_area,,
285,,0,,99,99,99,99,99,,0_area,,
286,,0,,99,99,99,99,99,,0_area,,
287,,0,,99,99,99,99,99,,0_area,,
288,,99,,99,99,99,99,99,,,,
289,,0,,99,99,99,99,99,,0_area,,
290,,99,,99,99,99,99,99,,,,
291,,99,,99,99,99,99,99,,,,
292,,0,,99,99,99,99,99,,0_area,,
293,,8,,36,7,24,10,19,,,,
294,,5,,57,5,33,56,46,,,,
295,,0,,99,99,99,99,99,,0_area,,
296,,0,,99,99,99,99,99,,0_area,,
297,,0,,99,99,99,99,99,,0_area,,
298,,0,,99,99,99,99,99,,0_area,,
299,,0,,99,99,99,99,99,,0_area,,
300,,99,,99,99,99,99,99,,,,
301,,99,,99,99,99,99,99,,,,
302,,0,,99,99,99,99,99,,0_area,,
303,,0,,99,99,99,99,99,,0_area,,
304,,0,,99,99,99,99,99,,0_area,,
305,,0,,99,99,99,99,99,,0_area,,
306,,0,,99,99,99,99,99,,0_area,,
307,,99,,99,99,99,99,99,,,,
308,,99,,99,99,99,99,99,,,,
309,,1,,2,57,40,36,20,,2,60,
310,,99,,99,99,99,99,99,,,,
311,,99,,38,1,27,47,55,,,,
312,,1,,36,1,60,27,19,,,,
313,,0,,99,99,99,99,99,,0_area,,
314,,0,,99,99,99,99,99,,0_area,,
315,,0,,99,99,99,99,99,,0_area,,
316,,0,,99,99,99,99,99,,0_area,,
317,,0,,99,99,99,99,99,,0_area,,
318,,0,,99,99,99,99,99,,0_area,,
319,,0,,99,99,99,99,99,,0_area,,
320,,99,,99,99,99,99,99,,,,
321,,99,,99,99,99,99,99,,,,
322,,99,,99,99,99,99,99,,,,
323,,1,,36,30,58,1,16,,2,36,60
324,,0,,99,99,99,99,99,,0_area,,
325,,0,,99,99,99,99,99,,0_area,,
326,,9,,36,18,19,10,24,,,,
327,,5,,57,5,4,46,1,,,,
328,,1,,2,55,58,25,31,,2,60,
329,,1,,1,27,18,26,9,,,,
330,,0,,99,99,99,99,99,,0_area,,
331,,0,,99,99,99,99,99,,0_area,,
332,,99,,2,14,55,45,32,,,,
333,,0,,99,99,99,99,99,,0_area,,
334,,0,,99,99,99,99,99,,0_area,,
335,,2,,47,2,35,57,54,,2,36,
336,,1,,36,23,62,19,28,,2,36,60
337,,1,,2,14,41,16,58,,2,36,
338,,0,,99,99,99,99,99,,0_area,,
339,,0,,99,99,99,99,99,,0_area,,
340,,0,,99,99,99,99,99,,0_area,,
341,,0,,99,99,99,99,99,,0_area,,
342,,0,,99,99,99,99,99,,0_area,,
343,,0,,99,99,99,99,99,,0_area,,
344,,1,,2,29,40,48,34,,2,,
345,,1,,2,60,37,52,5,,2,60,
346,,1,,18,57,24,36,40,,,,
347,,1,,2,24,35,48,38,,2,36,
348,,0,,99,99,99,99,99,,0_area,,
349,,0,,99,99,99,99,99,,0_area,,
350,,0,,99,99,99,99,99,,0_area,,
351,,0,,99,99,99,99,99,,0_area,,
352,,99,,99,99,99,99,99,,,,
353,,0,,99,99,99,99,99,,0_area,,
354,,0,,99,99,99,99,99,,0_area,,
355,,99,,99,99,99,99,99,,,,
356,,99,,99,99,99,99,99,,,,
357,,9,,42,3,13,28,36,,,,
358,,2,,13,39,6,26,17,,,,
359,,11,,31,5,36,0,56,,,,
360,,0,,99,99,99,99,99,,0_area,,
361,,0,,99,99,99,99,99,,0_area,,
362,,0,,99,99,99,99,99,,0_area,,
363,,1,,2,38,46,10,27,,2,60,
364,,99,,99,99,99,99,99,,,,
365,,99,,99,99,99,99,99,,,,
366,,99,,99,99,99,99,99,,,,
367,,0,,99,99,99,99,99,,0_area,,
368,,0,,99,99,99,99,99,,0_area,,
369,,99,,99,99,99,99,99,,,,
370,,99,,99,99,99,99,99,,,,
371,,0,,99,99,99,99,99,,0_area,,
372,,0,,99,99,99,99,99,,0_area,,
373,,0,,99,99,99,99,99,,0_area,,
374,,0,,99,99,99,99,99,,0_area,,
375,,0,,99,99,99,99,99,,0_area,,
376,,99,,27,58,3,57,26,,,,
377,,0,,99,99,99,99,99,,0_area,,
378,,0,,99,99,99,99,99,,0_area,,
379,,0,,99,99,99,99,99,,0_area,,
380,,0,,99,99,99,99,99,,0_area,,
381,,1,,2,57,29,25,54,,2,60,
382,,0,,99,99,99,99,99,,0_area,,
383,,0,,99,99,99,99,99,,0_area,,
384,,9,,9,44,36,51,59,,,,
385,,0,,99,99,99,99,99,,0_area,,
386,,0,,99,99,99,99,99,,0_area,,
387,,99,,36,29,46,22,10,,,,
388,,9,,51,63,41,36,13,,,,
389,,3,,46,5,38,30,23,,,,
390,,4,,63,36,33,32,17,,,,
391,,7,,36,59,11,35,13,,,,
392,,99,,99,99,99,99,99,,,,
393,,99,,27,9,46,32,56,,,,
394,,0,,99,99,99,99,99,,0_area,,
395,,0,,99,99,99,99,99,,0_area,,
396,,99,,99,99,99,99,99,,,,
397,,99,,99,99,99,99,99,,,,
398,,0,,99,99,99,99,99,,0_area,,
399,,0,,99,99,99,99,99,,0_area,,
400,,0,,99,99,99,99,99,,0_area,,
401,,0,,99,99,99,99,99,,0_area,,
402,,0,,99,99,99,99,99,,0_area,,
403,,0,,99,99,99,99,99,,0_area,,
404,,99,,99,99,99,99,99,,,,
405,,14,,38,29,47,33,54,,,,
406,,99,,38,13,21,18,57,,,,
407,,5,,1,9,35,3,23,,,,
408,,99,,99,99,99,99,99,,,,
409,,99,,99,99,99,99,99,,,,
410,,99,,99,99,99,99,99,,,,
411,,3,,2,33,32,30,19,,,,
412,,0,,99,99,99,99,99,,0_area,,
413,,99,,99,99,99,99,99,,,,
414,,99,,99,99,99,99,99,,,,
415,,99,,99,99,99,99,99,,,,
416,,99,,99,99,99,99,99,,,,
417,,0,,99,99,99,99,99,,0_area,,
418,,0,,99,99,99,99,99,,0_area,,
419,,16,,30,33,16,62,36,,,,
420,,99,,54,46,5,26,36,,,,
421,,3,,38,43,12,53,57,,,,
422,,5,,21,35,46,4,42,,,,
423,,99,,35,39,19,61,40,,,,
424,,99,,99,99,99,99,99,,,,
425,,99,,38,39,12,2,56,,,,
426,,99,,99,99,99,99,99,,,,
427,,99,,99,99,99,99,99,,,,
428,,10,,38,39,62,13,18,,,,
429,,15,,32,18,2,29,4,,,,
430,,99,,99,99,99,99,99,,,,
431,,11,,38,2,30,40,10,,,,
432,,15,,38,21,57,1,25,,,,
433,,99,,99,99,99,99,99,,,,
434,,99,,99,99,99,99,99,,,,
435,,99,,18,14,1,39,57,,,,
436,,99,,99,99,99,99,99,,,,
437,,10,,28,26,63,18,38,,,,
438,,13,,57,0,29,41,4,,,,
439,,13,,2,31,27,47,14,,,,
440,,7,,2,44,34,46,25,,,,
441,,99,,27,29,2,38,40,,,,
442,,99,,99,99,99,99,99,,,,
443,,3,,41,2,27,36,31,,,,
444,,99,,99,99,99,99,99,,,,
445,,99,,99,99,99,99,99,,,,
446,,99,,99,99,99,99,99,,,,
447,,99,,24,57,27,19,2,,,,
448,,99,,31,22,20,33,15,,,,
449,,99,,99,99,99,99,99,,,,
450,,99,,99,99,99,99,99,,,,
451,,99,,99,99,99,99,99,,,,
452,,10,,60,48,32,43,51,,,,
453,,8,,29,46,28,27,37,,,,
454,,0,,99,99,99,99,99,,0_area,,
455,,99,,99,99,99,99,99,,,,
456,,4,,40,16,20,5,29,,,,
457,,7,,6,15,59,45,38,,,,
458,,5,,32,2,26,5,29,,,,
459,,0,,99,99,99,99,99,,0_area,,
460,,1,,43,62,58,10,25,,,,
461,,0,,99,99,99,99,99,,0_area,,
462,,4,,36,43,27,28,45,,,,
463,,10,,39,42,61,36,34,,,,
464,,7,,48,34,56,55,57,,,,
465,,6,,41,43,27,11,62,,,,
466,,3,,49,54,42,30,56,,,,
467,,5,,12,54,49,15,56,,,,
468,,8,,32,51,5,54,3,,,,
469,,6,,60,57,36,24,63,,,,
470,,99,,4,24,14,60,38,,,,
471,,99,,99,99,99,99,99,,,,
472,,99,,99,99,99,99,99,,,,
473,,7,,2,25,56,9,46,,,,
474,,9,,41,14,24,6,17,,,,
475,,99,,99,99,99,99,99,,,,
476,,5,,38,62,1,23,46,,,,
477,,99,,99,99,99,99,99,,,,
478,,99,,99,99,99,99,99,,,,
479,,99,,99,99,99,99,99,,,,
480,,99,,99,99,99,99,99,,,,
481,,99,,9,48,26,31,51,,,,
482,,99,,99,99,99,99,99,,,,
483,,13,,44,40,2,47,17,,,,
484,,99,,99,99,99,99,99,,,,
485,,99,,2,19,1,45,30,,,,
486,,99,,99,99,99,99,99,,,,
487,,99,,99,99,99,99,99,,,,
488,,99,,99,99,99,99,99,,,,
489,,99,,99,99,99,99,99,,,,
490,,99,,99,99,99,99,99,,,,
491,,99,,99,99,99,99,99,,,,
492,,99,,99,99,99,99,99,,,,
493,,99,,99,99,99,99,99,,,,
494,,99,,99,99,99,99,99,,,,
495,,99,,99,99,99,99,99,,,,
496,,99,,99,99,99,99,99,,,,
497,,99,,99,99,99,99,99,,,,
498,,99,,99,99,99,99,99,,,,
499,,7,,2,4,38,62,57,,,,
500,,7,,2,4,41,36,14,,,,
501,,99,,99,99,99,99,99,,,,
502,,99,,99,99,99,99,99,,,,
503,,99,,99,99,99,99,99,,,,
504,,99,,99,99,99,99,99,,,,
505,,99,,99,99,99,99,99,,,,
506,,10,,27,4,28,50,63,,,,
507,,99,,99,99,99,99,99,,,,
508,,99,,99,99,99,99,99,,,,
509,,99,,99,99,99,99,99,,,,
510,,99,,24,41,36,13,7,,,,
511,,6,,2,27,9,53,4,,,,
512,,99,,99,99,99,99,99,,,,
513,,99,,99,99,99,99,99,,,,
514,,99,,99,99,99,99,99,,,,
515,,12,,19,27,14,28,38,,,,
516,,0,,99,99,99,99,99,,0_area,,
517,,0,,99,99,99,99,99,,0_area,,
518,,99,,99,99,99,99,99,,,,
519,,99,,99,99,99,99,99,,,,
520,,99,,46,1,39,9,43,,,,
521,,99,,46,5,27,13,38,,,,
522,,99,,57,36,56,33,53,,,,
523,,99,,99,99,99,99,99,,,,
524,,9,,30,2,13,46,33,,,,
525,,99,,99,99,99,99,99,,,,
526,,6,,18,11,32,23,1,,,,
527,,99,,39,14,55,33,53,,,,
528,,99,,99,99,99,99,99,,,,
529,,7,,18,2,16,56,62,,,,
530,,99,,99,99,99,99,99,,,,
531,,99,,99,99,99,99,99,,,,
532,,99,,99,99,99,99,99,,,,
533,,9,,2,4,9,54,14,,,,
534,,99,,99,99,99,99,99,,,,
535,,99,,99,99,99,99,99,,,,
536,,99,,36,2,9,46,27,,,,
537,,0,,99,99,99,99,99,,0_area,,
538,,1,,46,43,48,23,50,,,,
539,,0,,99,99,99,99,99,,0_area,,
540,,0,,99,99,99,99,99,,0_area,,
541,,0,,99,99,99,99,99,,0_area,,
542,,0,,99,99,99,99,99,,0_area,,
543,,0,,99,99,99,99,99,,0_area,,
544,,12,,29,6,10,21,50,,,,
545,,10,,35,30,17,19,36,,,,
546,,99,,99,99,99,99,99,,,,
547,,99,,57,22,1,25,17,,,,
548,,7,,38,28,9,41,15,,,,
549,,99,,18,45,42,10,21,,,,
550,,10,,27,10,12,30,53,,,,
551,,14,,34,57,19,18,2,,,,
552,,99,,99,99,99,99,99,,,,
553,,99,,99,99,99,99,99,,,,
554,,5,,27,1,6,35,3,,,,
555,,99,,99,99,99,99,99,,,,
556,,99,,99,99,99,99,99,,,,
557,,10,,4,60,22,26,6,,,,
558,,99,,99,99,99,99,99,,,,
559,,99,,99,99,99,99,99,,,,
560,,99,,99,99,99,99,99,,,,
561,,99,,12,22,9,43,35,,,,
562,,99,,99,99,99,99,99,,,,
563,,99,,99,99,99,99,99,,,,
564,,99,,99,99,99,99,99,,,,
565,,99,,18,41,58,62,52,,,,
566,,99,,99,99,99,99,99,,,,
567,,99,,99,99,99,99,99,,,,
568,,99,,99,99,99,99,99,,,,
569,,0,,99,99,99,99,99,,0_area,,
570,,0,,99,99,99,99,99,,0_area,,
571,,0,,99,99,99,99,99,,0_area,,
572,,0,,99,99,99,99,99,,0_area,,
573,,0,,99,99,99,99,99,,0_area,,
574,,0,,99,99,99,99,99,,0_area,,
575,,0,,99,99,99,99,99,,0_area,,
576,,9,,53,51,1,43,10,,,,
577,,7,,19,58,31,45,0,,,,
578,,99,,99,99,99,99,99,,,,
579,,5,,23,35,8,36,11,,,,
580,,99,,99,99,99,99,99,,,,
581,,99,,99,99,99,99,99,,,,
582,,8,,58,42,63,23,28,,,,
583,,99,,99,99,99,99,99,,,,
584,,99,,99,99,99,99,99,,,,
585,,99,,99,99,99,99,99,,,,
586,,7,,40,32,18,57,62,,,,
587,,99,,1,2,46,9,6,,,,
588,,99,,1,2,3,61,15,,,,
589,,99,,99,99,99,99,99,,,,
590,,99,,99,99,99,99,99,,,,
591,,99,,99,99,99,99,99,,,,
592,,14,,8,12,0,1,28,,,,
593,,99,,99,99,99,99,99,,,,
594,,9,,33,36,2,4,51,,,,
595,,99,,18,27,2,32,36,,,,
596,,99,,99,99,99,99,99,,,,
597,,99,,99,99,99,99,99,,,,
598,,0,,99,99,99,99,99,,0_area,,
599,,0,,99,99,99,99,99,,0_area,,
600,,0,,99,99,99,99,99,,0_area,,
601,,99,,99,99,99,99,99,,,,
602,,1,,29,5,35,46,20,,,,
603,,0,,99,99,99,99,99,,0_area,,
604,,0,,99,99,99,99,99,,0_area,,
605,,0,,99,99,99,99,99,,0_area,,
606,,0,,99,99,99,99,99,,0_area,,
607,,0,,99,99,99,99,99,,0_area,,
608,,14,,27,47,46,9,38,,,,
609,,7,,57,14,41,8,37,,,,
610,,99,,33,5,63,35,37,,,,
611,,99,,99,99,99,99,99,,,,
612,,4,,43,38,6,30,58,,,,
613,,99,,99,99,99,99,99,,,,
614,,99,,99,99,99,99,99,,,,
615,,9,,1,17,24,50,25,,,,
616,,9,,31,27,6,40,15,,,,
617,,10,,55,58,35,18,14,,,,
618,,9,,1,0,42,35,14,,,,
619,,8,,10,17,28,27,44,,,,
620,,99,,99,99,99,99,99,,,,
621,,99,,99,99,99,99,99,,,,
622,,99,,35,10,18,20,58,,,,
623,,99,,99,99,99,99,99,,,,
624,,3,,1,0,54,37,31,,,,
625,,99,,28,29,1,38,35,,,,
626,,99,,43,1,55,40,9,,,,
627,,9,,30,43,27,19,45,,,,
628,,9,,31,40,35,10,26,,,,
629,,11,,0,31,30,29,1,,,,
630,,99,,99,99,99,99,99,,,,
631,,99,,3,38,58,1,9,,,,
632,,1,,27,56,9,20,58,,,,
633,,99,,99,99,99,99,99,,,,
634,,0,,99,99,99,99,99,,0_area,,
635,,0,,99,99,99,99,99,,0_area,,
636,,0,,99,99,99,99,99,,0_area,,
637,,0,,99,99,99,99,99,,0_area,,
638,,0,,99,99,99,99,99,,0_area,,
639,,0,,99,99,99,99,99,,0_area,,
640,,7,,19,43,1,55,7,,,,
641,,99,,99,99,99,99,99,,,,
642,,99,,99,99,99,99,99,,,,
643,,99,,99,99,99,99,99,,,,
644,,99,,18,2,17,47,23,,,,
645,,13,,22,57,55,48,16,,,,
646,,9,,23,45,49,24,20,,,,
647,,6,,20,2,6,43,36,,,,
648,,9,,62,37,22,31,39,,,,
649,,99,,99,99,99,99,99,,,,
650,,6,,45,41,11,39,56,,,,
651,,8,,62,50,29,1,59,,,,
652,,99,,99,99,99,99,99,,,,
653,,7,,53,15,47,25,8,,,,
654,,99,,99,99,99,99,99,,,,
655,,99,,99,99,99,99,99,,,,
