



,,,[80],,,[70],,,[60],,,[50],,,[40],,,[30]

,[242],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[243],,9,9,,99,99,,7,7,,7,7,,4,6,,6,6

,[244],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[245],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[246],,20,20,,12,15,,11,13,,9,12,,8,10,,8,9

,[247],,22,22,,17,19,,9,16,,8,14,,8,12,,3,7

,[248],,21,24,,16,20,,14,18,,14,17,,9,14,,5,9

,[249],,23,25,,12,17,,9,13,,10,13,,7,11,,5,6

,[250],,20,24,,13,18,,10,14,,9,13,,8,13,,7,10

,[251],,19,20,,12,14,,11,13,,11,13,,9,10,,8,9

,[252],,19,19,,99,99,,99,99,,99,99,,8,8,,8,8

,[253],,17,21,,8,16,,7,14,,7,12,,6,9,,5,6

,[254],,22,26,,15,19,,14,18,,10,16,,9,14,,7,11

,[255],,22,24,,15,22,,15,21,,11,17,,10,15,,6,12

,[256],,99,99,,18,22,,12,15,,99,99,,99,99,,99,99

,[257],,11,20,,10,16,,7,14,,7,13,,6,10,,5,7

,[258],,23,24,,19,21,,14,17,,11,14,,9,13,,3,9

,[259],,99,99,,15,22,,15,20,,13,18,,8,13,,6,9

,[260],,23,25,,16,17,,15,17,,14,14,,13,13,,99,99

,[261],,99,99,,13,17,,11,14,,5,12,,3,11,,3,9

,[262],,22,26,,15,22,,13,19,,9,14,,9,14,,8,11

,[263],,20,26,,9,20,,6,15,,6,11,,6,10,,4,8

,[264],,18,18,,99,99,,99,99,,8,9,,7,8,,7,8

,[265],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[266],,99,99,,99,99,,99,99,,99,99,,7,7,,5,5

,[267],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[268],,5,7,,5,6,,3,4,,3,3,,99,99,,99,99

,[269],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[270],,16,17,,99,99,,99,99,,99,99,,99,99,,99,99

,[271],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[272],,99,99,,99,99,,99,99,,3,3,,99,99,,99,99

,[273],,15,15,,99,99,,99,99,,99,99,,99,99,,99,99

,[274],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[275],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[276],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[277],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[278],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[279],,11,21,,8,16,,6,12,,5,9,,4,7,,4,5

,[280],,16,19,,12,15,,12,14,,11,12,,8,10,,7,8

,[281],,22,23,,16,20,,14,17,,8,12,,7,9,,6,8

,[282],,99,99,,13,16,,12,12,,99,99,,99,99,,99,99

,[283],,10,23,,6,15,,3,10,,3,9,,2,5,,2,3

,[284],,17,19,,11,14,,6,10,,7,9,,5,7,,1,4

,[285],,19,23,,11,18,,10,15,,6,13,,4,8,,3,5

,[286],,22,26,,17,21,,12,17,,10,14,,7,11,,6,10

,[287],,14,21,,10,15,,10,14,,9,13,,9,11,,8,9

,[288],,17,29,,13,20,,8,17,,6,13,,5,11,,4,9

,[289],,19,25,,14,18,,7,13,,8,11,,6,10,,7,9

,[290],,17,23,,17,20,,8,15,,8,14,,8,14,,7,12

,[291],,22,27,,15,19,,10,13,,10,13,,10,12,,8,9

,[292],,99,99,,11,14,,10,13,,10,12,,8,11,,7,10

,[293],,99,99,,18,18,,99,99,,9,13,,7,10,,7,9

,[294],,19,21,,15,17,,13,14,,11,12,,8,10,,5,6

,[295],,14,17,,10,12,,10,11,,7,9,,6,7,,5,6

,[296],,99,99,,15,15,,99,99,,13,13,,10,10,,9,9

,[297],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[298],,99,99,,10,11,,9,10,,8,9,,9,9,,6,6

,[299],,4,4,,0,1,,0,1,,0,0,,0,0,,0,0

,[300],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[301],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[302],,12,13,,99,99,,99,99,,99,99,,99,99,,99,99

,[303],,11,11,,99,99,,99,99,,99,99,,99,99,,99,99

,[304],,99,99,,5,6,,4,5,,4,4,,2,3,,0,1

,[305],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[306],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[307],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[308],,99,99,,99,99,,99,99,,99,99,,99,99,,1,1

,[309],,99,99,,99,99,,99,99,,99,99,,99,99,,6,6

,[310],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[311],,14,21,,11,13,,9,9,,8,9,,8,9,,8,9

,[312],,99,99,,99,99,,13,15,,9,13,,9,12,,6,8

,[313],,99,99,,13,16,,8,15,,7,11,,5,9,,3,6

,[314],,20,21,,14,17,,13,15,,9,13,,8,12,,5,9

,[315],,9,18,,7,14,,4,10,,4,9,,4,6,,2,3

,[316],,99,99,,14,19,,14,17,,5,12,,4,8,,3,6

,[317],,20,21,,99,99,,11,12,,10,11,,10,10,,6,9

,[318],,17,20,,16,19,,13,16,,12,15,,10,13,,6,11

,[319],,14,26,,12,23,,9,20,,8,16,,7,14,,5,11

,[320],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[321],,16,24,,17,21,,10,17,,9,12,,5,10,,3,7

,[322],,24,28,,16,20,,15,18,,11,14,,10,12,,5,6

,[323],,19,24,,18,20,,15,15,,10,12,,7,9,,6,9

,[324],,28,29,,10,20,,8,17,,7,14,,4,10,,3,7

,[325],,19,25,,14,19,,12,17,,9,14,,7,12,,4,9

,[326],,14,22,,12,20,,8,17,,4,13,,3,9,,2,5

,[327],,19,23,,16,21,,10,17,,11,16,,9,11,,6,9

,[328],,17,22,,15,19,,13,14,,11,11,,8,8,,8,8

,[329],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[330],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[331],,99,99,,99,99,,99,99,,99,99,,99,99,,0,0

,[332],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[333],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[334],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[335],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[336],,6,7,,5,6,,2,4,,2,3,,2,2,,0,0

,[337],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[338],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[339],,99,99,,99,99,,99,99,,99,99,,1,3,,1,2

,[340],,6,6,,4,4,,99,99,,99,99,,0,1,,0,0

,[341],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[342],,5,7,,4,5,,1,2,,0,1,,0,1,,0,0

,[343],,15,21,,10,14,,9,11,,99,99,,99,99,,99,99

,[344],,99,99,,99,99,,99,99,,99,99,,9,10,,7,9

,[345],,11,21,,12,19,,6,13,,5,11,,5,10,,5,8

,[346],,19,22,,11,15,,6,12,,6,10,,4,7,,3,5

,[347],,14,18,,10,13,,9,9,,7,8,,6,7,,99,99

,[348],,15,22,,10,18,,5,13,,5,11,,4,11,,3,7

,[349],,23,24,,10,16,,8,14,,6,12,,5,10,,4,9

,[350],,17,20,,12,17,,12,15,,9,11,,6,7,,6,6

,[351],,99,99,,99,99,,99,99,,99,99,,99,99,,11,11

,[352],,13,23,,10,17,,9,15,,6,11,,3,7,,3,7

,[353],,99,99,,99,99,,18,18,,99,99,,99,99,,99,99

,[354],,22,25,,19,21,,16,18,,11,15,,8,12,,6,9

,[355],,21,27,,14,23,,13,21,,9,17,,9,15,,7,12

,[356],,17,19,,9,12,,8,10,,7,9,,7,7,,4,5

,[357],,16,21,,14,16,,13,15,,12,13,,12,13,,8,8

,[358],,22,22,,99,99,,99,99,,13,14,,13,13,,9,10

,[359],,21,23,,14,15,,14,14,,9,12,,8,8,,99,99

,[360],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[361],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[362],,7,7,,99,99,,99,99,,99,99,,99,99,,99,99

,[363],,99,99,,4,4,,3,4,,4,4,,1,2,,1,2

,[364],,3,3,,2,2,,99,99,,0,0,,0,0,,0,0

,[365],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[366],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[367],,11,11,,8,9,,8,8,,7,7,,99,99,,99,99

,[368],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[369],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[370],,99,99,,99,99,,99,99,,99,99,,5,5,,99,99

,[371],,5,6,,4,4,,99,99,,2,2,,1,1,,99,99

,[372],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[373],,99,99,,99,99,,99,99,,99,99,,1,2,,1,2

,[374],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[375],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[376],,20,20,,14,18,,10,14,,10,13,,8,10,,6,7

,[377],,15,20,,10,16,,10,14,,8,11,,7,9,,7,8

,[378],,15,19,,9,13,,8,10,,6,8,,6,8,,6,7

,[379],,99,99,,10,13,,9,12,,5,8,,5,8,,3,6

,[380],,13,21,,9,16,,6,11,,6,8,,6,7,,3,3

,[381],,99,99,,15,18,,12,16,,7,12,,6,6,,99,99

,[382],,17,23,,11,20,,9,17,,7,16,,6,13,,5,8

,[383],,21,24,,15,19,,13,18,,12,15,,12,12,,5,8

,[384],,26,26,,16,19,,12,17,,11,14,,8,12,,4,8

,[385],,18,23,,17,20,,11,16,,10,15,,9,14,,9,13

,[386],,19,25,,18,22,,7,16,,7,14,,5,10,,4,8

,[387],,17,23,,12,19,,8,15,,7,13,,7,11,,4,7

,[388],,19,28,,14,23,,11,19,,6,15,,5,12,,4,11

,[389],,21,21,,99,99,,14,15,,11,14,,11,13,,10,12

,[390],,14,27,,11,22,,9,18,,7,16,,7,14,,4,8

,[391],,16,18,,99,99,,99,99,,99,99,,99,99,,99,99

,[392],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[393],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[394],,99,99,,99,99,,99,99,,99,99,,99,99,,1,1

,[395],,99,99,,99,99,,99,99,,99,99,,4,4,,2,2

,[396],,99,99,,99,99,,4,4,,3,4,,99,99,,1,1

,[397],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[398],,4,5,,4,4,,1,2,,1,2,,1,1,,1,1

,[399],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[400],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[401],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[402],,99,99,,99,99,,5,5,,99,99,,4,4,,99,99

