

,[80]

,4.578125,5.203125,5.140625,6.968750,4.968750,5.546875,4.687500,5.203125,4.031250,5.328125,4.984375,3.437500,4.390625,3.640625,3.890625,3.515625,4.640625,3.750000,3.859375,2.625000,3.734375,3.921875,3.515625,5.875000,3.796875,4.125000,4.203125,6.531250,5.093750,4.859375,5.531250,7.656250
,6.281250,4.140625,5.359375,4.421875,5.546875,6.265625,5.250000,6.171875,5.437500,3.765625,3.156250,4.000000,3.234375,5.875000,4.421875,3.984375,3.937500,4.953125,5.703125,4.000000,4.515625,5.390625,6.609375,4.625000,3.203125,5.437500,5.437500,6.546875,4.671875,4.140625,7.296875,6.359375
,4.453125,4.578125,3.312500,6.640625,5.906250,5.234375,4.484375,3.906250,4.187500,5.328125,4.093750,4.640625,5.781250,4.593750,5.796875,4.359375,5.328125,4.796875,5.937500,5.093750,5.000000,7.000000,5.125000,4.406250,4.578125,5.859375,4.140625,4.765625,4.312500,8.031250,3.828125,4.656250
,5.953125,4.484375,4.968750,4.421875,5.234375,4.921875,5.562500,4.234375,5.343750,4.078125,5.421875,5.718750,6.046875,5.187500,3.890625,5.015625,4.109375,4.843750,3.796875,5.781250,4.343750,5.390625,4.687500,3.781250,5.640625,4.859375,5.078125,5.109375,4.140625,5.203125,5.406250,5.406250
,5.375000,4.781250,7.578125,4.390625,5.578125,5.046875,4.750000,5.421875,6.187500,4.750000,5.093750,3.625000,52.218750,73.593750,47.109375,66.000000,3.937500,4.093750,5.500000,3.921875,4.984375,5.437500,4.765625,5.000000,5.125000,4.734375,4.640625,5.343750,4.250000,5.468750,4.453125,4.796875
,4.703125,5.890625,5.546875,4.656250,3.734375,7.406250,4.250000,5.234375,6.625000,6.531250,5.015625,4.859375,118.437500,3.953125,4.875000,72.093750,96.312500,5.265625,3.968750,5.343750,5.156250,5.171875,5.156250,4.890625,3.500000,4.703125,4.828125,6.078125,4.250000,5.046875,4.203125,5.921875
,3.453125,5.437500,3.062500,6.656250,4.312500,4.375000,5.921875,10.109375,3.531250,2.875000,3.250000,4.781250,75.921875,3.937500,1.546875,16.296875,29.671875,74.921875,4.984375,3.265625,3.625000,3.375000,4.875000,4.359375,3.953125,4.515625,5.171875,4.828125,5.609375,4.125000,4.687500,4.953125
,5.546875,5.796875,32.484375,5.609375,4.562500,5.671875,4.000000,2.750000,5.062500,3.671875,4.609375,77.906250,3.921875,141.750000,99.968750,105.015625,132.156250,60.875000,91.640625,118.046875,19.203125,3.406250,5.687500,4.250000,3.437500,4.578125,5.468750,3.718750,5.781250,5.406250,4.218750,3.828125
,3.937500,4.468750,3.875000,2.984375,4.921875,3.515625,3.468750,5.609375,114.062500,15.546875,13.625000,71.312500,123.187500,75.515625,32.906250,117.015625,102.406250,184.750000,178.484375,204.218750,90.609375,5.640625,4.281250,4.125000,8.781250,4.437500,3.093750,4.656250,4.109375,5.640625,3.937500,5.109375
,4.421875,5.062500,4.843750,2.750000,3.281250,4.734375,4.140625,97.703125,11.562500,2.390625,2.343750,9.609375,121.562500,35.843750,17.734375,91.359375,37.203125,38.296875,188.656250,176.359375,95.812500,122.781250,3.875000,4.750000,3.296875,3.296875,4.765625,2.593750,3.765625,4.812500,2.468750,5.187500
,4.093750,4.984375,4.703125,4.421875,3.796875,43.437500,109.250000,36.281250,2.343750,1.812500,1.875000,20.546875,70.953125,124.015625,4.593750,138.000000,146.171875,135.890625,97.765625,70.578125,4.796875,3.828125,5.421875,4.093750,4.265625,5.046875,3.015625,4.875000,3.359375,2.921875,4.000000,4.609375
,3.906250,3.453125,3.140625,3.562500,55.375000,91.156250,2.625000,3.453125,3.531250,3.093750,1.218750,10.718750,60.609375,49.515625,156.031250,106.718750,120.343750,122.703125,132.046875,54.140625,4.578125,3.796875,3.750000,4.078125,3.734375,3.953125,3.968750,3.218750,3.250000,4.609375,3.640625,4.500000
,3.640625,4.562500,3.953125,3.312500,69.515625,1.968750,5.406250,2.812500,3.203125,2.281250,0.953125,2.546875,4.093750,117.734375,38.828125,34.031250,149.734375,149.906250,133.156250,93.218750,4.812500,2.718750,2.828125,3.562500,4.062500,4.203125,3.125000,3.968750,4.687500,4.984375,3.578125,3.640625
,3.203125,3.640625,3.703125,3.437500,73.609375,3.234375,3.828125,3.750000,4.453125,0.765625,6.937500,4.812500,83.421875,30.171875,4.671875,24.234375,156.718750,51.296875,71.140625,50.046875,2.812500,3.687500,3.000000,3.453125,20.578125,14.906250,3.015625,4.421875,3.375000,3.312500,6.109375,3.234375
,4.218750,3.421875,4.921875,5.421875,101.250000,67.203125,1.828125,2.203125,31.453125,3.062500,10.875000,96.734375,122.984375,3.875000,1.750000,21.359375,109.687500,165.468750,108.843750,42.750000,3.750000,4.828125,3.265625,4.906250,21.437500,12.343750,4.328125,3.906250,3.515625,2.859375,4.265625,3.281250
