[80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.578125,5.203125,5.140625,6.96875,4.96875,5.546875,4.6875,5.203125,4.03125,5.328125,4.984375,3.4375,4.390625,3.640625,3.890625,3.515625,4.640625,3.75,3.859375,2.625,3.734375,3.921875,3.515625,5.875,3.796875,4.125,4.203125,6.53125,5.09375,4.859375,5.53125,7.65625
6.28125,4.140625,5.359375,4.421875,5.546875,6.265625,5.25,6.171875,5.4375,3.765625,3.15625,4,3.234375,5.875,4.421875,3.984375,3.9375,4.953125,5.703125,4,4.515625,5.390625,6.609375,4.625,3.203125,5.4375,5.4375,6.546875,4.671875,4.140625,7.296875,6.359375
4.453125,4.578125,3.3125,6.640625,5.90625,5.234375,4.484375,3.90625,4.1875,5.328125,4.09375,4.640625,5.78125,4.59375,5.796875,4.359375,5.328125,4.796875,5.9375,5.09375,5,7,5.125,4.40625,4.578125,5.859375,4.140625,4.765625,4.3125,8.03125,3.828125,4.65625
5.953125,4.484375,4.96875,4.421875,5.234375,4.921875,5.5625,4.234375,5.34375,4.078125,5.421875,5.71875,6.046875,5.1875,3.890625,5.015625,4.109375,4.84375,3.796875,5.78125,4.34375,5.390625,4.6875,3.78125,5.640625,4.859375,5.078125,5.109375,4.140625,5.203125,5.40625,5.40625
5.375,4.78125,7.578125,4.390625,5.578125,5.046875,4.75,5.421875,6.1875,4.75,5.09375,3.625,52.21875,73.59375,47.109375,66,3.9375,4.09375,5.5,3.921875,4.984375,5.4375,4.765625,5,5.125,4.734375,4.640625,5.34375,4.25,5.46875,4.453125,4.796875
4.703125,5.890625,5.546875,4.65625,3.734375,7.40625,4.25,5.234375,6.625,6.53125,5.015625,4.859375,118.4375,3.953125,4.875,72.09375,96.3125,5.265625,3.96875,5.34375,5.15625,5.171875,5.15625,4.890625,3.5,4.703125,4.828125,6.078125,4.25,5.046875,4.203125,5.921875
3.453125,5.4375,3.0625,6.65625,4.3125,4.375,5.921875,10.109375,3.53125,2.875,3.25,4.78125,75.921875,3.9375,1.546875,16.296875,29.671875,74.921875,4.984375,3.265625,3.625,3.375,4.875,4.359375,3.953125,4.515625,5.171875,4.828125,5.609375,4.125,4.6875,4.953125
5.546875,5.796875,32.484375,5.609375,4.5625,5.671875,4,2.75,5.0625,3.671875,4.609375,77.90625,3.921875,141.75,99.96875,105.015625,132.15625,60.875,91.640625,118.046875,19.203125,3.40625,5.6875,4.25,3.4375,4.578125,5.46875,3.71875,5.78125,5.40625,4.21875,3.828125
3.9375,4.46875,3.875,2.984375,4.921875,3.515625,3.46875,5.609375,114.0625,15.546875,13.625,71.3125,123.1875,75.515625,32.90625,117.015625,102.40625,184.75,178.484375,204.21875,90.609375,5.640625,4.28125,4.125,8.78125,4.4375,3.09375,4.65625,4.109375,5.640625,3.9375,5.109375
4.421875,5.0625,4.84375,2.75,3.28125,4.734375,4.140625,97.703125,11.5625,2.390625,2.34375,9.609375,121.5625,35.84375,17.734375,91.359375,37.203125,38.296875,188.65625,176.359375,95.8125,122.78125,3.875,4.75,3.296875,3.296875,4.765625,2.59375,3.765625,4.8125,2.46875,5.1875
