



100,area,psnr,basis,ent,*,*,*,*,*,*,*



90,area,psnr,basis,ent,*,*,*,*,*,*,*
,257,0.249332,6,0.000250
,444,0.854302,6,0.000047
,508,0.130765,6,0.000106
,220,0.088816,14,0.000118
,481,0.087036,14,0.000184
,205,0.831474,17,0.000046
,533,0.364293,22,-0.000018
,151,0.290850,29,0.000247
,362,1.442439,32,0.000045
,418,0.319692,33,0.000119
,446,0.165993,36,0.000305
,30,0.027929,40,0.000064
,47,0.694718,40,0.000188
,61,0.180982,42,0.000157
,206,1.443768,45,-0.000010
,547,0.083521,50,0.000174
,587,0.696359,51,0.000052
,92,0.654160,52,0.000159
,646,0.599979,53,0.000039
,740,1.249387,54,0.000110
,438,0.100613,55,0.000046
,776,1.003705,55,0.000111
,543,0.465761,58,0.000241
,712,0.991315,58,-0.000013
,588,1.638568,59,0.000043
,613,3.227492,61,0.000064
,808,0.609564,62,-0.000010



80,area,psnr,basis,ent,*,*,*,*,*,*,*
,37,0.199456,0,0.000028
,83,0.080676,0,0.000031
,583,0.382645,3,0.000023
,187,0.496201,5,-0.000056
,257,1.139434,6,-0.000027
,508,0.484045,6,-0.000027
,410,0.199966,7,0.000025
,161,0.188341,8,0.000039
,409,1.054698,10,0.000021
,179,0.261702,13,0.000011
,117,0.313141,14,0.000099
,445,0.231398,14,0.000037
,481,0.289070,14,-0.000025
,17,0.165993,18,-0.000037
,183,0.098229,18,-0.000033
,84,0.412570,20,0.000014
,178,0.663772,26,0.000016
,285,0.222131,26,0.000012
,484,0.124537,26,0.000012
,80,0.498808,27,-0.000009
,96,0.507253,27,0.000046
,489,0.105931,27,0.000107
,551,1.081449,27,-0.000016
,615,0.925694,27,-0.000007
,616,0.831027,27,0.000046
,151,1.415380,29,0.000032
,162,0.396833,29,0.000094
,222,0.014501,29,-0.000017
,617,1.751563,29,0.000037
,278,1.432843,32,0.000038
,362,0.725507,32,-0.000027
,442,0.425193,32,-0.000022
,221,0.324378,33,0.000027
,227,0.458919,33,-0.000035
,446,1.036260,36,-0.000042
,30,0.576416,40,-0.000015
,47,1.142841,40,0.000038
,137,1.484198,40,-0.000015
,165,0.055325,40,-0.000011
,455,0.352758,40,0.000038
,20,0.091820,42,0.000015
,61,0.521780,42,0.000078
,128,0.594372,42,0.000021
,284,0.525998,43,0.000029
,124,0.184122,44,0.000033
,192,0.180564,45,0.000027
,91,0.610540,46,0.000010
,121,0.098868,47,-0.000051
,248,0.160868,48,0.000034
,148,0.013636,49,-0.000024
,92,1.334130,52,-0.000051
,297,1.239936,53,0.000020
,550,0.508916,53,-0.000033
,646,0.457575,53,-0.000033
,461,0.088454,54,0.000037
,553,0.347621,54,0.000150
,75,0.163904,55,-0.000028
,374,0.663440,55,-0.000028
,424,0.483047,57,0.000013
,382,0.817986,58,-0.000030
,543,0.645992,58,0.000033
,38,0.171368,60,0.000012
,170,0.531867,60,-0.000058
,171,0.214687,60,0.000007
,234,0.089242,60,0.000007
,74,0.878875,61,0.000045
,180,1.364969,61,0.000045
,182,0.561159,61,-0.000013
,225,0.655832,61,0.000050
,353,0.347621,61,-0.000013
,360,2.079804,61,0.000050
,476,0.362122,61,-0.000013
,24,0.933502,62,0.000031
,606,0.095035,62,-0.000022
,808,2.950396,62,-0.000027
,127,0.766781,63,-0.000031
,213,0.205865,63,-0.000038



70,area,psnr,basis,ent,*,*,*,*,*,*,*
,8,0.831702,6,-0.000038
,26,0.223481,6,-0.000038
,355,0.791812,6,-0.000038
,95,0.565055,7,0.000034
,516,1.253514,7,-0.000048
,423,1.376986,8,0.000046
,839,0.080676,8,0.000065
,251,0.497975,10,-0.000052
,389,1.493570,10,-0.000012
,409,1.118802,10,-0.000012
,112,0.082951,13,-0.000022
,299,0.579175,14,0.000022
,509,1.507095,14,-0.000038
,44,0.633870,16,-0.000063
,390,0.858210,18,-0.000012
,84,0.232454,20,-0.000022
,119,1.038589,21,0.000038
,113,0.818416,22,-0.000012
,5,0.296707,25,-0.000009
,256,0.335313,25,-0.000009
,312,0.056403,25,-0.000009
,387,0.149485,25,-0.000009
,285,0.774897,26,0.000024
,54,0.477529,27,0.000051
,96,0.368267,27,0.000009
,551,2.602359,27,0.000009
,617,0.649408,29,-0.000040
,263,0.377022,32,-0.000046
,221,1.240515,33,-0.000009
,227,0.458919,33,-0.000049
,350,0.267559,33,-0.000009
,13,0.595402,40,0.000009
,52,0.086765,40,0.000010
,71,0.545760,40,0.000010
,352,0.927541,40,0.000009
,455,0.413927,40,0.000009
,214,0.652358,41,0.000041
,128,0.387526,42,-0.000017
,31,0.170652,43,0.000039
,421,1.260019,43,-0.000003
,192,0.733379,45,-0.000003
,248,1.360621,48,-0.000042
,297,2.064739,53,-0.000011
,550,0.069861,53,-0.000011
,100,0.185823,55,-0.000002
,620,0.531311,55,0.000019
,19,1.176043,57,-0.000018
,138,0.391129,57,-0.000018
,101,0.285370,58,0.000121
,382,0.780547,58,-0.000043
,543,0.716041,58,-0.000043
,521,0.711756,59,-0.000012
,234,0.015002,60,-0.000030
,18,0.951543,61,0.000058
,28,0.172264,61,-0.000023
,74,0.020247,61,0.000058
,144,0.548487,61,0.000058
,180,1.657577,61,-0.000023
,225,0.632357,61,-0.000023
,228,0.067966,61,0.000017
,159,0.050063,62,0.000039
,127,0.534758,63,-0.000013



60,area,psnr,basis,ent,*,*,*,*,*,*,*
,294,1.404509,0,0.000041
,259,0.031021,2,-0.000052
,26,0.304407,6,-0.000037
,355,1.573766,6,-0.000037
,508,0.381045,6,-0.000037
,95,0.396806,7,-0.000007
,423,0.907573,8,0.000001
,389,0.930033,10,-0.000010
,745,1.173479,17,-0.000032
,841,0.323693,17,0.000010
,17,1.047354,18,-0.000011
,293,1.062966,18,-0.000051
,390,0.125891,18,-0.000010
,64,0.011981,25,-0.000010
,291,0.816007,25,-0.000010
,387,0.524649,25,-0.000010
,494,0.103820,25,-0.000010
,484,0.575970,26,-0.000061
,162,1.652333,29,0.000002
,263,0.827939,32,-0.000050
,296,0.919824,36,0.000026
,327,0.356550,36,0.000512
,581,0.011009,36,0.000658
,97,0.688650,38,-0.000055
,456,0.125798,38,0.000069
,30,0.744861,40,0.000004
,71,0.457575,40,0.000005
,31,0.895546,43,0.000005
,421,1.260019,43,0.000005
,558,0.062942,43,0.000007
,520,0.903895,45,-0.000001
,148,0.013636,49,-0.000029
,340,1.166541,50,-0.000023
,39,0.970960,52,-0.000067
,19,0.339622,57,-0.000019
,391,1.532284,57,-0.000019
,424,2.418198,57,-0.000019
,101,0.847395,58,-0.000009
,554,0.797211,58,0.000033
,521,0.098039,59,-0.000010
,618,0.511525,59,-0.000010
,18,0.266969,61,0.000021
,35,0.275578,61,-0.000019
,144,1.155922,61,0.000063
,225,0.725507,61,-0.000019
,360,1.677392,61,-0.000019
,676,1.616353,62,-0.000005



50,area,psnr,basis,ent,*,*,*,*,*,*,*
,26,0.563765,6,-0.000034
,355,1.371732,6,-0.000034
,389,2.620613,10,-0.000016
,299,0.919973,14,0.000005
,604,0.331646,17,0.000009
,713,0.667275,17,-0.000033
,745,0.487571,17,-0.000033
,173,0.173130,18,-0.000012
,293,0.383964,18,-0.000051
,387,0.341117,25,-0.000008
,649,0.146611,25,-0.000008
,54,0.303440,27,-0.000034
,551,2.330837,27,0.000004
,53,0.841980,28,-0.000024
,162,1.670619,29,0.000001
,296,1.467639,36,0.000024
,327,0.818360,36,0.000394
,581,0.997352,36,0.000394
,456,0.414819,38,0.000029
,582,1.362197,39,-0.000020
,15,0.570145,45,-0.000000
,620,0.811598,55,0.000034
,809,2.021941,55,-0.000006
,424,0.632818,57,-0.000023
,216,0.071984,58,-0.000008
,571,1.014981,58,0.000116
,18,0.098989,61,0.000018
,225,0.632357,61,-0.000021
,628,0.110274,61,0.001072



40,area,psnr,basis,ent,*,*,*,*,*,*,*
,463,0.240859,8,0.000002
,555,1.821802,8,0.000083
,389,1.400669,10,-0.000016
,299,0.929602,14,-0.000039
,604,0.668727,17,-0.000030
,841,0.632380,17,-0.000030
,173,0.173130,18,-0.000020
,800,0.334334,18,-0.000057
,431,0.346458,20,0.000063
,603,1.889271,25,-0.000006
,882,0.111370,27,0.000160
,762,0.458137,33,-0.000016
,296,1.054665,36,-0.000054
,327,1.562796,36,0.000189
,581,2.012763,36,0.000230
,456,0.441509,38,-0.000058
,765,0.280476,41,-0.000040
,796,0.138570,43,0.000076
,840,1.947771,43,-0.000004
,939,0.214308,46,0.000216
,795,0.367929,50,-0.000024
,809,2.179883,55,-0.000004
,838,0.178861,56,0.000106
,571,1.134389,58,-0.000047
,35,0.196325,61,-0.000028
,628,0.833721,61,0.000854
,855,0.588409,61,0.000693



30,area,psnr,basis,ent,*,*,*,*,*,*,*
,504,0.310072,7,-0.000042
,555,1.915426,8,-0.000001
,572,0.268982,17,0.000009
,604,0.038696,17,-0.000033
,431,0.384180,20,-0.000019
,791,0.100932,21,-0.000011
,835,0.114321,21,0.000030
,786,1.207757,22,-0.000020
,603,1.357804,25,-0.000005
,785,0.515192,25,0.000029
,794,0.183180,27,-0.000009
,882,0.427369,27,0.000111
,929,0.169681,27,0.000233
,471,1.919819,29,0.000006
,858,0.477449,29,-0.000036
,327,2.161468,36,0.000058
,730,0.698446,40,0.000089
,732,1.171172,40,0.000089
,735,0.332335,40,0.000089
,764,0.698270,40,0.000011
,834,0.185062,40,0.000131
,736,1.306199,43,-0.000005
,796,0.591455,43,0.000073
,840,1.098382,43,-0.000005
,564,0.020170,44,0.000112
,792,0.141156,44,-0.000045
,865,0.301549,44,-0.000006
,802,0.451280,45,-0.000044
,767,0.921759,46,-0.000024
,939,0.891254,46,0.000129
,723,0.078505,50,0.000422
,801,0.147297,53,-0.000024
,832,0.134571,53,-0.000024
,809,2.971696,55,-0.000043
,244,0.557413,56,0.000270
,838,1.422178,56,-0.000049
,571,0.974438,58,-0.000048
,628,2.044022,61,0.000789
,793,0.155430,61,0.000005
,855,1.159601,61,0.000412
,536,0.297501,62,-0.000041



20,area,psnr,basis,ent,*,*,*,*,*,*,*
,1010,0.124638,2,0.000022
,821,1.576350,4,0.000210
,886,0.279570,5,0.000053
,503,0.192120,6,0.000008
,567,1.182377,6,0.000008
,598,2.360442,8,0.000114
,1016,0.180752,8,0.000153
,788,0.043621,15,0.000473
,851,0.510145,16,-0.000025
,572,1.348334,17,-0.000036
,460,0.348796,18,0.000179
,947,0.200396,18,0.000065
,835,0.408376,21,-0.000051
,786,0.251246,22,-0.000021
,603,1.889271,25,-0.000004
,827,0.460967,27,-0.000003
,882,0.781732,27,-0.000003
,892,0.016193,27,0.000004
,929,0.700682,27,0.000116
,492,0.051481,30,-0.000059
,305,0.200035,32,0.000028
,979,0.117515,34,-0.000056
,879,0.337583,35,-0.000011
,959,0.339517,35,0.000025
,730,1.933814,40,0.000011
,733,0.238814,40,0.000085
,834,0.141911,40,0.000050
,848,0.260607,40,0.000008
,923,0.155718,40,0.000085
,736,0.898674,43,-0.000008
,867,1.104457,43,-0.000008
,1021,0.386778,43,0.000034
,917,0.333593,44,-0.000016
,939,1.036160,46,0.000051
,530,0.408741,49,0.000411
,723,0.448070,50,0.000331
,718,2.644591,51,0.000333
,706,0.695012,54,0.000024
,756,0.389560,56,0.000520
,991,0.575390,56,-0.000010
,824,0.436183,58,-0.000011
,944,0.090569,58,-0.000043
,963,0.182922,58,-0.000043
,850,0.017380,59,0.000060
,593,0.866560,61,-0.000027
,628,2.744798,61,0.000538
,855,1.732775,61,0.000253
,600,0.320291,62,-0.000042



10,area,psnr,basis,ent,*,*,*,*,*,*,*
,951,0.675636,0,-0.000040
,722,2.332599,4,-0.000028
,821,2.257516,4,0.000054
,208,0.265569,6,0.000011
,985,2.044914,7,0.000162
,755,1.542730,8,0.000002
,1016,0.978732,8,0.000043
,719,0.278125,11,0.000071
,788,1.580565,15,0.000054
,527,0.643661,17,0.000017
,845,2.197622,17,0.000333
,670,0.999462,18,-0.000018
,934,0.305778,21,0.000032
,490,1.903171,25,-0.000004
,644,0.450068,25,-0.000004
,815,0.388397,26,-0.000027
,565,0.545412,27,0.000039
,626,0.690261,27,0.000156
,669,0.190914,27,0.000117
,770,1.642910,27,-0.000002
,929,1.631173,27,-0.000002
,950,0.789350,27,-0.000002
,1019,0.096478,27,-0.000002
,927,0.205069,28,-0.000031
,637,0.430550,33,-0.000017
,875,0.538589,33,-0.000017
,899,0.989439,33,-0.000020
,429,0.317162,36,0.000047
,275,0.524105,38,0.000369
,639,0.021098,40,0.000083
,738,0.152673,40,0.000002
,834,0.964289,40,0.000002
,441,0.689865,44,-0.000058
