
ICA_Basis,0.005482
Q,DCT_only,DCT_area,ICA_area,ICA_Num,ICA_DC,Basis_Type,Basis_Num,,Result
70,0.686689,0.315461,0.414878,532.000000,0.053670,64.000000,6.951128,,=(C4+D4+F4),=(C4+D4+F4+$B$2*G4),31.847306,,=(B4-J4),,=(N4/$B$2),,31.645450,,0.914018
60,0.589155,0.246646,0.351586,590.000000,0.059521,64.000000,5.350847,,=(C5+D5+F5),=(C5+D5+F5+$B$2*G5),30.808489,,=(B5-J5),,=(N5/$B$2),,30.542891,,0.895589
50,0.520108,0.213826,0.296852,649.000000,0.065473,64.000000,4.115562,,=(C6+D6+F6),=(C6+D6+F6+$B$2*G6),30.168154,,=(B6-J6),,=(N6/$B$2),,29.852876,,0.883150
40,0.447425,0.179695,0.244628,663.000000,0.066885,64.000000,3.349925,,=(C7+D7+F7),=(C7+D7+F7+$B$2*G7),29.391792,,=(B7-J7),,=(N7/$B$2),,29.085376,,0.868478
30,0.372171,0.149867,0.191180,668.000000,0.067390,64.000000,2.619760,,=(C8+D8+F8),=(C8+D8+F8+$B$2*G8),28.597947,,=(B8-J8),,=(N8/$B$2),,28.262196,,0.849693
20,0.276364,0.094360,0.144131,776.000000,0.078285,64.000000,1.712629,,=(C9+D9+F9),=(C9+D9+F9+$B$2*G9),27.379569,,=(B9-J9),,=(N9/$B$2),,26.851300,,0.815020
10,0.161248,0.041469,0.068694,847.000000,0.085448,62.000000,0.756789,,=(C10+D10+F10),=(C10+D10+F10+$B$2*G10),25.130169,,=(B10-J10),,=(N10/$B$2),,24.315009,,0.743790
