
ICA_Basis,0.005379
Q,DCT_only,DCT_area,ICA_area,ICA_Num,ICA_DC,Basis_Type,Basis_Num,,No_Options,With_Options
60,0.811669,0.811669,0.000000,0.000000,0.000000,0.000000,-nan(ind),,=(C4+D4+F4),=(C4+D4+F4+$B$2*G4),30.315314,,=(B4-J4),,=(N4/$B$2),,30.315314,,0.909780,,0.909738
50,0.729409,0.729409,0.000000,0.000000,0.000000,0.000000,-nan(ind),,=(C5+D5+F5),=(C5+D5+F5+$B$2*G5),29.289903,,=(B5-J5),,=(N5/$B$2),,29.289903,,0.890474,,0.890539
40,0.635691,0.635691,0.000000,0.000000,0.000000,0.000000,-nan(ind),,=(C6+D6+F6),=(C6+D6+F6+$B$2*G6),28.243827,,=(B6-J6),,=(N6/$B$2),,28.243827,,0.865904,,0.865873
30,0.519739,0.519739,0.000000,0.000000,0.000000,0.000000,-nan(ind),,=(C7+D7+F7),=(C7+D7+F7+$B$2*G7),26.912395,,=(B7-J7),,=(N7/$B$2),,26.912395,,0.828565,,0.828382
20,0.379339,0.376665,0.000682,6.000000,0.000655,1.000000,1.000000,,=(C8+D8+F8),=(C8+D8+F8+$B$2*G8),25.157966,,=(B8-J8),,=(N8/$B$2),,25.107628,,0.757713,,0.754859
10,0.221126,0.208323,0.003908,40.000000,0.004365,2.000000,1.350000,,=(C9+D9+F9),=(C9+D9+F9+$B$2*G9),22.583661,,=(B9-J9),,=(N9/$B$2),,22.432924,,0.602732,,0.593672
