



,,[1],[2],[3],[4]
,[357],4,28,42,2
,[358],59,42,24,60
,[359],14,46,53,2
,[389],46,21,56,26
,[390],35,32,40,44
,[391],61,6,9,29
,[421],62,42,25,8
,[422],39,5,43,61
,[428],39,29,34,40
,[437],27,43,32,40
,[438],40,6,4,62
,[439],1,34,44,8
,[440],50,62,36,25
,[453],48,7,2,9
,[456],53,35,1,25
,[457],30,17,62,13
,[463],45,61,37,16
,[464],44,4,10,48
,[465],24,11,57,13
,[466],20,53,11,22
,[467],13,48,0,62
,[468],2,55,49,18
,[475],27,39,59,46
,[476],55,4,7,35
,[483],59,19,48,40
,[485],28,34,31,4
,[512],28,3,51,17
,[515],43,14,31,21
,[544],62,23,5,7
,[545],25,54,51,28
,[549],2,56,8,29
,[550],17,52,25,49
,[551],37,50,21,59
,[554],27,8,38,13
,[565],31,29,8,13
,[576],31,8,39,22
,[579],30,25,16,62
,[582],17,23,32,43
,[592],48,32,29,54
,[593],54,59,63,36
,[608],1,63,44,14
,[609],32,42,43,41
,[615],6,38,31,34
,[617],25,31,6,52
,[618],50,10,26,6
,[619],22,63,40,61
,[623],6,63,57,25
,[626],19,23,7,37
,[627],34,14,37,39
,[629],3,46,57,50
,[640],51,5,32,24
,[641],27,40,3,54
,[646],53,38,31,63
,[647],20,53,11,56
,[649],25,28,20,34
,[650],4,48,16,29
,[658],15,6,59,18
,[662],44,25,61,36
,[678],48,11,16,51
,[680],60,51,48,1
,[681],26,6,53,42
,[683],38,31,8,20
,[693],34,25,39,22
,[694],23,60,37,26
,[695],58,11,28,38
,[716],41,54,12,62
,[725],33,22,14,13
,[748],63,62,11,28
,[756],6,16,51,8
,[758],25,17,4,50
,[787],14,2,44,0
,[792],42,43,2,0
,[818],26,61,51,2
,[822],28,16,55,54
,[910],27,50,38,28


,,[357],[358],[359],[389],[390],[391],[421],[422],[428],[437],[438],[439],[440],[453],[456],[457],[463],[464],[465],[466],[467],[468],[475],[476],[483],[485],[512],[515],[544],[545],[549],[550],[551],[554],[565],[576],[579],[582],[592],[593],[608],[609],[615],[617],[618],[619],[623],[626],[627],[629],[640],[641],[646],[647],[649],[650],[658],[662],[678],[680],[681],[683],[693],[694],[695],[716],[725],[748],[756],[758],[787],[792],[818],[822],[910]
