



,,,[80],,,[70],,,[60],,,[50],,,[40],,,[30]

,[0],,0,0,,0,0,,0,0,,0,0,,0,0,,4,8

,[1],,0,0,,0,0,,0,0,,0,0,,0,0,,1,6

,[2],,0,0,,0,0,,0,0,,0,0,,0,0,,1,5

,[3],,0,0,,0,0,,0,0,,0,0,,0,0,,2,5

,[4],,0,0,,0,0,,0,0,,0,0,,0,0,,2,5

,[5],,0,0,,0,0,,0,0,,0,0,,0,0,,2,5

,[6],,0,0,,0,0,,0,0,,0,0,,0,0,,2,5

,[7],,0,0,,0,0,,0,0,,0,0,,0,0,,2,5

,[8],,0,0,,0,0,,0,0,,0,0,,0,0,,3,5

,[9],,0,0,,0,0,,0,0,,0,0,,0,0,,3,5

,[10],,0,0,,0,0,,0,0,,0,0,,0,0,,3,5

,[11],,0,0,,0,0,,0,0,,0,0,,0,0,,3,5

,[12],,0,0,,0,0,,0,0,,0,0,,0,0,,3,5

,[13],,0,0,,0,0,,0,0,,0,0,,0,0,,3,5

,[14],,0,0,,0,0,,0,0,,0,0,,0,0,,3,5

,[15],,0,0,,0,0,,0,0,,0,0,,0,0,,3,4

,[16],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[17],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[18],,0,0,,0,0,,0,0,,0,0,,0,0,,2,2

,[19],,0,0,,0,0,,0,0,,0,0,,0,0,,2,2

,[20],,0,0,,0,0,,0,0,,0,0,,0,0,,2,2

,[21],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[22],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[23],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[24],,0,0,,0,0,,0,0,,0,0,,0,0,,4,4

,[25],,0,0,,0,0,,0,0,,0,0,,0,0,,2,2

,[26],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[27],,0,0,,0,0,,0,0,,0,0,,0,0,,3,3

,[28],,0,0,,0,0,,0,0,,0,0,,0,0,,5,5

,[29],,0,0,,0,0,,0,0,,0,0,,0,0,,7,9

,[30],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[31],,0,0,,0,0,,0,0,,0,0,,0,0,,7,8

,[32],,0,0,,0,0,,0,0,,0,0,,0,0,,3,6

,[33],,0,0,,0,0,,0,0,,0,0,,0,0,,1,1

,[34],,0,0,,0,0,,0,0,,0,0,,0,0,,2,2

,[35],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[36],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[37],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[38],,0,0,,0,0,,0,0,,0,0,,0,0,,1,1

,[39],,0,0,,0,0,,0,0,,0,0,,0,0,,0,0

,[40],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[41],,0,0,,0,0,,0,0,,0,0,,0,0,,0,0

,[42],,0,0,,0,0,,0,0,,0,0,,0,0,,0,0

,[43],,0,0,,0,0,,0,0,,0,0,,0,0,,0,0

,[44],,0,0,,0,0,,0,0,,0,0,,0,0,,0,0

,[45],,0,0,,0,0,,0,0,,0,0,,0,0,,0,0

,[46],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[47],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[48],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[49],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[50],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[51],,0,0,,0,0,,0,0,,0,0,,0,0,,1,1

,[52],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[53],,0,0,,0,0,,0,0,,0,0,,0,0,,1,1

,[54],,0,0,,0,0,,0,0,,0,0,,0,0,,0,1

,[55],,0,0,,0,0,,0,0,,0,0,,0,0,,1,1

,[56],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[57],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[58],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[59],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[60],,0,0,,0,0,,0,0,,0,0,,0,0,,6,6

,[61],,0,0,,0,0,,0,0,,0,0,,0,0,,1,1

,[62],,0,0,,0,0,,0,0,,0,0,,0,0,,1,1

,[63],,0,0,,0,0,,0,0,,0,0,,0,0,,0,0

,[64],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[65],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[66],,0,0,,0,0,,0,0,,0,0,,0,0,,4,5

,[67],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

,[68],,0,0,,0,0,,0,0,,0,0,,0,0,,99,99

