



,,[1],[2],[3],[4],[5],,[6],[7],[8],[9],[10]
,[356],56,25,42,23,54,,58,49,32,2,52
,[357],4,28,42,2,14,,19,23,26,44,22
,[359],14,46,53,2,30,,28,11,59,6,20
,[384],62,25,8,24,60,,47,26,27,16,39
,[389],46,21,56,26,13,,20,36,4,17,34
,[390],35,32,40,44,15,,1,25,27,29,17
,[391],61,6,9,29,17,,20,57,22,23,46
,[407],27,39,14,61,57,,29,0,9,56,15
,[421],62,42,25,8,4,,20,2,0,17,47
,[422],39,5,43,61,41,,22,31,42,26,8
,[438],40,6,4,62,28,,63,16,17,37,0
,[440],50,62,36,25,4,,5,18,60,38,9
,[450],8,3,19,40,28,,38,4,62,37,5
,[456],53,35,1,25,59,,30,44,49,45,33
,[457],30,17,62,13,56,,23,15,1,0,53
,[463],45,61,37,16,30,,56,1,9,4,11
,[464],44,4,10,48,33,,9,29,40,60,42
,[465],24,11,57,13,58,,63,22,26,12,30
,[466],20,53,11,22,12,,3,4,57,25,1
,[467],13,48,0,62,32,,44,2,15,36,49
,[468],2,55,49,18,50,,34,44,0,35,39
,[483],59,19,48,40,56,,1,3,11,55,42
,[506],39,46,24,62,59,,4,55,31,44,18
,[549],2,56,8,29,3,,24,20,6,58,46
,[550],17,52,25,49,10,,54,30,6,23,24
,[554],27,8,38,13,23,,40,16,9,33,42
,[576],31,8,39,22,0,,42,51,11,16,1
,[577],23,6,34,51,30,,48,24,9,18,28
,[579],30,25,16,62,8,,39,3,26,32,12
,[593],54,59,63,36,0,,13,55,52,9,44
,[608],1,63,44,14,39,,4,11,20,15,30
,[609],32,42,43,41,54,,37,1,19,17,4
,[617],25,31,6,52,46,,35,12,41,27,24
,[618],50,10,26,6,40,,42,58,5,17,41
,[623],6,63,57,25,5,,59,54,34,58,29
,[624],3,44,36,17,37,,11,8,42,50,63
,[625],31,30,12,17,33,,10,39,47,23,63
,[626],19,23,7,37,30,,56,36,6,5,39
,[627],34,14,37,39,23,,20,50,18,35,53
,[629],3,46,57,50,26,,13,16,23,39,20
,[640],51,5,32,24,39,,18,7,54,42,50
,[641],27,40,3,54,60,,35,44,36,4,62
,[645],58,23,36,62,49,,32,42,37,40,5
,[646],53,38,31,63,34,,25,46,60,7,39
,[650],4,48,16,29,8,,31,10,46,45,13
,[651],26,8,35,32,40,,22,53,18,7,39
,[653],5,50,11,39,56,,34,58,8,63,15
,[662],44,25,61,36,62,,20,58,39,30,5
,[680],60,51,48,1,58,,3,49,2,55,8
,[681],26,6,53,42,48,,44,51,7,23,55
,[683],38,31,8,20,37,,56,57,60,55,36
,[686],59,57,44,53,6,,10,18,28,15,43
,[688],35,19,16,3,49,,2,1,26,0,39
,[690],34,62,50,32,48,,10,5,30,47,40
,[694],23,60,37,26,6,,3,5,45,21,4
,[695],58,11,28,38,36,,57,29,44,48,16
,[719],15,32,33,47,5,,14,4,42,28,39
,[741],8,39,61,0,7,,27,52,25,10,11
,[756],6,16,51,8,3,,50,10,47,62,52
,[757],6,21,41,20,2,,37,49,14,24,61
,[758],25,17,4,50,49,,44,46,42,3,34
,[785],51,45,26,57,13,,63,5,53,3,10
,[790],55,34,51,33,5,,35,26,62,7,28
,[791],31,10,49,25,59,,5,57,9,55,13
,[792],42,43,2,0,28,,12,17,52,51,44
,[810],46,0,1,49,56,,45,5,26,63,47
,[818],26,61,51,2,22,,27,0,28,10,54
,[820],46,31,23,4,22,,5,63,48,52,61
,[822],28,16,55,54,44,,30,3,5,29,50
,[825],11,23,52,43,1,,57,40,54,32,26
,[857],60,8,10,50,3,,42,4,38,37,22
,[879],17,51,4,44,43,,24,3,20,18,47
,[886],19,62,44,28,30,,59,13,22,50,18
,[910],27,50,38,28,21,,42,33,47,2,52
,[925],51,7,61,19,46,,16,49,50,39,6


,,[356],[357],[359],[384],[389],[390],[391],[407],[421],[422],[438],[440],[450],[456],[457],[463],[464],[465],[466],[467],[468],[483],[506],[549],[550],[554],[576],[577],[579],[593],[608],[609],[617],[618],[623],[624],[625],[626],[627],[629],[640],[641],[645],[646],[650],[651],[653],[662],[680],[681],[683],[686],[688],[690],[694],[695],[719],[741],[756],[757],[758],[785],[790],[791],[792],[810],[818],[820],[822],[825],[857],[879],[886],[910],[925]
,[356],1.000,0.300,0.100,0.100,0.100,0.200,0.100,0.100,0.300,0.100,0.000,0.100,0.000,0.200,0.200,0.100,0.100,0.100,0.100,0.300,0.200,0.200,0.000,0.300,0.500,0.200,0.100,0.100,0.200,0.200,0.000,0.300,0.200,0.200,0.300,0.100,0.100,0.200,0.100,0.100,0.300,0.100,0.500,0.100,0.000,0.100,0.200,0.200,0.300,0.200,0.100,0.000,0.200,0.100,0.100,0.100,0.200,0.200,0.100,0.200,0.300,0.000,0.000,0.200,0.300,0.200,0.200,0.200,0.100,0.400,0.100,0.000,0.000,0.300,0.100,,[0.172],10/75
,[357],0.300,1.000,0.300,0.100,0.200,0.100,0.200,0.100,0.300,0.300,0.200,0.100,0.300,0.100,0.100,0.100,0.300,0.200,0.200,0.200,0.200,0.200,0.200,0.100,0.100,0.200,0.200,0.200,0.100,0.100,0.300,0.300,0.000,0.200,0.000,0.200,0.100,0.200,0.200,0.200,0.100,0.200,0.200,0.000,0.100,0.200,0.000,0.100,0.100,0.400,0.000,0.200,0.300,0.000,0.300,0.200,0.400,0.000,0.000,0.200,0.300,0.100,0.200,0.000,0.400,0.100,0.400,0.300,0.200,0.200,0.300,0.200,0.400,0.300,0.100,,[0.193],9/75
,[359],0.100,0.300,1.000,0.000,0.200,0.000,0.300,0.100,0.200,0.000,0.200,0.000,0.100,0.300,0.200,0.200,0.000,0.200,0.300,0.100,0.100,0.200,0.200,0.400,0.200,0.000,0.100,0.300,0.100,0.100,0.400,0.000,0.200,0.100,0.200,0.100,0.100,0.200,0.300,0.200,0.000,0.000,0.000,0.200,0.100,0.100,0.100,0.200,0.100,0.200,0.100,0.400,0.100,0.100,0.100,0.200,0.200,0.100,0.100,0.400,0.100,0.100,0.100,0.100,0.200,0.100,0.200,0.100,0.200,0.100,0.000,0.100,0.300,0.200,0.200,,[0.163],11/75
,[384],0.100,0.100,0.000,1.000,0.100,0.200,0.000,0.200,0.400,0.300,0.200,0.300,0.200,0.100,0.100,0.100,0.100,0.200,0.100,0.100,0.100,0.000,0.300,0.200,0.200,0.300,0.300,0.100,0.600,0.000,0.100,0.000,0.300,0.100,0.100,0.100,0.200,0.100,0.100,0.300,0.200,0.300,0.100,0.300,0.200,0.300,0.200,0.300,0.200,0.100,0.200,0.000,0.300,0.200,0.200,0.100,0.200,0.400,0.400,0.100,0.100,0.100,0.200,0.100,0.000,0.200,0.200,0.000,0.100,0.100,0.200,0.200,0.100,0.200,0.200,,[0.183],8/75
,[389],0.100,0.200,0.200,0.100,1.000,0.100,0.300,0.100,0.300,0.100,0.200,0.200,0.100,0.000,0.300,0.200,0.100,0.200,0.200,0.200,0.100,0.100,0.200,0.300,0.100,0.100,0.000,0.100,0.100,0.200,0.200,0.200,0.100,0.200,0.100,0.200,0.100,0.200,0.200,0.400,0.000,0.200,0.100,0.200,0.300,0.100,0.200,0.200,0.000,0.100,0.300,0.000,0.100,0.100,0.300,0.100,0.100,0.000,0.000,0.200,0.400,0.200,0.200,0.100,0.100,0.300,0.100,0.200,0.000,0.100,0.100,0.300,0.100,0.100,0.100,,[0.165],8/75
,[390],0.200,0.100,0.000,0.200,0.100,1.000,0.200,0.300,0.200,0.000,0.200,0.100,0.100,0.400,0.300,0.100,0.300,0.000,0.200,0.300,0.200,0.200,0.100,0.100,0.200,0.200,0.100,0.000,0.200,0.100,0.300,0.300,0.300,0.200,0.200,0.200,0.100,0.000,0.100,0.000,0.100,0.400,0.200,0.100,0.100,0.300,0.100,0.200,0.100,0.100,0.000,0.200,0.200,0.200,0.000,0.200,0.200,0.200,0.000,0.000,0.300,0.000,0.100,0.100,0.200,0.100,0.100,0.000,0.200,0.300,0.000,0.200,0.100,0.100,0.000,,[0.161],14/75
,[391],0.100,0.200,0.300,0.000,0.300,0.200,1.000,0.400,0.200,0.200,0.200,0.100,0.000,0.000,0.200,0.200,0.200,0.200,0.300,0.000,0.000,0.000,0.100,0.400,0.300,0.200,0.100,0.300,0.000,0.100,0.100,0.100,0.200,0.200,0.300,0.100,0.200,0.200,0.200,0.400,0.000,0.000,0.100,0.100,0.200,0.100,0.000,0.200,0.000,0.200,0.200,0.200,0.000,0.000,0.200,0.200,0.000,0.100,0.100,0.300,0.200,0.100,0.000,0.200,0.100,0.100,0.200,0.400,0.100,0.200,0.100,0.200,0.100,0.000,0.300,,[0.164],16/75
