



,,[1],[2],[3],[4]
,[0],36,3,7,0
,[2],36,30,6,50
,[3],3,44,5,48
,[4],29,27,33,47
,[5],40,23,43,30
,[6],42,45,30,54
,[7],57,3,43,8
,[8],0,12,50,25
,[10],45,44,31,12
,[11],9,24,43,59
,[14],61,27,34,30
,[15],32,27,6,62
,[16],28,23,9,44
,[17],6,0,5,41
,[19],19,33,31,60
,[22],61,20,47,33
,[24],11,41,51,61
,[25],21,51,3,55
,[26],37,19,50,35
,[28],14,42,31,43
,[30],53,23,46,43
,[31],28,55,34,58
,[32],42,29,14,16
,[33],46,12,17,7
,[36],54,57,33,60
,[38],25,14,39,22
,[58],53,39,24,18
,[64],32,9,55,31
,[65],12,13,33,45
,[69],4,44,61,52
,[94],46,1,60,42
,[96],36,3,12,4
,[118],46,13,44,37
,[122],2,12,32,49
,[126],52,46,33,43
,[127],12,35,5,13
,[128],38,3,1,10
,[129],42,36,8,56
,[134],40,9,21,62
,[146],25,8,23,29
,[150],5,63,42,26
,[153],8,10,44,52
,[160],58,53,18,40
,[166],31,24,3,55
,[170],27,20,4,44
,[172],44,46,15,7
,[179],58,41,48,11
,[184],60,62,48,57
,[192],8,2,33,53
,[199],40,52,28,18
,[224],32,43,48,34
,[225],26,48,28,22
,[230],14,59,17,30
,[613],22,21,55,40
,[728],16,38,48,1
,[776],52,29,14,56
,[790],55,50,29,8
,[808],15,10,42,5
,[809],29,53,46,19
,[820],15,50,4,47
,[821],32,50,39,59
,[822],59,2,53,21
,[823],2,17,34,59
,[824],34,48,15,45
,[842],47,18,35,14
,[852],31,56,4,28
,[853],39,59,37,20
,[872],43,46,26,48
,[883],14,46,4,22
,[886],53,12,35,50
,[887],31,56,43,11
,[917],28,36,58,59
,[918],6,59,15,24
,[948],49,43,63,46
,[949],45,56,7,50


