
ICA_Basis,0.005482
Q,DCT_only,DCT_area,ICA_area,ICA_Num,ICA_DC,Basis_Type,Basis_Num,,Result
70,0.737745,0.000000,1.092246,1024.000000,0.103304,64.000000,9.520508,,=(C4+D4+F4),=(C4+D4+F4+$B$2*G4),31.966668,,=(B4-J4),,=(N4/$B$2)
60,0.642954,0.000000,0.869746,1024.000000,0.103304,64.000000,7.598633,,=(C5+D5+F5),=(C5+D5+F5+$B$2*G5),30.924288,,=(B5-J5),,=(N5/$B$2)
50,0.581599,0.000000,0.747635,1024.000000,0.103304,64.000000,6.540039,,=(C6+D6+F6),=(C6+D6+F6+$B$2*G6),30.276955,,=(B6-J6),,=(N6/$B$2)
40,0.512005,0.000000,0.617157,1024.000000,0.103304,64.000000,5.430664,,=(C7+D7+F7),=(C7+D7+F7+$B$2*G7),29.517614,,=(B7-J7),,=(N7/$B$2)
30,0.436783,0.000000,0.500153,1024.000000,0.103304,64.000000,4.438477,,=(C8+D8+F8),=(C8+D8+F8+$B$2*G8),28.733315,,=(B8-J8),,=(N8/$B$2)
20,0.335247,0.000000,0.348202,1024.000000,0.103304,64.000000,3.112305,,=(C9+D9+F9),=(C9+D9+F9+$B$2*G9),27.512735,,=(B9-J9),,=(N9/$B$2)
10,0.219910,0.000000,0.166717,1024.000000,0.103304,64.000000,1.500000,,=(C10+D10+F10),=(C10+D10+F10+$B$2*G10),25.280230,,=(B10-J10),,=(N10/$B$2)
