
ICA_Basis,0.005482
Q,DCT_only,DCT_area,ICA_area,ICA_Num,ICA_DC,Basis_Type,Basis_Num,,Result
70,0.686689,0.280722,0.433377,463.000000,0.046709,64.000000,8.308855,,=(C4+D4+F4),=(C4+D4+F4+$B$2*G4),30.815695,,=(B4-J4),,=(N4/$B$2),,31.645450,,0.912012
60,0.589155,0.219019,0.370156,474.000000,0.047819,64.000000,6.964135,,=(C5+D5+F5),=(C5+D5+F5+$B$2*G5),29.738600,,=(B5-J5),,=(N5/$B$2),,30.542891,,0.891715
50,0.520108,0.192015,0.315796,460.000000,0.046406,64.000000,6.165217,,=(C6+D6+F6),=(C6+D6+F6+$B$2*G6),29.028746,,=(B6-J6),,=(N6/$B$2),,29.852876,,0.879062
40,0.447425,0.165233,0.265964,433.000000,0.043682,64.000000,5.545035,,=(C7+D7+F7),=(C7+D7+F7+$B$2*G7),28.374146,,=(B7-J7),,=(N7/$B$2),,29.085376,,0.864623
30,0.372171,0.148567,0.207532,386.000000,0.038941,64.000000,4.883420,,=(C8+D8+F8),=(C8+D8+F8+$B$2*G8),27.539086,,=(B8-J8),,=(N8/$B$2),,28.262196,,0.844668
20,0.276364,0.112399,0.152803,368.000000,0.037125,64.000000,3.807065,,=(C9+D9+F9),=(C9+D9+F9+$B$2*G9),26.323578,,=(B9-J9),,=(N9/$B$2),,26.851300,,0.808700
10,0.161248,0.085433,0.067549,286.000000,0.028853,64.000000,2.171329,,=(C10+D10+F10),=(C10+D10+F10+$B$2*G10),24.154766,,=(B10-J10),,=(N10/$B$2),,24.315009,,0.731129
