



,,[1],[2],[3],[4]
,[81],4,3,8,28
,[82],51,18,13,62
,[114],17,45,13,57
,[180],33,54,37,2
,[181],37,30,17,56
,[212],33,41,27,24
,[213],41,55,34,33
,[244],15,55,53,41
,[245],27,7,56,39
,[278],55,7,14,40
,[279],25,27,41,21
,[309],55,50,14,46
,[310],43,7,39,12
,[311],14,50,28,41
,[312],10,28,44,29
,[340],47,54,41,43
,[342],63,7,55,2
,[343],55,43,42,22
,[374],14,56,40,1
,[375],54,28,17,36
,[391],2,42,31,48
,[404],28,25,39,22
,[407],22,12,23,45
,[423],43,24,20,16
,[436],43,20,60,55
,[455],43,14,29,47
,[486],46,22,57,51
,[517],24,3,55,12
,[550],7,0,62,43
,[615],34,19,63,46
,[646],39,18,1,43
,[664],19,56,18,22
,[673],12,6,41,46
,[674],36,33,12,54
,[678],41,25,16,47
,[679],40,39,22,6
,[680],30,34,26,24
,[697],17,52,6,11
,[706],25,27,30,60
,[707],41,28,3,11
,[710],60,20,32,62
,[738],12,2,44,42
,[739],12,7,33,22
,[740],41,2,11,37
,[742],24,10,11,45
,[743],38,12,5,40
,[744],57,27,14,39
,[750],34,39,24,45
,[771],50,57,42,2
,[772],17,62,12,7
,[773],28,39,15,2
,[776],12,7,29,63
,[777],23,18,10,39
,[781],18,4,31,49
,[803],46,2,40,51
,[804],55,7,35,28
,[805],41,55,39,32
,[806],28,29,46,18
,[808],8,15,54,42
,[809],33,6,4,36
,[810],59,16,52,11
,[836],28,42,20,2
,[837],7,32,39,15
,[840],1,23,43,5
,[841],20,62,33,24
,[843],8,33,44,37
,[869],28,41,36,2
,[873],18,40,12,16
,[880],50,6,28,52
,[903],40,18,22,58
,[908],10,63,55,34
,[930],28,36,25,58
,[931],46,41,33,18
,[934],50,6,18,7
,[964],50,3,13,40


,,[81],[82],[114],[180],[181],[212],[213],[244],[245],[278],[279],[309],[310],[311],[312],[340],[342],[343],[374],[375],[391],[404],[407],[423],[436],[455],[486],[517],[550],[615],[646],[664],[673],[674],[678],[679],[680],[697],[706],[707],[710],[738],[739],[740],[742],[743],[744],[750],[771],[772],[773],[776],[777],[781],[803],[804],[805],[806],[808],[809],[810],[836],[837],[840],[841],[843],[869],[873],[880],[903],[908],[930],[931],[934],[964]
,[81],1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.250,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.250,0.000,0.250,0.000,0.250,0.250,0.250,0.000,0.250,0.000,0.000,0.000,0.250,0.250,0.000,0.250,0.000,0.000,0.250,0.000,0.000,0.250,[81],[0.077],56/75
,[82],0.000,1.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.250,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.250,0.250,0.250,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.250,0.000,0.250,0.000,0.000,0.250,0.250,0.250,[82],[0.070],57/75
