34, 49, 16, 25, 56, 22, 25, 47, 35,  2, 44, 45, 45, 58, 41, 49, 46, 49, 57, 53, 53, 10, 53, 30, 43,  4,  9, 14, 41, 17, 40, 19, 
43, 10, 22, 22, 37,  8, 49, 30, 17, 22, 54, 31, 47,  6, 21, 17, 47, 10, 16, 24, 57, 39, 16,  5, 31, 13, 52, 16, 21, 36, 55, 32, 
22, 22, 19, 10, 31,  5, 59,  2, 39, 49, 22,  3, 17, 53, 53, 53, 17, 53, 15, 53, 53, 53, 17, 53, 53, 30, 30, 27, 27, 22, 53, 53, 
49, 22, 22, 17, 52, 37, 14, 59, 22, 17, 51, 31, 45, 20, 59, 30, 61, 22,  0, 49, 53, 25,  1, 51, 49,  7, 56, 31, 19, 24, 59, 17, 
24, 22, 32,  1, 58,  6, 11, 46, 46,  8, 21, 31, 31, 29, 12, 60, 29,  1,  8, 33, 40, 29, 33, 62,  7, 11, 26, 50, 22, 22, 62, 44, 
 5, 49, 53, 13, 10, 18, 58, 11, 20, 58, 53, 31, 31, 52, 60, 34, 43, 40, 43,  5,  6,  7, 12, 39, 14,  0,  3, 52, 32, 54, 61,  2, 
37,  8, 27, 37,  2, 18, 37, 21, 51, 37, 41, 31, 31, 17, 22, 25, 17,  9, 20, 10, 50, 50, 39, 17, 27, 47, 62, 19, 26, 14,  9, 17, 
19,  9, 17, 43, 11, 46, 12, 37, 21, 20, 22, 31, 31, 52, 37, 19, 53, 57, 36, 40, 19, 43, 31, 26, 27, 26, 16, 53, 22, 12, 12, 20, 
53, 17, 49, 36, 37,  2, 19, 58, 27, 42, 60, 49, 31, 52, 57, 59, 48, 63,  6, 49, 52,  4, 16, 26, 27, 19, 22, 22, 25, 32, 22, 53, 
 8, 49, 17, 31, 43, 32, 22, 37, 25,  1,  8, 41, 22, 45, 15,  1, 50, 60, 28,  7, 18, 18,  6, 37, 42, 14,  6, 49, 49, 47, 44, 47, 
53, 17, 22, 52, 31, 24, 13, 12, 37, 43, 56, 51, 18, 45,  7, 55, 55, 59, 42, 20, 17, 27, 47, 18, 17, 27, 19, 35, 44, 53, 30,  0, 
33, 62,  1,  6, 32,  2, 12, 47, 46, 20, 58, 16, 37, 31, 26, 36,  1, 15, 15,  1, 27, 27, 56, 46, 46, 58, 47, 25, 22, 22, 22, 44, 
53, 36,  2, 18, 52, 36, 36, 26, 37, 58, 19, 23, 14, 46, 27, 19,  3, 10, 24,  3, 26, 27, 22,  6, 37, 60, 26, 37,  6, 20, 19,  4, 
45,  3, 46, 53, 31, 30,  7, 42, 11, 45, 60, 17, 35, 29, 27, 59, 54, 39, 41,  6, 19, 41, 26, 37, 41, 43, 49, 37, 35, 25, 17, 22, 
58, 49, 31, 40, 45, 26, 50, 49, 47,  8, 49, 32, 37, 21, 27, 42, 33, 37, 27, 47, 56, 14, 54, 32, 60,  6, 20, 37, 18, 17, 30, 22, 
58,  5, 52, 44, 52, 19, 23, 36, 22, 16, 46, 49, 37, 10, 16, 20, 15, 26, 42,  3, 42,  2, 37, 52, 25, 32, 20, 37, 18, 14,  1, 22, 
28, 62, 52, 58,  6, 48, 56,  6,  0, 43, 16, 33, 37, 21, 20, 37, 17, 26, 29, 41,  5, 42, 11, 52,  8, 13, 43, 43, 18, 12, 37, 51, 
 6, 49, 32, 41,  6, 49, 27, 17, 43, 46,  8, 60, 37, 18,  1,  0, 14, 19, 37, 58, 15, 39, 60, 52, 16, 46, 36, 37, 18,  1, 59, 16, 
22, 29, 18, 16, 18, 41, 24, 21, 37,  6, 16, 46, 37, 49, 44, 27, 58, 27, 47,  1, 34, 52,  3, 25, 12, 37, 31, 37, 18, 27, 52, 57, 
18, 11, 36, 11, 55, 49, 17, 50,  8, 58, 17, 10,  6, 18, 27, 42, 28, 37, 47,  3, 10, 63, 43,  6, 57, 13, 43, 31, 29,  1, 21, 29, 
19, 20, 49, 37, 32, 31, 27, 22, 22, 18, 53, 37, 38,  6, 27, 22, 56, 18, 16, 51, 63, 11, 58, 31, 13, 46, 14, 31, 46, 51, 51, 48, 
 3, 40, 11, 43, 44, 53, 22, 49, 49, 37, 22, 49, 16,  6, 53, 22, 51, 46, 60, 16, 27, 22, 60, 33, 28, 37, 46,  6, 50, 37, 13, 27, 
42, 58, 43, 36, 53, 17,  3, 31, 37, 37, 17, 46, 25, 11, 22, 22, 32, 46, 34, 31, 16, 24, 52, 19,  0, 16, 37,  6, 42, 11,  1, 37, 
45, 52, 58, 43, 53, 56, 27, 31, 37, 32, 46, 18, 37, 31, 27, 17, 55, 46, 42, 31, 44,  8,  6,  2, 45, 52, 16,  6, 17, 22, 16, 56, 
52,  6, 49, 31, 37, 18, 34, 31,  8, 37, 21, 10, 37, 31, 37, 37, 37, 18, 22, 31, 12, 31, 46, 53, 45, 52, 55,  6, 52, 56, 11, 26, 
52, 18, 43, 31, 16, 22, 25, 31, 37,  6, 18,  5, 37,  6, 16, 22, 26, 27,  0, 45, 39, 47, 22, 27, 18,  6,  6, 11, 31, 40,  6, 19, 
55,  2, 22, 31, 49, 18, 18, 31, 37, 37,  8, 11, 46, 37, 22, 53, 53,  1, 49, 49, 49, 49, 49, 49, 49, 49, 17, 41, 22, 22,  6,  8, 
22, 22, 27, 31, 10, 21, 25, 31, 37, 37, 37, 22, 24, 16, 22, 22, 22, 22, 17, 22, 17, 22, 53, 22, 22, 22, 22,  6, 22, 61, 16, 49, 
 6, 43, 37, 37, 22, 22, 53, 49, 44, 44, 53, 22, 53, 27, 18,  7,  8, 32, 35,  6, 22, 22, 22, 17, 22, 22,  8, 53, 22, 49, 49, 32, 
10, 45, 29, 28, 22, 22, 49,  0, 22, 22, 49, 18, 50, 37, 21, 22, 12,  8, 46, 21,  0, 52, 16, 31, 45, 18, 37, 25, 22, 44, 37, 27, 
16, 22, 22, 22, 49, 37, 22, 22, 11, 42, 14, 31,  8, 37, 15, 22, 22, 37, 49, 15, 49, 49, 49, 49, 51, 59, 49, 53, 49, 22, 16, 51, 
53, 49,  6, 22, 53, 26, 22, 26, 31, 37, 25, 56, 44,  6, 49, 49, 22, 22, 22, 22, 15, 15, 15, 15, 60, 22, 49, 49, 59, 17, 11,  1, 
