



,[0],,,,317.125000,,,,276.906250,,,,213.625000,,,,163.328125



,[1],,,,26.796875,,,,20.453125,,,,17.203125,,,,14.421875



,[2],,,,91.109375,,,,62.703125,,,,54.125000,,,,45.421875



,[3],,,,130.453125,,,,92.734375,,,,71.281250,,,,57.906250



,[4],,,,129.812500,,,,71.000000,,,,55.500000,,,,44.593750



,[5],,,,169.578125,,,,90.281250,,,,58.843750,,,,46.218750



,[95],,,,167.187500,,,,116.390625,,,,86.890625,,,,70.828125



,[96],,,,271.250000,,,,171.750000,,,,125.843750,,,,106.171875



,[97],,,,225.703125,,,,161.281250,,,,125.515625,,,,99.203125



,[98],,,,65.093750,,,,51.000000,,,,41.640625,,,,36.828125



,[99],,,,313.437500,,,,245.750000,,,,206.890625,,,,176.812500



,[100],,,,419.421875,,,,270.875000,,,,208.765625,,,,163.218750



,[101],,,,164.578125,,,,121.187500,,,,96.531250,,,,76.328125



,[102],,,,21.609375,,,,17.156250,,,,14.296875,,,,12.156250



,[103],,,,23.578125,,,,18.937500,,,,16.984375,,,,13.843750



,[104],,,,150.390625,,,,120.906250,,,,94.234375,,,,83.203125



,[105],,,,303.218750,,,,197.156250,,,,142.359375,,,,108.593750



,[106],,,,239.593750,,,,148.703125,,,,120.234375,,,,95.953125



,[107],,,,400.484375,,,,280.593750,,,,238.234375,,,,198.281250



,[108],,,,4.234375,,,,3.781250,,,,3.781250,,,,3.609375



,[109],,,,5.937500,,,,5.203125,,,,3.953125,,,,3.718750



,[110],,,,7.453125,,,,5.734375,,,,5.031250,,,,4.562500



,[111],,,,9.453125,,,,6.625000,,,,6.000000,,,,5.062500



,[112],,,,11.234375,,,,9.937500,,,,8.265625,,,,7.437500



,[113],,,,5.484375,,,,4.531250,,,,3.765625,,,,3.312500



,[114],,,,7.000000,,,,5.765625,,,,4.515625,,,,4.109375



,[115],,,,7.859375,,,,6.203125,,,,5.218750,,,,4.281250



,[116],,,,5.281250,,,,4.859375,,,,3.953125,,,,3.453125



,[117],,,,5.546875,,,,3.812500,,,,3.515625,,,,3.171875



,[118],,,,4.078125,,,,3.390625,,,,2.828125,,,,2.156250



,[119],,,,4.625000,,,,3.015625,,,,2.281250,,,,1.937500



,[120],,,,4.312500,,,,3.687500,,,,3.093750,,,,2.984375



,[121],,,,3.375000,,,,2.968750,,,,2.468750,,,,2.343750



,[122],,,,3.375000,,,,3.109375,,,,2.734375,,,,2.500000



,[123],,,,4.953125,,,,4.156250,,,,3.484375,,,,3.125000



,[124],,,,7.906250,,,,6.328125,,,,4.921875,,,,4.531250



,[125],,,,13.234375,,,,10.109375,,,,8.187500,,,,5.765625



,[126],,,,7.921875,,,,5.781250,,,,4.656250,,,,3.843750



,[127],,,,19.656250,,,,14.296875,,,,12.296875,,,,8.578125



,[128],,,,222.140625,,,,108.609375,,,,95.187500,,,,66.437500



,[129],,,,94.781250,,,,67.515625,,,,53.796875,,,,42.656250



,[130],,,,80.156250,,,,50.140625,,,,35.640625,,,,26.875000



,[131],,,,60.187500,,,,50.312500,,,,42.062500,,,,36.046875



,[132],,,,56.625000,,,,41.640625,,,,32.703125,,,,25.203125



,[133],,,,3.750000,,,,3.484375,,,,2.828125,,,,2.468750



,[134],,,,3.343750,,,,2.750000,,,,2.625000,,,,2.312500



,[135],,,,3.437500,,,,3.000000,,,,2.515625,,,,2.203125



,[136],,,,10.875000,,,,7.343750,,,,5.640625,,,,4.500000



,[137],,,,57.375000,,,,47.484375,,,,40.328125,,,,32.531250



,[138],,,,132.718750,,,,88.859375,,,,74.500000,,,,62.156250



,[139],,,,87.250000,,,,70.890625,,,,59.890625,,,,50.421875



,[140],,,,5.765625,,,,5.015625,,,,4.203125,,,,3.734375



,[141],,,,10.296875,,,,9.156250,,,,7.671875,,,,6.812500



,[142],,,,25.875000,,,,21.328125,,,,17.250000,,,,15.796875



,[143],,,,54.375000,,,,45.718750,,,,39.000000,,,,35.234375



,[144],,,,266.203125,,,,220.609375,,,,175.609375,,,,142.515625



,[145],,,,71.546875,,,,53.203125,,,,46.406250,,,,40.046875



,[146],,,,18.265625,,,,13.375000,,,,11.125000,,,,9.484375



,[147],,,,24.781250,,,,18.484375,,,,13.921875,,,,12.281250



,[148],,,,30.046875,,,,20.593750,,,,15.156250,,,,11.328125



,[149],,,,9.953125,,,,8.187500,,,,6.656250,,,,6.000000



,[150],,,,4.718750,,,,3.828125,,,,3.421875,,,,2.734375



,[151],,,,6.031250,,,,5.375000,,,,4.812500,,,,4.250000



,[152],,,,6.203125,,,,5.359375,,,,3.671875,,,,3.062500



,[153],,,,6.375000,,,,4.984375,,,,3.937500,,,,3.484375



,[154],,,,4.640625,,,,4.046875,,,,2.968750,,,,2.515625



,[155],,,,5.500000,,,,4.546875,,,,3.703125,,,,3.359375



,[156],,,,5.890625,,,,4.531250,,,,4.093750,,,,3.656250



,[157],,,,6.406250,,,,5.046875,,,,4.375000,,,,3.328125



,[158],,,,8.468750,,,,5.562500,,,,4.359375,,,,3.187500



,[159],,,,5.031250,,,,4.515625,,,,3.140625,,,,3.109375



,[160],,,,112.093750,,,,92.843750,,,,78.671875,,,,70.125000



,[161],,,,4.078125,,,,3.765625,,,,3.375000,,,,2.921875



,[162],,,,3.859375,,,,3.203125,,,,2.609375,,,,2.515625



,[163],,,,3.890625,,,,3.359375,,,,3.015625,,,,2.828125



,[164],,,,4.984375,,,,4.421875,,,,3.609375,,,,2.750000



,[165],,,,7.171875,,,,4.562500,,,,3.875000,,,,3.437500



,[166],,,,5.375000,,,,3.859375,,,,3.500000,,,,2.859375



,[167],,,,12.812500,,,,10.140625,,,,8.968750,,,,7.421875



,[168],,,,7.531250,,,,5.281250,,,,4.359375,,,,3.328125



,[169],,,,5.656250,,,,5.000000,,,,4.671875,,,,4.453125



,[170],,,,9.156250,,,,7.125000,,,,5.953125,,,,5.234375



,[171],,,,10.687500,,,,8.296875,,,,7.437500,,,,6.187500



,[172],,,,14.656250,,,,10.281250,,,,8.140625,,,,6.484375



,[173],,,,12.281250,,,,9.718750,,,,7.656250,,,,5.671875



,[174],,,,10.703125,,,,8.843750,,,,8.171875,,,,8.015625



,[175],,,,23.062500,,,,18.375000,,,,14.328125,,,,12.484375



,[176],,,,20.671875,,,,16.703125,,,,13.953125,,,,11.359375



,[177],,,,8.765625,,,,8.046875,,,,7.031250,,,,6.343750



,[178],,,,15.578125,,,,13.640625,,,,11.953125,,,,10.375000



,[179],,,,23.171875,,,,19.578125,,,,15.468750,,,,13.250000



,[180],,,,19.109375,,,,15.203125,,,,12.546875,,,,10.171875



,[181],,,,16.687500,,,,13.578125,,,,10.390625,,,,9.015625



,[182],,,,9.156250,,,,7.625000,,,,5.906250,,,,5.140625



,[183],,,,8.906250,,,,6.812500,,,,6.015625,,,,5.343750



,[184],,,,10.000000,,,,6.281250,,,,4.671875,,,,4.156250



,[185],,,,11.750000,,,,6.562500,,,,5.250000,,,,3.625000



,[186],,,,12.609375,,,,9.703125,,,,6.750000,,,,6.031250



,[187],,,,8.218750,,,,6.531250,,,,4.640625,,,,4.171875



,[188],,,,6.171875,,,,4.562500,,,,3.296875,,,,3.000000



,[189],,,,6.296875,,,,4.968750,,,,4.390625,,,,2.890625



,[190],,,,2.984375,,,,1.796875,,,,1.734375,,,,1.312500



,[191],,,,2.062500,,,,1.968750,,,,1.468750,,,,1.406250



,[192],,,,171.718750,,,,133.687500,,,,108.625000,,,,89.375000



,[193],,,,6.031250,,,,4.640625,,,,3.562500,,,,2.921875



,[194],,,,4.546875,,,,4.312500,,,,3.921875,,,,3.671875



,[195],,,,6.687500,,,,5.375000,,,,4.265625,,,,3.765625



,[196],,,,5.734375,,,,4.468750,,,,3.281250,,,,2.890625



,[197],,,,5.593750,,,,4.718750,,,,3.562500,,,,3.312500



,[198],,,,7.359375,,,,5.718750,,,,4.296875,,,,3.984375



,[199],,,,7.937500,,,,6.875000,,,,5.921875,,,,5.359375



,[200],,,,7.265625,,,,5.984375,,,,5.703125,,,,5.171875



,[201],,,,8.203125,,,,7.406250,,,,5.968750,,,,5.656250



,[202],,,,7.515625,,,,6.968750,,,,5.656250,,,,4.578125



,[203],,,,13.968750,,,,11.765625,,,,9.031250,,,,7.015625



,[204],,,,19.000000,,,,15.031250,,,,13.093750,,,,10.890625



,[205],,,,22.281250,,,,11.468750,,,,9.609375,,,,8.562500



,[206],,,,20.281250,,,,15.703125,,,,12.609375,,,,10.437500



,[207],,,,16.859375,,,,13.312500,,,,10.531250,,,,9.078125



,[208],,,,12.906250,,,,10.734375,,,,8.671875,,,,7.671875



,[209],,,,28.234375,,,,19.859375,,,,16.953125,,,,14.625000



,[210],,,,15.796875,,,,12.843750,,,,10.234375,,,,8.437500



,[211],,,,17.484375,,,,13.718750,,,,11.093750,,,,8.515625



,[212],,,,21.468750,,,,15.375000,,,,13.515625,,,,10.312500



,[213],,,,9.437500,,,,8.031250,,,,7.187500,,,,6.203125



,[214],,,,4.781250,,,,4.546875,,,,3.921875,,,,3.578125



,[215],,,,6.250000,,,,4.656250,,,,4.343750,,,,3.578125



,[216],,,,4.515625,,,,4.046875,,,,3.750000,,,,3.218750



,[217],,,,6.796875,,,,5.859375,,,,5.234375,,,,4.500000



,[218],,,,3.593750,,,,3.328125,,,,3.156250,,,,3.046875



,[219],,,,4.203125,,,,3.250000,,,,2.875000,,,,2.656250



,[220],,,,5.640625,,,,4.843750,,,,4.593750,,,,4.078125



,[221],,,,7.531250,,,,5.687500,,,,4.734375,,,,3.937500



,[222],,,,6.796875,,,,5.062500,,,,4.437500,,,,3.671875



,[223],,,,3.562500,,,,2.859375,,,,2.453125,,,,2.109375



,[224],,,,127.375000,,,,99.921875,,,,83.500000,,,,70.125000



,[225],,,,9.265625,,,,6.812500,,,,5.453125,,,,4.359375



,[226],,,,14.000000,,,,10.937500,,,,7.437500,,,,5.765625



,[227],,,,10.921875,,,,7.593750,,,,5.421875,,,,4.921875



,[228],,,,10.250000,,,,8.578125,,,,6.718750,,,,5.656250



,[229],,,,5.062500,,,,4.484375,,,,3.875000,,,,3.453125



,[230],,,,11.500000,,,,9.593750,,,,7.953125,,,,7.218750



,[231],,,,8.453125,,,,7.109375,,,,5.781250,,,,5.140625



,[232],,,,5.171875,,,,4.109375,,,,3.781250,,,,3.390625



,[233],,,,11.609375,,,,9.625000,,,,8.078125,,,,6.328125



,[234],,,,7.109375,,,,6.406250,,,,5.468750,,,,4.953125



,[235],,,,7.265625,,,,5.625000,,,,4.812500,,,,4.593750



,[236],,,,11.375000,,,,9.906250,,,,8.687500,,,,7.687500



,[237],,,,13.234375,,,,11.859375,,,,10.500000,,,,9.390625



,[238],,,,17.125000,,,,12.390625,,,,8.828125,,,,7.156250



,[239],,,,11.703125,,,,9.250000,,,,7.265625,,,,6.109375



,[240],,,,11.265625,,,,8.218750,,,,7.234375,,,,6.109375



,[241],,,,8.921875,,,,6.937500,,,,5.546875,,,,4.906250



,[242],,,,15.390625,,,,10.093750,,,,7.828125,,,,6.656250



,[243],,,,7.125000,,,,5.812500,,,,4.656250,,,,4.515625



,[244],,,,11.531250,,,,7.890625,,,,6.218750,,,,5.328125



,[245],,,,8.859375,,,,7.640625,,,,6.312500,,,,5.500000



,[246],,,,10.484375,,,,7.718750,,,,5.828125,,,,4.828125



,[247],,,,8.734375,,,,7.406250,,,,5.703125,,,,4.843750



,[248],,,,14.093750,,,,8.968750,,,,7.359375,,,,5.500000



,[249],,,,7.765625,,,,5.390625,,,,4.515625,,,,3.937500



,[250],,,,8.156250,,,,6.031250,,,,4.718750,,,,4.171875



,[251],,,,5.968750,,,,4.609375,,,,4.187500,,,,3.468750



,[252],,,,9.468750,,,,6.531250,,,,5.203125,,,,4.000000



,[253],,,,2.218750,,,,1.843750,,,,1.593750,,,,1.484375



,[254],,,,1.718750,,,,1.562500,,,,1.421875,,,,1.328125



,[255],,,,2.000000,,,,1.500000,,,,1.281250,,,,1.234375



,[256],,,,111.156250,,,,88.421875,,,,78.515625,,,,70.031250



,[257],,,,1195.015625,,,,948.031250,,,,754.828125,,,,654.500000



,[258],,,,946.859375,,,,485.453125,,,,324.109375,,,,250.250000



,[259],,,,852.140625,,,,670.796875,,,,523.109375,,,,432.296875



,[260],,,,457.875000,,,,350.109375,,,,222.875000,,,,175.015625



,[261],,,,100.968750,,,,80.562500,,,,74.546875,,,,69.687500



,[262],,,,7.875000,,,,7.265625,,,,6.203125,,,,5.515625



,[263],,,,11.750000,,,,10.046875,,,,8.578125,,,,7.546875



,[264],,,,12.125000,,,,9.703125,,,,7.625000,,,,6.062500



,[265],,,,5.531250,,,,4.953125,,,,4.578125,,,,3.875000



,[266],,,,9.609375,,,,7.375000,,,,5.781250,,,,5.312500



,[267],,,,14.218750,,,,11.015625,,,,9.562500,,,,7.281250



,[268],,,,12.656250,,,,11.093750,,,,9.281250,,,,8.078125



,[269],,,,7.328125,,,,6.140625,,,,4.328125,,,,3.531250



,[270],,,,8.500000,,,,7.343750,,,,5.796875,,,,5.234375



,[271],,,,5.875000,,,,5.437500,,,,4.765625,,,,4.156250



,[272],,,,5.468750,,,,4.328125,,,,3.531250,,,,3.046875



,[273],,,,7.640625,,,,5.890625,,,,4.078125,,,,3.421875



,[274],,,,6.078125,,,,5.265625,,,,4.812500,,,,4.421875



,[275],,,,4.000000,,,,3.609375,,,,3.109375,,,,2.750000



,[276],,,,4.250000,,,,3.484375,,,,2.859375,,,,2.234375



,[277],,,,6.984375,,,,4.656250,,,,4.281250,,,,3.312500



,[278],,,,4.078125,,,,2.859375,,,,2.843750,,,,2.390625



,[279],,,,3.343750,,,,2.500000,,,,1.812500,,,,1.781250



,[280],,,,12.984375,,,,9.140625,,,,7.765625,,,,5.828125



,[281],,,,6.656250,,,,5.234375,,,,4.062500,,,,3.156250



,[282],,,,5.203125,,,,3.562500,,,,3.156250,,,,2.859375



,[283],,,,2.921875,,,,2.093750,,,,2.000000,,,,1.828125



,[284],,,,2.562500,,,,2.125000,,,,1.968750,,,,1.750000



,[285],,,,1.406250,,,,1.281250,,,,1.156250,,,,1.078125



,[286],,,,1.890625,,,,1.265625,,,,1.203125,,,,1.109375



,[287],,,,1.468750,,,,1.265625,,,,1.140625,,,,1.015625



,[288],,,,122.937500,,,,95.468750,,,,81.125000,,,,66.859375



,[289],,,,8.031250,,,,6.718750,,,,6.046875,,,,5.578125



,[290],,,,960.968750,,,,703.125000,,,,492.250000,,,,403.140625



,[291],,,,13.062500,,,,9.812500,,,,7.750000,,,,5.765625



,[292],,,,9.515625,,,,7.062500,,,,6.250000,,,,5.765625



,[293],,,,324.078125,,,,227.703125,,,,182.546875,,,,158.625000



,[294],,,,85.250000,,,,74.625000,,,,68.234375,,,,65.484375



,[295],,,,12.265625,,,,9.843750,,,,7.734375,,,,6.203125



,[296],,,,7.593750,,,,5.953125,,,,5.093750,,,,4.500000



,[297],,,,6.062500,,,,4.625000,,,,4.500000,,,,4.140625



,[298],,,,8.796875,,,,6.828125,,,,6.234375,,,,5.468750



,[299],,,,10.453125,,,,8.734375,,,,7.078125,,,,6.406250



,[300],,,,18.718750,,,,14.625000,,,,11.234375,,,,10.312500



,[301],,,,11.640625,,,,6.609375,,,,5.328125,,,,4.718750



,[302],,,,10.765625,,,,8.656250,,,,7.562500,,,,6.609375



,[303],,,,5.531250,,,,4.593750,,,,4.312500,,,,3.921875



,[304],,,,5.328125,,,,4.812500,,,,4.078125,,,,3.703125



,[305],,,,6.718750,,,,5.359375,,,,4.453125,,,,3.625000



,[306],,,,6.078125,,,,4.656250,,,,3.921875,,,,3.531250



,[307],,,,10.562500,,,,7.921875,,,,6.671875,,,,5.468750



,[308],,,,7.453125,,,,5.093750,,,,4.453125,,,,4.234375



,[309],,,,10.781250,,,,8.109375,,,,5.843750,,,,4.375000



,[310],,,,21.984375,,,,16.906250,,,,13.406250,,,,11.421875



,[311],,,,9.250000,,,,6.953125,,,,6.265625,,,,5.156250



,[312],,,,10.281250,,,,6.593750,,,,5.765625,,,,4.218750



,[313],,,,3.890625,,,,3.359375,,,,3.312500,,,,2.843750



,[314],,,,3.609375,,,,2.843750,,,,2.453125,,,,2.312500



,[315],,,,2.890625,,,,2.156250,,,,2.156250,,,,2.093750



,[316],,,,2.156250,,,,1.921875,,,,1.828125,,,,1.531250



,[317],,,,3.109375,,,,2.671875,,,,2.328125,,,,1.828125



,[318],,,,3.968750,,,,2.671875,,,,2.265625,,,,1.906250



,[319],,,,2.328125,,,,1.812500,,,,1.562500,,,,1.406250



,[320],,,,125.500000,,,,106.437500,,,,93.218750,,,,81.484375



,[321],,,,8.343750,,,,5.031250,,,,4.281250,,,,3.703125



,[322],,,,2221.234375,,,,1470.046875,,,,1037.750000,,,,847.500000



,[323],,,,17.390625,,,,13.765625,,,,11.906250,,,,11.281250



,[324],,,,7.062500,,,,6.062500,,,,5.031250,,,,4.703125



,[325],,,,4.578125,,,,4.203125,,,,3.859375,,,,3.531250



,[326],,,,362.234375,,,,297.375000,,,,190.968750,,,,163.906250



,[327],,,,113.015625,,,,87.078125,,,,76.125000,,,,71.000000



,[328],,,,7.390625,,,,5.359375,,,,3.687500,,,,3.265625



,[329],,,,5.843750,,,,4.062500,,,,3.359375,,,,3.171875



,[330],,,,6.671875,,,,5.406250,,,,4.031250,,,,3.953125



,[331],,,,8.328125,,,,6.468750,,,,5.906250,,,,5.296875



,[332],,,,8.906250,,,,7.125000,,,,5.125000,,,,3.984375



,[333],,,,5.750000,,,,5.015625,,,,4.312500,,,,4.125000



,[334],,,,8.031250,,,,7.296875,,,,6.484375,,,,5.140625



,[335],,,,10.781250,,,,7.062500,,,,5.937500,,,,4.828125



,[336],,,,14.093750,,,,9.812500,,,,7.531250,,,,6.406250



,[337],,,,5.765625,,,,4.312500,,,,3.750000,,,,3.234375



,[338],,,,6.187500,,,,4.921875,,,,4.093750,,,,3.500000



,[339],,,,6.562500,,,,4.968750,,,,4.265625,,,,3.578125



,[340],,,,7.140625,,,,6.781250,,,,5.656250,,,,5.218750



,[341],,,,5.046875,,,,4.578125,,,,3.468750,,,,3.140625



,[342],,,,6.203125,,,,5.343750,,,,4.156250,,,,3.687500



,[343],,,,3.062500,,,,2.125000,,,,1.656250,,,,1.468750



,[344],,,,3.593750,,,,2.171875,,,,1.796875,,,,1.578125



,[345],,,,5.421875,,,,3.468750,,,,2.671875,,,,2.015625



,[346],,,,9.078125,,,,6.343750,,,,4.484375,,,,3.531250



,[347],,,,5.953125,,,,4.203125,,,,2.578125,,,,2.406250



,[348],,,,4.171875,,,,2.671875,,,,2.359375,,,,2.140625



,[349],,,,2.250000,,,,1.843750,,,,1.531250,,,,1.453125



,[350],,,,1.875000,,,,1.578125,,,,1.312500,,,,1.234375



,[351],,,,2.375000,,,,2.031250,,,,1.859375,,,,1.593750



,[352],,,,150.500000,,,,129.921875,,,,101.359375,,,,84.750000



,[353],,,,4.015625,,,,3.328125,,,,2.656250,,,,2.281250



,[354],,,,18.953125,,,,16.625000,,,,16.000000,,,,15.000000


