
ICA_Basis,0.004389
Q,DCT_only,DCT_area,ICA_area,ICA_Num,ICA_DC,Basis_Type,Basis_Num,,No_Options,With_Options
50,0.581599,0.533289,0.001612,279.000000,0.028146,3.000000,0.286738,,=(C4+D4+F4),=(C4+D4+F4+$B$2*G4),29.970632,,=(B4-J4),,=(N4/$B$2),,29.852876,,0.886272,,0.882843
