
basis : 14, 39, 59
 [362]  dct:5.046875  a:5.046875  b:5.046875  c:5.046875   (0)    [14]:-0.032938, [39]:-0.118121, [59]:-0.013968
 [363]  dct:6.968750  a:6.593750  b:6.968750  c:6.734375   (1)    [14]:-0.286940, [39]:0.012901, [59]:-0.141486
 [365]  dct:9.578125  a:9.578125  b:9.015625  c:9.578125   (2)    [14]:-0.081984, [39]:0.400503, [59]:0.011849
 [366]  dct:7.859375  a:7.859375  b:7.859375  c:7.859375   (0)    [14]:0.278255, [39]:-0.120162, [59]:0.060000
 [370]  dct:8.406250  a:8.531250  b:8.359375  c:8.406250   (2)    [14]:-0.236313, [39]:-0.236042, [59]:0.059798
 [373]  dct:3.671875  a:3.671875  b:3.671875  c:3.671875   (0)    [14]:0.384006, [39]:-0.162767, [59]:0.023981
 [384]  dct:184.921875  a:184.921875  b:179.265625  c:181.937500   (2)    [14]:0.071106, [39]:-0.705078, [59]:-0.522778
 [386]  dct:4.687500  a:4.687500  b:4.687500  c:4.687500   (0)    [14]:-0.192621, [39]:0.032146, [59]:0.049989
 [387]  dct:164.234375  a:164.234375  b:164.187500  c:164.234375   (2)    [14]:0.290899, [39]:0.358209, [59]:-0.066421
 [388]  dct:201.156250  a:200.875000  b:201.671875  c:199.843750   (3)    [14]:-0.301290, [39]:0.481552, [59]:-0.346821
 [389]  dct:320.265625  a:320.265625  b:320.265625  c:322.406250   (0)    [14]:-0.058983, [39]:0.209903, [59]:0.657671
 [390]  dct:434.625000  a:435.750000  b:439.921875  c:435.156250   (0)    [14]:0.565330, [39]:-0.851336, [59]:0.234362
 [391]  dct:388.437500  a:383.000000  b:388.796875  c:434.406250   (1)    [14]:-1.729907, [39]:-0.478747, [59]:3.114961
 [392]  dct:65.968750  a:65.968750  b:103.859375  c:82.031250   (0)    [14]:-0.043907, [39]:-3.110229, [59]:2.038236
 [393]  dct:91.421875  a:100.437500  b:100.796875  c:89.937500   (3)    [14]:-6.081465, [39]:-3.346318, [59]:0.656165
 [396]  dct:3.968750  a:3.968750  b:3.968750  c:3.968750   (0)    [14]:-0.199238, [39]:-0.093581, [59]:-0.028826
 [397]  dct:9.171875  a:9.171875  b:7.968750  c:9.171875   (2)    [14]:0.304588, [39]:0.681107, [59]:0.117448
 [401]  dct:9.109375  a:8.093750  b:9.109375  c:9.109375   (1)    [14]:-0.497071, [39]:0.118619, [59]:0.143773
 [403]  dct:7.812500  a:7.812500  b:7.812500  c:7.812500   (0)    [14]:0.252732, [39]:0.131880, [59]:-0.110490
 [404]  dct:73.000000  a:72.359375  b:72.796875  c:76.031250   (1)    [14]:0.716046, [39]:0.231931, [59]:0.661343
 [405]  dct:121.171875  a:121.171875  b:131.281250  c:121.468750   (0)    [14]:0.005355, [39]:-2.878856, [59]:0.936207
 [406]  dct:44.265625  a:45.625000  b:46.765625  c:45.531250   (0)    [14]:-1.303016, [39]:1.626516, [59]:-0.229685
 [407]  dct:169.609375  a:182.234375  b:171.312500  c:200.328125   (0)    [14]:-3.479592, [39]:2.956644, [59]:-1.229794
 [408]  dct:139.890625  a:139.890625  b:137.109375  c:137.140625   (2)    [14]:0.183218, [39]:-0.811648, [59]:0.352965
 [409]  dct:73.093750  a:71.968750  b:70.359375  c:71.140625   (2)    [14]:1.150789, [39]:-0.982700, [59]:1.551865
 [410]  dct:21.218750  a:21.218750  b:20.859375  c:21.218750   (2)    [14]:-0.173406, [39]:-0.833696, [59]:0.097757
 [411]  dct:17.890625  a:17.890625  b:17.890625  c:16.484375   (3)    [14]:0.264868, [39]:-0.061397, [59]:0.589222
 [413]  dct:8.671875  a:8.671875  b:8.671875  c:6.765625   (3)    [14]:0.342870, [39]:-0.060585, [59]:0.356520
 [414]  dct:13.343750  a:13.328125  b:12.906250  c:11.312500   (3)    [14]:-0.483357, [39]:-0.400172, [59]:0.721123
 [415]  dct:17.703125  a:17.343750  b:17.171875  c:17.625000   (2)    [14]:0.661814, [39]:-0.340789, [59]:1.018123
 [416]  dct:133.093750  a:133.093750  b:133.093750  c:132.718750   (3)    [14]:-0.178800, [39]:-0.170234, [59]:-0.135576
 [419]  dct:138.671875  a:138.625000  b:136.312500  c:169.359375   (2)    [14]:0.515937, [39]:1.923735, [59]:-1.734874
 [420]  dct:159.921875  a:160.203125  b:181.921875  c:201.562500   (0)    [14]:0.526190, [39]:4.752694, [59]:-1.665771
 [421]  dct:318.671875  a:286.921875  b:311.875000  c:317.765625   (1)    [14]:-3.947269, [39]:-0.802577, [59]:-0.264322
 [422]  dct:230.156250  a:230.093750  b:232.578125  c:252.750000   (1)    [14]:-1.861727, [39]:2.859475, [59]:-1.189896
 [423]  dct:150.046875  a:150.046875  b:180.218750  c:154.359375   (0)    [14]:-0.063845, [39]:5.001201, [59]:-0.938359
 [424]  dct:67.093750  a:67.093750  b:99.218750  c:150.812500   (0)    [14]:-0.168516, [39]:6.182775, [59]:-2.585355
 [425]  dct:125.109375  a:123.812500  b:212.578125  c:240.265625   (1)    [14]:0.879355, [39]:7.157044, [59]:-2.669690
 [426]  dct:97.562500  a:97.171875  b:161.000000  c:96.500000   (3)    [14]:-0.574051, [39]:5.310721, [59]:0.287665
 [427]  dct:207.828125  a:208.890625  b:390.000000  c:205.468750   (3)    [14]:-0.412787, [39]:8.411040, [59]:0.500377
 [428]  dct:202.765625  a:203.437500  b:235.125000  c:213.468750   (0)    [14]:-0.267755, [39]:3.541852, [59]:-0.847425
 [429]  dct:209.187500  a:209.812500  b:230.062500  c:230.218750   (0)    [14]:1.849533, [39]:4.190790, [59]:-1.191307
 [430]  dct:74.328125  a:80.734375  b:100.328125  c:74.328125   (0)    [14]:-1.217798, [39]:3.324139, [59]:0.146576
 [431]  dct:145.765625  a:146.421875  b:145.703125  c:144.750000   (3)    [14]:-1.111667, [39]:0.876244, [59]:0.612394
 [432]  dct:175.625000  a:175.625000  b:164.828125  c:175.140625   (2)    [14]:0.378215, [39]:1.655875, [59]:1.026847
 [433]  dct:79.890625  a:79.609375  b:79.890625  c:186.875000   (1)    [14]:0.524951, [39]:0.145785, [59]:3.739647
 [434]  dct:64.062500  a:64.062500  b:106.640625  c:357.421875   (0)    [14]:0.382801, [39]:3.645017, [59]:6.401797
 [435]  dct:79.687500  a:79.765625  b:81.000000  c:79.687500   (0)    [14]:0.672377, [39]:0.885185, [59]:0.074884
 [436]  dct:119.343750  a:119.343750  b:115.625000  c:128.937500   (2)    [14]:-0.087117, [39]:-1.107519, [59]:-0.726167
 [437]  dct:224.125000  a:223.234375  b:226.562500  c:226.031250   (1)    [14]:-0.656245, [39]:-1.091073, [59]:1.632838
 [438]  dct:232.687500  a:233.484375  b:229.046875  c:257.312500   (2)    [14]:-0.270297, [39]:1.463873, [59]:2.910730
 [439]  dct:257.218750  a:258.468750  b:263.343750  c:316.484375   (0)    [14]:-1.033729, [39]:-2.691165, [59]:3.640746
 [440]  dct:313.921875  a:317.500000  b:314.140625  c:352.546875   (0)    [14]:-0.807499, [39]:-0.788853, [59]:3.056213
 [441]  dct:122.093750  a:112.984375  b:118.218750  c:122.093750   (1)    [14]:-1.764470, [39]:-1.149315, [59]:-0.074671
 [442]  dct:21.265625  a:20.140625  b:20.468750  c:21.265625   (1)    [14]:-0.531384, [39]:-0.371446, [59]:-0.077766
 [443]  dct:13.453125  a:13.453125  b:13.453125  c:10.671875   (3)    [14]:0.284962, [39]:-0.138605, [59]:-0.384489
 [444]  dct:20.109375  a:20.109375  b:18.968750  c:19.531250   (2)    [14]:0.185996, [39]:0.529423, [59]:0.221502
 [445]  dct:20.796875  a:21.031250  b:19.328125  c:19.984375   (2)    [14]:-0.551534, [39]:-0.271345, [59]:0.373289
 [446]  dct:14.500000  a:14.421875  b:14.500000  c:13.109375   (3)    [14]:-0.264504, [39]:-0.160867, [59]:0.343089
 [448]  dct:144.046875  a:144.046875  b:144.625000  c:139.515625   (3)    [14]:0.208079, [39]:-1.205970, [59]:0.778011
 [449]  dct:85.750000  a:91.703125  b:84.515625  c:85.718750   (2)    [14]:-2.411348, [39]:-0.798579, [59]:0.236934
 [450]  dct:178.687500  a:178.015625  b:178.937500  c:369.437500   (1)    [14]:1.033420, [39]:-0.387434, [59]:5.225167
 [451]  dct:116.453125  a:116.015625  b:125.531250  c:130.015625   (1)    [14]:0.548395, [39]:2.020858, [59]:2.752595
 [452]  dct:119.484375  a:117.968750  b:125.234375  c:115.625000   (3)    [14]:-1.323529, [39]:-1.443337, [59]:0.768375
 [453]  dct:149.859375  a:150.343750  b:149.859375  c:151.031250   (0)    [14]:-0.474441, [39]:-0.026709, [59]:0.557657
 [455]  dct:86.968750  a:86.968750  b:86.171875  c:88.046875   (2)    [14]:0.218330, [39]:0.503099, [59]:0.717642
 [456]  dct:382.890625  a:383.343750  b:383.062500  c:382.171875   (3)    [14]:0.491651, [39]:0.441175, [59]:0.825050
 [457]  dct:448.562500  a:448.796875  b:448.562500  c:451.953125   (0)    [14]:-1.010323, [39]:-0.201704, [59]:-0.847249
 [458]  dct:81.781250  a:81.890625  b:82.734375  c:81.781250   (0)    [14]:-0.596086, [39]:0.861997, [59]:0.170360
 [459]  dct:15.359375  a:15.359375  b:15.359375  c:15.515625   (0)    [14]:-0.104213, [39]:0.062712, [59]:-0.144514
 [460]  dct:49.921875  a:49.500000  b:49.062500  c:49.921875   (2)    [14]:0.761608, [39]:0.442578, [59]:-0.067181
 [462]  dct:168.843750  a:168.468750  b:167.968750  c:166.078125   (3)    [14]:0.591399, [39]:0.518243, [59]:-0.463097
 [463]  dct:298.421875  a:296.734375  b:298.921875  c:298.421875   (1)    [14]:-0.472948, [39]:0.582865, [59]:-0.017605
 [464]  dct:257.812500  a:256.437500  b:256.875000  c:257.812500   (1)    [14]:2.188333, [39]:-0.744720, [59]:0.091872
 [465]  dct:268.281250  a:268.281250  b:288.156250  c:282.187500   (0)    [14]:0.158273, [39]:2.327482, [59]:-1.128049
 [466]  dct:381.609375  a:382.953125  b:379.531250  c:384.953125   (2)    [14]:-0.865625, [39]:-0.490803, [59]:-0.590623
 [467]  dct:446.593750  a:446.156250  b:446.703125  c:463.765625   (1)    [14]:1.526667, [39]:-1.234352, [59]:1.528467
 [468]  dct:323.000000  a:323.359375  b:320.968750  c:318.234375   (3)    [14]:1.791334, [39]:0.824845, [59]:-0.534713
 [469]  dct:107.515625  a:107.406250  b:106.937500  c:105.906250   (3)    [14]:0.419694, [39]:-0.539109, [59]:-0.286430
 [470]  dct:183.187500  a:182.281250  b:184.296875  c:259.156250   (1)    [14]:-0.848933, [39]:1.015020, [59]:-2.450784
 [471]  dct:52.718750  a:51.828125  b:50.109375  c:108.421875   (2)    [14]:0.887679, [39]:1.117703, [59]:-1.917966
 [472]  dct:99.953125  a:99.953125  b:99.343750  c:429.750000   (2)    [14]:0.031252, [39]:-0.347221, [59]:-4.034789
 [473]  dct:146.453125  a:146.656250  b:147.531250  c:1040.984375   (0)    [14]:0.511310, [39]:0.524546, [59]:-6.327701
 [474]  dct:155.687500  a:155.343750  b:155.609375  c:155.937500   (1)    [14]:1.317019, [39]:-0.391725, [59]:-0.918126
 [475]  dct:165.140625  a:172.562500  b:221.281250  c:160.031250   (3)    [14]:-2.984963, [39]:4.863111, [59]:1.140639
 [476]  dct:133.703125  a:144.312500  b:133.703125  c:133.171875   (3)    [14]:6.577588, [39]:-0.055649, [59]:0.263071
 [477]  dct:46.312500  a:47.140625  b:46.312500  c:54.218750   (0)    [14]:0.733122, [39]:-0.086697, [59]:-0.843363
 [478]  dct:23.906250  a:23.953125  b:23.984375  c:23.937500   (0)    [14]:0.677702, [39]:-0.216301, [59]:-0.812716
 [479]  dct:17.187500  a:16.796875  b:17.046875  c:18.093750   (1)    [14]:-0.478178, [39]:0.223693, [59]:-0.481208
 [480]  dct:186.468750  a:186.093750  b:186.468750  c:327.921875   (1)    [14]:1.640952, [39]:-0.090607, [59]:-2.560199
 [481]  dct:165.890625  a:165.359375  b:166.515625  c:166.343750   (1)    [14]:-0.448170, [39]:-0.964331, [59]:-0.282681
 [482]  dct:74.156250  a:73.531250  b:79.578125  c:74.281250   (1)    [14]:1.154886, [39]:1.508850, [59]:0.443610
 [483]  dct:222.953125  a:225.125000  b:222.953125  c:293.796875   (0)    [14]:-2.604219, [39]:-0.010678, [59]:-2.466704
 [484]  dct:86.812500  a:86.812500  b:82.593750  c:1729.125000   (2)    [14]:-0.101091, [39]:-1.191362, [59]:-8.807934
 [485]  dct:151.812500  a:151.812500  b:148.968750  c:496.640625   (2)    [14]:0.168394, [39]:-1.648044, [59]:-4.128361
 [486]  dct:38.218750  a:38.218750  b:39.609375  c:36.890625   (3)    [14]:-0.144525, [39]:0.595585, [59]:0.453610
 [487]  dct:56.515625  a:56.453125  b:54.281250  c:91.859375   (2)    [14]:1.495008, [39]:1.560714, [59]:2.876071
 [488]  dct:64.609375  a:69.015625  b:68.265625  c:126.921875   (0)    [14]:-2.129805, [39]:-1.066232, [59]:2.991308
 [489]  dct:77.859375  a:78.734375  b:77.859375  c:77.500000   (3)    [14]:1.876901, [39]:-0.054096, [59]:-0.412318
 [490]  dct:49.515625  a:49.515625  b:45.015625  c:48.484375   (2)    [14]:-0.100864, [39]:-1.049560, [59]:0.662084
 [491]  dct:43.937500  a:43.937500  b:45.968750  c:46.078125   (0)    [14]:0.383037, [39]:-0.793180, [59]:1.121375
 [492]  dct:51.875000  a:51.875000  b:54.093750  c:53.500000   (0)    [14]:0.226859, [39]:0.871185, [59]:1.339891
 [493]  dct:44.687500  a:44.687500  b:43.828125  c:45.140625   (2)    [14]:0.373997, [39]:-0.636719, [59]:0.839838
 [494]  dct:37.671875  a:37.671875  b:36.890625  c:36.046875   (3)    [14]:-0.108394, [39]:-0.389585, [59]:0.733081
 [495]  dct:53.437500  a:53.781250  b:53.296875  c:50.953125   (3)    [14]:-0.380457, [39]:-0.215693, [59]:1.111494
 [496]  dct:56.625000  a:56.625000  b:56.625000  c:67.281250   (0)    [14]:0.327906, [39]:0.001847, [59]:1.874470
 [497]  dct:76.843750  a:76.984375  b:76.796875  c:125.062500   (2)    [14]:-0.393921, [39]:1.132443, [59]:3.440842
 [498]  dct:49.843750  a:49.625000  b:101.968750  c:170.296875   (1)    [14]:-1.395247, [39]:4.326551, [59]:4.481997
 [499]  dct:48.468750  a:48.125000  b:61.671875  c:250.671875   (1)    [14]:0.555209, [39]:2.543857, [59]:5.238807
 [500]  dct:73.500000  a:73.500000  b:75.031250  c:346.140625   (0)    [14]:-0.061136, [39]:1.029617, [59]:5.679807
 [501]  dct:36.968750  a:36.968750  b:36.968750  c:295.015625   (0)    [14]:0.006969, [39]:-0.168965, [59]:5.421296
 [502]  dct:59.468750  a:59.218750  b:60.640625  c:245.406250   (1)    [14]:0.552806, [39]:-1.076093, [59]:5.061186
 [503]  dct:35.093750  a:33.343750  b:36.625000  c:78.359375   (1)    [14]:-1.074602, [39]:-0.670972, [59]:2.431673
 [504]  dct:33.687500  a:33.687500  b:38.109375  c:50.640625   (0)    [14]:-0.162408, [39]:0.988479, [59]:2.138411
 [505]  dct:41.328125  a:41.328125  b:40.890625  c:58.609375   (2)    [14]:0.222802, [39]:1.794588, [59]:2.051608
 [506]  dct:197.125000  a:197.109375  b:220.531250  c:309.593750   (1)    [14]:0.494483, [39]:3.059014, [59]:3.613524
 [507]  dct:156.437500  a:155.546875  b:154.828125  c:194.328125   (2)    [14]:0.770484, [39]:0.680695, [59]:2.631635
 [508]  dct:69.171875  a:67.250000  b:69.171875  c:72.359375   (1)    [14]:-0.622941, [39]:-0.117190, [59]:1.495953
 [509]  dct:46.734375  a:46.734375  b:45.109375  c:45.234375   (2)    [14]:-0.148077, [39]:0.810556, [59]:-0.235964
 [510]  dct:52.671875  a:52.640625  b:52.437500  c:50.203125   (3)    [14]:-0.354180, [39]:0.236299, [59]:-0.266248
 [511]  dct:55.796875  a:55.796875  b:55.343750  c:92.375000   (2)    [14]:0.260247, [39]:-0.587150, [59]:-1.560660
 [512]  dct:196.828125  a:196.421875  b:197.046875  c:215.281250   (1)    [14]:0.975553, [39]:0.341514, [59]:-1.570841
 [513]  dct:140.296875  a:144.578125  b:146.531250  c:139.531250   (3)    [14]:1.648292, [39]:-1.113448, [59]:1.312622
 [514]  dct:177.296875  a:180.343750  b:174.765625  c:177.687500   (2)    [14]:2.358428, [39]:-0.945927, [59]:0.316174
 [515]  dct:262.421875  a:259.437500  b:254.984375  c:264.828125   (2)    [14]:-4.625868, [39]:1.370121, [59]:-1.192304
 [518]  dct:61.921875  a:59.109375  b:61.921875  c:61.812500   (1)    [14]:-2.145323, [39]:-0.158941, [59]:1.733095
 [519]  dct:94.281250  a:94.031250  b:91.328125  c:85.656250   (3)    [14]:1.362309, [39]:-1.041485, [59]:0.797682
 [520]  dct:122.000000  a:122.125000  b:125.578125  c:119.250000   (3)    [14]:-0.866062, [39]:-1.978042, [59]:0.948743
 [521]  dct:57.781250  a:57.781250  b:70.250000  c:57.218750   (3)    [14]:0.292830, [39]:-2.437904, [59]:0.262192
 [522]  dct:56.125000  a:54.890625  b:50.796875  c:56.578125   (2)    [14]:-0.744687, [39]:-1.610353, [59]:-0.560205
 [523]  dct:48.484375  a:48.437500  b:45.484375  c:51.140625   (2)    [14]:0.818365, [39]:1.112801, [59]:-0.727032
 [524]  dct:187.968750  a:177.328125  b:194.453125  c:195.828125   (1)    [14]:-1.212198, [39]:1.207971, [59]:-0.718231
 [525]  dct:78.859375  a:78.515625  b:78.203125  c:81.109375   (2)    [14]:-0.359458, [39]:1.026663, [59]:0.927411
 [526]  dct:55.390625  a:54.703125  b:53.234375  c:55.281250   (2)    [14]:-0.283295, [39]:0.874770, [59]:0.181988
 [527]  dct:44.390625  a:42.953125  b:44.484375  c:45.453125   (1)    [14]:-1.683125, [39]:0.724404, [59]:-0.451008
 [528]  dct:62.156250  a:62.156250  b:63.843750  c:65.718750   (0)    [14]:0.191994, [39]:0.940186, [59]:-1.043139
 [529]  dct:51.984375  a:51.828125  b:51.984375  c:70.140625   (1)    [14]:-0.345310, [39]:0.181026, [59]:-1.203979
 [530]  dct:25.468750  a:24.812500  b:20.593750  c:40.343750   (2)    [14]:-0.307482, [39]:1.213148, [59]:-1.313344
 [531]  dct:30.203125  a:28.046875  b:28.359375  c:33.296875   (1)    [14]:-1.056176, [39]:0.634419, [59]:-0.913164
 [532]  dct:27.000000  a:26.593750  b:22.750000  c:36.203125   (2)    [14]:0.563729, [39]:0.909586, [59]:-1.238350
 [533]  dct:121.406250  a:121.484375  b:109.546875  c:532.000000   (2)    [14]:0.968250, [39]:-1.076214, [59]:-4.868024
 [534]  dct:122.703125  a:123.765625  b:122.703125  c:123.812500   (0)    [14]:1.310123, [39]:-0.101196, [59]:-0.649482
 [535]  dct:55.078125  a:52.906250  b:53.156250  c:63.406250   (1)    [14]:-0.511167, [39]:0.472849, [59]:-1.064374
 [536]  dct:26.218750  a:25.375000  b:25.578125  c:25.906250   (1)    [14]:-0.452995, [39]:0.375645, [59]:-0.122518
 [538]  dct:15.656250  a:15.656250  b:15.546875  c:15.656250   (2)    [14]:0.279006, [39]:0.234042, [59]:0.107081
 [544]  dct:267.156250  a:266.796875  b:264.765625  c:267.218750   (2)    [14]:0.659930, [39]:-1.213900, [59]:0.271701
 [545]  dct:180.953125  a:179.953125  b:184.843750  c:183.250000   (1)    [14]:0.784702, [39]:1.130529, [59]:1.001477
 [546]  dct:35.812500  a:34.468750  b:36.062500  c:36.421875   (1)    [14]:-0.538604, [39]:0.981996, [59]:-0.301441
 [547]  dct:172.718750  a:167.718750  b:172.546875  c:186.171875   (1)    [14]:-1.532156, [39]:-0.368598, [59]:-1.291286
 [548]  dct:206.312500  a:201.156250  b:206.312500  c:208.093750   (1)    [14]:2.222722, [39]:-0.114913, [59]:1.510704
 [549]  dct:148.718750  a:149.125000  b:148.406250  c:154.953125   (2)    [14]:-2.526093, [39]:0.877216, [59]:-0.821399
 [550]  dct:221.281250  a:221.281250  b:220.734375  c:221.281250   (2)    [14]:0.146754, [39]:0.296531, [59]:0.160748
 [551]  dct:195.234375  a:195.234375  b:193.046875  c:331.984375   (2)    [14]:0.073456, [39]:-0.332941, [59]:-2.927313
 [552]  dct:116.281250  a:117.906250  b:104.093750  c:111.843750   (2)    [14]:3.955910, [39]:2.041506, [59]:-0.945153
 [553]  dct:16.781250  a:16.734375  b:16.781250  c:16.781250   (1)    [14]:0.930277, [39]:-0.205749, [59]:-0.018200
 [554]  dct:181.781250  a:181.781250  b:182.109375  c:176.109375   (3)    [14]:0.268874, [39]:-1.464439, [59]:1.163619
 [555]  dct:63.703125  a:63.359375  b:63.703125  c:63.796875   (1)    [14]:1.668648, [39]:0.095616, [59]:-0.121145
 [556]  dct:115.046875  a:110.500000  b:134.265625  c:226.562500   (1)    [14]:3.173131, [39]:-2.889607, [59]:-2.528722
 [557]  dct:171.656250  a:171.468750  b:171.796875  c:177.906250   (1)    [14]:-1.204123, [39]:-1.225046, [59]:-0.827847
 [558]  dct:152.500000  a:151.281250  b:151.828125  c:169.968750   (1)    [14]:-0.461698, [39]:-0.223791, [59]:-1.310002
 [559]  dct:122.921875  a:122.562500  b:122.562500  c:126.093750   (1)    [14]:0.621808, [39]:1.303795, [59]:0.376690
 [560]  dct:139.578125  a:139.375000  b:138.093750  c:175.593750   (2)    [14]:0.479635, [39]:0.603047, [59]:2.934307
 [561]  dct:190.640625  a:193.343750  b:188.078125  c:190.734375   (2)    [14]:-1.885750, [39]:-0.307957, [59]:-0.264853
 [562]  dct:124.031250  a:120.484375  b:113.359375  c:120.781250   (2)    [14]:-0.663115, [39]:-1.340796, [59]:-0.179611
 [563]  dct:13.328125  a:13.187500  b:13.343750  c:12.984375   (3)    [14]:-0.419862, [39]:0.229026, [59]:-0.182833
 [564]  dct:14.890625  a:14.890625  b:14.890625  c:11.953125   (3)    [14]:-0.126968, [39]:0.075380, [59]:-0.268663
 [565]  dct:231.875000  a:229.515625  b:229.437500  c:229.406250   (3)    [14]:1.398183, [39]:-0.913412, [59]:-0.505074
 [566]  dct:10.187500  a:10.187500  b:10.187500  c:10.109375   (3)    [14]:0.165171, [39]:-0.120150, [59]:-0.118760
 [567]  dct:22.828125  a:22.828125  b:22.218750  c:22.828125   (2)    [14]:0.009761, [39]:-0.384590, [59]:-0.047573
 [568]  dct:13.093750  a:12.921875  b:13.093750  c:13.093750   (1)    [14]:0.501936, [39]:0.070714, [59]:-0.090430
 [576]  dct:245.640625  a:254.125000  b:244.171875  c:261.453125   (2)    [14]:-2.570233, [39]:1.658001, [59]:-1.195058
 [577]  dct:164.765625  a:161.812500  b:161.156250  c:164.765625   (2)    [14]:1.392539, [39]:0.648497, [59]:-0.072795
 [578]  dct:52.234375  a:52.234375  b:52.406250  c:50.859375   (3)    [14]:0.187875, [39]:0.375455, [59]:0.470608
 [579]  dct:248.562500  a:248.562500  b:243.093750  c:263.734375   (2)    [14]:0.036312, [39]:-1.305502, [59]:-1.151043
 [580]  dct:154.703125  a:156.593750  b:155.328125  c:156.765625   (0)    [14]:1.435191, [39]:-0.561024, [59]:1.626074
 [581]  dct:154.171875  a:155.000000  b:152.093750  c:184.265625   (2)    [14]:-0.303862, [39]:0.754043, [59]:-1.364618
 [582]  dct:316.578125  a:328.515625  b:317.875000  c:320.593750   (0)    [14]:4.317795, [39]:0.589631, [59]:0.757723
 [583]  dct:217.531250  a:217.531250  b:217.531250  c:214.343750   (3)    [14]:0.212255, [39]:0.152595, [59]:-0.146339
 [584]  dct:158.031250  a:157.062500  b:165.140625  c:159.156250   (1)    [14]:-0.276743, [39]:-2.593045, [59]:1.042874
 [585]  dct:124.781250  a:124.531250  b:124.765625  c:123.031250   (3)    [14]:0.563422, [39]:0.536609, [59]:-0.375958
 [586]  dct:132.187500  a:136.671875  b:131.250000  c:131.546875   (2)    [14]:2.356726, [39]:-0.528771, [59]:0.409364
 [587]  dct:57.687500  a:59.453125  b:57.359375  c:59.968750   (2)    [14]:-0.474090, [39]:-0.477422, [59]:0.777189
 [588]  dct:145.656250  a:142.203125  b:139.109375  c:144.953125   (2)    [14]:1.783949, [39]:-0.725816, [59]:-1.020444
 [589]  dct:69.531250  a:69.531250  b:66.968750  c:67.593750   (2)    [14]:0.327456, [39]:-0.679458, [59]:-0.471582
 [590]  dct:124.593750  a:126.437500  b:123.906250  c:131.343750   (2)    [14]:2.313604, [39]:0.802900, [59]:1.118638
 [591]  dct:91.015625  a:90.421875  b:88.953125  c:110.156250   (2)    [14]:1.338387, [39]:-0.562327, [59]:-1.182526
 [592]  dct:260.812500  a:260.812500  b:261.453125  c:267.281250   (0)    [14]:-0.091742, [39]:0.335360, [59]:-0.620537
 [593]  dct:238.671875  a:238.703125  b:259.203125  c:235.859375   (3)    [14]:0.562215, [39]:-2.546265, [59]:1.558356
 [594]  dct:168.375000  a:168.375000  b:168.375000  c:167.062500   (3)    [14]:-0.002334, [39]:0.096673, [59]:0.274542
 [595]  dct:103.281250  a:103.281250  b:103.281250  c:105.437500   (0)    [14]:0.329318, [39]:-0.009908, [59]:0.978461
 [596]  dct:33.968750  a:38.765625  b:33.968750  c:32.750000   (3)    [14]:-1.909923, [39]:-0.208537, [59]:0.530575
 [597]  dct:68.312500  a:64.593750  b:67.687500  c:65.453125   (1)    [14]:2.337189, [39]:-0.563184, [59]:0.791479
 [601]  dct:104.390625  a:104.328125  b:103.281250  c:102.984375   (3)    [14]:0.555515, [39]:-0.623488, [59]:0.447083
 [602]  dct:25.390625  a:24.906250  b:24.750000  c:24.750000   (2)    [14]:-0.603442, [39]:0.339452, [59]:-0.196408
 [608]  dct:215.859375  a:228.531250  b:224.828125  c:215.000000   (3)    [14]:4.493206, [39]:-2.149840, [59]:1.161395
 [609]  dct:289.859375  a:289.765625  b:292.000000  c:332.203125   (1)    [14]:-0.678588, [39]:-0.239106, [59]:-1.756054
 [610]  dct:81.734375  a:81.734375  b:80.718750  c:83.859375   (2)    [14]:-0.152668, [39]:0.542055, [59]:0.332194
 [611]  dct:169.296875  a:169.656250  b:168.140625  c:166.812500   (3)    [14]:0.768595, [39]:-0.962976, [59]:0.815521
 [612]  dct:56.484375  a:55.359375  b:56.484375  c:57.328125   (1)    [14]:1.115636, [39]:0.174012, [59]:0.426644
 [613]  dct:162.750000  a:164.687500  b:151.656250  c:199.703125   (2)    [14]:1.920401, [39]:-1.299681, [59]:-2.046896
 [614]  dct:115.156250  a:115.156250  b:113.625000  c:113.093750   (3)    [14]:0.048549, [39]:-0.422306, [59]:0.638719
 [615]  dct:290.937500  a:287.109375  b:282.828125  c:288.250000   (2)    [14]:-0.518862, [39]:-1.172805, [59]:-0.719986
 [616]  dct:264.265625  a:263.718750  b:264.265625  c:261.984375   (3)    [14]:-0.575904, [39]:0.009340, [59]:-0.305877
 [617]  dct:225.015625  a:225.015625  b:225.281250  c:221.578125   (3)    [14]:-0.153404, [39]:0.413044, [59]:-0.795724
 [618]  dct:323.906250  a:324.515625  b:325.500000  c:323.031250   (3)    [14]:1.036200, [39]:1.083870, [59]:0.538065
 [619]  dct:277.015625  a:277.015625  b:277.015625  c:276.187500   (3)    [14]:0.371843, [39]:-0.195578, [59]:0.349539
 [620]  dct:24.296875  a:23.218750  b:22.062500  c:24.296875   (2)    [14]:1.278453, [39]:-0.902137, [59]:0.100378
 [621]  dct:134.937500  a:134.921875  b:140.937500  c:134.937500   (1)    [14]:0.847997, [39]:2.088021, [59]:-0.110678
 [622]  dct:140.859375  a:141.359375  b:136.890625  c:143.375000   (2)    [14]:1.501833, [39]:-1.468360, [59]:-0.337286
 [623]  dct:153.953125  a:152.375000  b:156.390625  c:156.078125   (1)    [14]:-0.820859, [39]:0.941361, [59]:1.404696
