



100,area,psnr,basis,ent,*,*,*,*,*,*,*



90,area,psnr,basis,ent,*,*,*,*,*,*,*



80,area,psnr,basis,ent,*,*,*,*,*,*,*



70,area,psnr,basis,ent,*,*,*,*,*,*,*
,832,0.374971,5,0.000208
,494,0.327840,14,0.000046
,746,0.198397,17,0.000064
,526,0.200661,24,0.000111
,866,0.315115,25,0.000282
,405,0.019876,28,-0.000010
,462,0.555535,46,0.000086
,436,0.200776,56,0.000225
,430,0.323345,57,0.000073



60,area,psnr,basis,ent,*,*,*,*,*,*,*
,688,0.190728,5,0.000102
,832,0.844717,5,0.000175
,924,0.035343,7,0.000288
,494,0.231618,14,0.000036
,746,0.127297,17,0.000042
,811,0.769069,19,0.000168
,1013,0.019818,24,0.000140
,866,1.222995,25,0.000067
,405,0.471498,28,-0.000016
,720,0.416348,29,-0.000016
,733,0.160794,31,0.000071
,342,0.322776,46,0.000133
,436,0.132322,56,0.000152
,398,0.510673,57,0.000065



50,area,psnr,basis,ent,*,*,*,*,*,*,*
,688,0.226368,5,-0.000007
,832,0.724072,5,0.000099
,924,0.196577,7,0.000144
,687,0.504693,18,0.000028
,811,1.653743,19,0.000061
,526,0.560244,24,0.000036
,1013,0.305626,24,0.000036
,866,0.853840,25,0.000069
,405,0.117915,28,-0.000015
,720,0.818375,29,-0.000016
,733,0.319622,31,0.000118
,847,0.162510,36,0.000025
,812,0.013069,44,0.000078
,1003,0.132101,49,0.000143
,639,0.280812,51,0.000033
,656,0.507896,53,0.000095
,436,0.457180,56,0.000148
,398,0.533340,57,0.000064
,590,0.015605,57,0.000170



40,area,psnr,basis,ent,*,*,*,*,*,*,*
,993,0.484788,0,0.000021
,718,0.450240,3,0.000034
,818,0.116790,5,0.000144
,832,1.299796,5,-0.000008
,924,0.879636,7,0.000032
,833,0.185775,14,0.000089
,687,0.467104,18,-0.000028
,811,2.306672,19,0.000054
,897,0.376897,19,0.000107
,575,0.168311,20,0.000024
,199,0.165943,23,0.000382
,686,1.071931,24,0.000029
,1013,0.152682,24,0.000029
,405,0.019876,28,-0.000022
,850,0.067334,28,0.000083
,720,0.323369,29,-0.000017
,371,0.733582,31,0.000039
,363,0.487546,41,0.000075
,799,0.157314,41,0.000181
,816,0.162623,43,0.000152
,812,0.661607,44,0.000070
,848,0.453275,44,0.000070
,849,0.230935,44,0.000070
,336,0.029961,46,0.000122
,778,0.988511,46,0.000023
,1003,0.437591,49,0.000133
,831,0.256647,50,0.000089
,639,0.109604,51,0.000034
,76,0.626434,56,0.000138
,339,0.278705,57,0.000170
,373,0.294550,57,0.000117
,398,1.324776,57,0.000012
,434,0.192525,57,0.000012
,800,0.149067,57,0.000161
,930,0.182992,60,-0.000005



30,area,psnr,basis,ent,*,*,*,*,*,*,*
,718,0.387197,3,-0.000018
,128,0.097554,6,0.000575
,703,0.292939,6,0.000069
,801,0.058028,14,0.000123
,736,0.842745,15,0.000049
,672,0.336460,17,-0.000021
,176,0.413141,18,0.000368
,394,0.149472,18,-0.000029
,811,1.770525,19,0.000043
,895,0.669468,19,0.000043
,897,0.372546,19,0.000096
,607,0.192242,21,0.000078
,199,0.444764,23,0.000314
