
ICA_Basis,0.022365
Q,DCT_ent,PSNR,SSIM,MS-SSIM,Area,,ICA_ent,PSNR,SSIM,MS-SSIM,Area,,Basis
80,1.859920,32.964281,0.922134,,911,,1.785888,32.995764,0.922205,,113,,26,44,49
70,1.528648,31.321749,0.899648,,781,,1.481102,31.387520,0.899172,,243,,17,30,49
60,1.315801,30.238872,0.881128,,718,,1.279943,30.326352,0.881499,,306,,17,30,55
50,1.146893,29.413442,0.866498,,585,,1.122894,29.559030,0.868097,,439,,17,30,55
40,0.991161,28.702841,0.851794,,594,,0.973455,28.846434,0.854208,,430,,17,30,55
30,0.830635,27.797930,0.830045,,592,,0.819021,27.972416,0.833702,,432,,17,30,55
