



,,[1],[2],[3],[4],[5],,[6],[7],[8],[9],[10]
,[45],18,1,58,12,63,,37,30,51,48,61
,[81],4,3,8,28,49,,39,11,42,55,60
,[114],17,45,13,57,28,,43,23,41,44,62
,[115],10,34,11,12,5,,60,37,54,14,38
,[179],19,17,44,14,2,,25,56,23,16,41
,[181],37,30,17,56,33,,39,12,0,2,18
,[212],33,41,27,24,40,,0,25,43,8,52
,[245],27,7,56,39,28,,55,60,14,22,59
,[264],22,19,7,32,43,,12,4,6,31,34
,[275],3,17,51,31,55,,22,10,14,18,21
,[276],43,17,41,12,16,,9,11,7,53,27
,[277],46,30,45,7,27,,13,39,12,20,3
,[308],21,14,36,45,37,,13,11,55,19,61
,[310],43,7,39,12,20,,58,44,0,42,3
,[311],14,50,28,41,27,,7,43,21,44,46
,[312],10,28,44,29,42,,17,57,20,63,14
,[327],12,29,25,1,11,,0,52,15,14,47
,[340],47,54,41,43,28,,2,19,56,33,8
,[343],55,43,42,22,2,,11,1,21,15,9
,[344],29,34,42,19,33,,60,57,7,28,27
,[360],46,36,63,22,23,,2,28,50,57,14
,[371],19,39,14,37,2,,34,7,45,15,35
,[373],28,43,12,22,42,,50,15,38,44,14
,[375],54,28,17,36,23,,7,2,5,14,25
,[403],36,44,14,21,43,,52,23,51,54,5
,[404],28,25,39,22,7,,38,43,2,45,34
,[407],22,12,23,45,59,,51,43,55,39,24
,[436],43,20,60,55,31,,61,36,46,18,34
,[437],7,51,43,34,29,,20,45,46,2,41
,[455],43,14,29,47,55,,16,54,53,60,7
,[517],24,3,55,12,2,,44,42,39,33,10
,[550],7,0,62,43,19,,40,14,33,45,25
,[581],28,24,45,30,21,,16,2,55,34,31
,[583],44,12,43,61,39,,49,58,31,3,34
,[614],40,25,6,62,27,,38,1,14,45,10
,[615],34,19,63,46,58,,17,10,33,61,43
,[646],39,18,1,43,2,,50,63,8,47,33
,[673],12,6,41,46,7,,33,51,16,11,27
,[674],36,33,12,54,63,,14,13,8,16,55
,[678],41,25,16,47,54,,11,43,55,59,63
,[706],25,27,30,60,7,,55,57,51,2,21
,[707],41,28,3,11,62,,51,40,37,34,19
,[710],60,20,32,62,3,,51,38,46,11,29
,[711],39,46,40,12,27,,43,11,29,61,20
,[738],12,2,44,42,55,,53,43,8,49,33
,[740],41,2,11,37,54,,32,42,57,24,60
,[742],24,10,11,45,60,,19,39,7,30,20
,[750],34,39,24,45,62,,4,38,46,5,63
,[771],50,57,42,2,16,,30,31,14,43,54
,[775],50,44,41,16,31,,4,54,26,8,15
,[803],46,2,40,51,55,,30,44,47,33,29
,[804],55,7,35,28,12,,42,37,30,14,50
,[805],41,55,39,32,21,,5,51,25,42,7
,[808],8,15,54,42,13,,14,33,20,31,17
,[809],33,6,4,36,29,,63,10,27,25,39
,[810],59,16,52,11,41,,30,10,43,48,35
,[836],28,42,20,2,54,,31,45,3,41,55
,[837],7,32,39,15,4,,1,55,33,11,24
,[840],1,23,43,5,38,,16,29,12,53,20
,[841],20,62,33,24,13,,9,27,34,37,12
,[842],24,34,30,4,13,,11,7,49,38,21
,[843],8,33,44,37,26,,63,40,12,23,3
,[868],43,28,12,11,18,,35,33,14,41,19
,[869],28,41,36,2,55,,40,4,26,44,27
,[874],8,62,52,21,3,,63,15,28,40,43
,[875],30,3,11,10,56,,34,52,45,36,24
,[900],43,50,46,29,41,,3,21,62,55,25
,[907],12,60,56,43,39,,53,35,57,47,42
