



,,[1],[2],[3],[4],[5],,[6],[7],[8],[9],[10]
,[82],51,18,13,62,44,,31,37,56,40,17
,[114],17,45,13,57,28,,43,23,41,44,62
,[115],10,34,11,12,5,,60,37,54,14,38
,[179],19,17,44,14,2,,25,56,23,16,41
,[180],33,54,37,2,12,,8,27,51,63,39
,[211],40,43,41,39,28,,20,19,16,4,63
,[212],33,41,27,24,40,,0,25,43,8,52
,[214],3,57,2,35,7,,20,21,11,5,4
,[244],15,55,53,41,43,,45,5,61,28,3
,[245],27,7,56,39,28,,55,60,14,22,59
,[246],2,42,12,43,6,,14,7,19,20,16
,[276],43,17,41,12,16,,9,11,7,53,27
,[277],46,30,45,7,27,,13,39,12,20,3
,[278],55,7,14,40,5,,8,13,21,44,31
,[280],40,38,16,13,7,,26,62,31,43,12
,[311],14,50,28,41,27,,7,43,21,44,46
,[312],10,28,44,29,42,,17,57,20,63,14
,[340],47,54,41,43,28,,2,19,56,33,8
,[343],55,43,42,22,2,,11,1,21,15,9
,[375],54,28,17,36,23,,7,2,5,14,25
,[423],43,24,20,16,32,,54,52,15,31,29
,[436],43,20,60,55,31,,61,36,46,18,34
,[455],43,14,29,47,55,,16,54,53,60,7
,[518],41,12,14,3,0,,17,40,55,31,25
,[550],7,0,62,43,19,,40,14,33,45,25
,[582],50,22,18,12,45,,38,20,11,51,56
,[614],40,25,6,62,27,,38,1,14,45,10
,[646],39,18,1,43,2,,50,63,8,47,33
,[665],52,10,17,46,36,,8,37,58,6,33
,[673],12,6,41,46,7,,33,51,16,11,27
,[674],36,33,12,54,63,,14,13,8,16,55
,[678],41,25,16,47,54,,11,43,55,59,63
,[679],40,39,22,6,8,,62,38,4,3,2
,[680],30,34,26,24,36,,14,0,17,10,21
,[697],17,52,6,11,35,,33,41,27,51,28
,[705],46,12,2,40,55,,30,27,52,43,34
,[706],25,27,30,60,7,,55,57,51,2,21
,[707],41,28,3,11,62,,51,40,37,34,19
,[710],60,20,32,62,3,,51,38,46,11,29
,[711],39,46,40,12,27,,43,11,29,61,20
,[738],12,2,44,42,55,,53,43,8,49,33
,[739],12,7,33,22,28,,47,32,56,54,2
,[740],41,2,11,37,54,,32,42,57,24,60
,[742],24,10,11,45,60,,19,39,7,30,20
,[743],38,12,5,40,55,,30,47,46,37,21
,[744],57,27,14,39,10,,19,0,11,29,33
,[771],50,57,42,2,16,,30,31,14,43,54
,[772],17,62,12,7,32,,19,15,10,52,1
,[773],28,39,15,2,41,,10,19,18,62,17
,[776],12,7,29,63,2,,37,14,1,60,20
,[777],23,18,10,39,0,,51,34,8,50,24
,[804],55,7,35,28,12,,42,37,30,14,50
,[805],41,55,39,32,21,,5,51,25,42,7
,[808],8,15,54,42,13,,14,33,20,31,17
,[809],33,6,4,36,29,,63,10,27,25,39
,[810],59,16,52,11,41,,30,10,43,48,35
,[818],4,19,11,63,62,,52,18,53,49,2
,[836],28,42,20,2,54,,31,45,3,41,55
,[837],7,32,39,15,4,,1,55,33,11,24
,[840],1,23,43,5,38,,16,29,12,53,20
,[841],20,62,33,24,13,,9,27,34,37,12
,[842],24,34,30,4,13,,11,7,49,38,21
,[843],8,33,44,37,26,,63,40,12,23,3
,[850],9,17,34,49,38,,10,4,48,24,7
,[869],28,41,36,2,55,,40,4,26,44,27
,[871],7,42,50,39,15,,34,9,10,30,55
,[873],18,40,12,16,14,,33,19,55,51,49
,[874],8,62,52,21,3,,63,15,28,40,43
,[881],40,36,55,58,24,,10,51,19,48,44
,[913],7,40,27,41,39,,18,33,34,31,63
,[931],46,41,33,18,60,,14,25,52,44,45
,[932],50,25,55,46,45,,24,11,17,2,35
,[933],55,18,60,41,2,,63,19,29,14,54
,[935],50,55,40,13,41,,28,18,54,4,36


,,[82],[114],[115],[179],[180],[211],[212],[214],[244],[245],[246],[276],[277],[278],[280],[311],[312],[340],[343],[375],[423],[436],[455],[518],[550],[582],[614],[646],[665],[673],[674],[678],[679],[680],[697],[705],[706],[707],[710],[711],[738],[739],[740],[742],[743],[744],[771],[772],[773],[776],[777],[804],[805],[808],[809],[810],[818],[836],[837],[840],[841],[842],[843],[850],[869],[871],[873],[874],[881],[913],[931],[932],[933],[935]
,[82],1.000,0.400,0.100,0.300,0.200,0.100,0.100,0.000,0.000,0.100,0.000,0.100,0.100,0.400,0.400,0.100,0.200,0.100,0.000,0.100,0.100,0.200,0.000,0.300,0.200,0.300,0.200,0.100,0.200,0.100,0.100,0.000,0.200,0.100,0.200,0.100,0.100,0.400,0.200,0.100,0.100,0.100,0.100,0.000,0.200,0.000,0.100,0.200,0.300,0.100,0.200,0.100,0.100,0.300,0.000,0.000,0.200,0.100,0.000,0.000,0.300,0.100,0.300,0.100,0.200,0.000,0.300,0.200,0.300,0.300,0.200,0.100,0.100,0.300,,[0.162],13/74
,[114],0.400,1.000,0.000,0.400,0.000,0.300,0.200,0.100,0.400,0.100,0.100,0.300,0.200,0.200,0.300,0.400,0.400,0.300,0.100,0.300,0.100,0.100,0.100,0.200,0.300,0.100,0.200,0.100,0.100,0.100,0.100,0.200,0.100,0.100,0.300,0.100,0.100,0.300,0.100,0.100,0.200,0.100,0.200,0.100,0.000,0.100,0.200,0.200,0.400,0.000,0.100,0.100,0.100,0.200,0.000,0.200,0.100,0.300,0.000,0.200,0.200,0.100,0.200,0.100,0.300,0.000,0.000,0.300,0.100,0.100,0.300,0.200,0.100,0.300,,[0.182],8/74
,[115],0.100,0.000,1.000,0.100,0.300,0.000,0.000,0.200,0.100,0.200,0.200,0.200,0.100,0.200,0.200,0.100,0.200,0.100,0.100,0.300,0.100,0.200,0.300,0.200,0.100,0.300,0.300,0.000,0.200,0.200,0.300,0.200,0.100,0.300,0.100,0.200,0.100,0.300,0.300,0.200,0.100,0.200,0.400,0.300,0.400,0.300,0.200,0.200,0.100,0.400,0.200,0.300,0.100,0.200,0.100,0.200,0.100,0.100,0.100,0.300,0.300,0.300,0.200,0.300,0.000,0.200,0.200,0.000,0.100,0.100,0.200,0.100,0.300,0.100,,[0.195],6/74
,[179],0.300,0.400,0.100,1.000,0.100,0.300,0.200,0.100,0.100,0.200,0.400,0.300,0.000,0.200,0.100,0.300,0.300,0.400,0.100,0.500,0.100,0.000,0.200,0.400,0.300,0.100,0.200,0.100,0.100,0.200,0.200,0.300,0.100,0.200,0.200,0.100,0.200,0.200,0.000,0.000,0.200,0.200,0.200,0.100,0.000,0.200,0.300,0.200,0.400,0.200,0.100,0.100,0.200,0.200,0.100,0.200,0.200,0.200,0.000,0.200,0.000,0.000,0.200,0.100,0.300,0.000,0.300,0.000,0.200,0.100,0.400,0.300,0.400,0.100,,[0.196],10/74
,[180],0.200,0.000,0.300,0.100,1.000,0.200,0.300,0.100,0.000,0.200,0.200,0.200,0.300,0.100,0.100,0.100,0.100,0.400,0.100,0.200,0.100,0.000,0.100,0.100,0.100,0.200,0.100,0.500,0.300,0.400,0.500,0.200,0.300,0.000,0.300,0.300,0.300,0.200,0.100,0.300,0.400,0.400,0.300,0.100,0.200,0.300,0.200,0.100,0.200,0.400,0.300,0.200,0.200,0.300,0.400,0.000,0.200,0.200,0.200,0.100,0.400,0.000,0.500,0.000,0.200,0.100,0.300,0.200,0.100,0.400,0.100,0.100,0.300,0.100,,[0.218],7/74
,[211],0.100,0.300,0.000,0.300,0.200,1.000,0.300,0.200,0.300,0.200,0.400,0.300,0.200,0.100,0.300,0.300,0.300,0.400,0.100,0.100,0.300,0.200,0.200,0.200,0.300,0.100,0.100,0.300,0.000,0.200,0.200,0.400,0.300,0.000,0.200,0.200,0.000,0.400,0.100,0.400,0.100,0.100,0.100,0.300,0.100,0.200,0.200,0.100,0.400,0.200,0.100,0.100,0.200,0.100,0.300,0.300,0.300,0.300,0.200,0.300,0.100,0.100,0.200,0.100,0.400,0.100,0.300,0.400,0.200,0.400,0.100,0.000,0.300,0.400,,[0.224],5/74
,[212],0.100,0.200,0.000,0.200,0.300,0.300,1.000,0.000,0.200,0.100,0.100,0.300,0.100,0.200,0.200,0.300,0.000,0.400,0.100,0.100,0.300,0.100,0.100,0.400,0.500,0.000,0.300,0.300,0.300,0.300,0.200,0.300,0.200,0.200,0.400,0.400,0.200,0.200,0.000,0.300,0.300,0.100,0.200,0.100,0.100,0.300,0.100,0.100,0.100,0.000,0.300,0.000,0.200,0.200,0.300,0.300,0.100,0.100,0.200,0.100,0.300,0.100,0.300,0.100,0.300,0.000,0.200,0.400,0.200,0.400,0.400,0.200,0.100,0.200,,[0.211],8/74
,[214],0.000,0.100,0.200,0.100,0.100,0.200,0.000,1.000,0.200,0.100,0.300,0.200,0.300,0.300,0.100,0.200,0.200,0.100,0.300,0.300,0.100,0.100,0.100,0.100,0.100,0.200,0.000,0.100,0.000,0.200,0.000,0.100,0.300,0.100,0.200,0.100,0.400,0.200,0.300,0.200,0.100,0.200,0.300,0.300,0.200,0.200,0.200,0.100,0.100,0.300,0.000,0.200,0.300,0.100,0.100,0.200,0.300,0.300,0.300,0.200,0.100,0.400,0.100,0.200,0.200,0.100,0.000,0.200,0.000,0.100,0.000,0.300,0.100,0.100,,[0.177],9/74
,[244],0.000,0.400,0.100,0.100,0.000,0.300,0.200,0.200,1.000,0.200,0.100,0.300,0.200,0.200,0.100,0.300,0.100,0.300,0.300,0.200,0.200,0.300,0.300,0.300,0.200,0.100,0.100,0.100,0.000,0.100,0.100,0.300,0.100,0.000,0.200,0.200,0.100,0.300,0.100,0.200,0.300,0.100,0.100,0.100,0.200,0.000,0.100,0.100,0.300,0.000,0.000,0.200,0.300,0.100,0.000,0.200,0.100,0.500,0.200,0.300,0.000,0.000,0.100,0.000,0.300,0.200,0.100,0.400,0.100,0.100,0.200,0.200,0.200,0.300,,[0.180],11/74
,[245],0.100,0.100,0.200,0.200,0.200,0.200,0.100,0.100,0.200,1.000,0.200,0.200,0.300,0.300,0.100,0.400,0.200,0.200,0.200,0.300,0.000,0.200,0.400,0.200,0.200,0.200,0.200,0.100,0.000,0.200,0.200,0.200,0.200,0.100,0.200,0.200,0.400,0.100,0.100,0.200,0.100,0.400,0.100,0.300,0.100,0.300,0.100,0.100,0.200,0.300,0.100,0.400,0.300,0.100,0.200,0.100,0.000,0.200,0.300,0.000,0.100,0.100,0.000,0.100,0.300,0.300,0.200,0.100,0.100,0.300,0.200,0.100,0.300,0.200,,[0.196],5/74
,[246],0.000,0.100,0.200,0.400,0.200,0.400,0.100,0.300,0.100,0.200,1.000,0.400,0.300,0.200,0.400,0.300,0.300,0.300,0.300,0.300,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.200,0.100,0.400,0.300,0.200,0.200,0.100,0.100,0.300,0.200,0.100,0.100,0.300,0.400,0.300,0.200,0.300,0.100,0.200,0.500,0.300,0.200,0.500,0.000,0.400,0.200,0.300,0.100,0.200,0.200,0.300,0.100,0.400,0.200,0.100,0.100,0.100,0.100,0.200,0.400,0.100,0.100,0.100,0.100,0.100,0.300,0.000,,[0.236],3/74
,[276],0.100,0.300,0.200,0.300,0.200,0.300,0.300,0.200,0.300,0.200,0.400,1.000,0.300,0.100,0.400,0.400,0.100,0.200,0.300,0.200,0.200,0.100,0.400,0.300,0.200,0.200,0.100,0.100,0.100,0.600,0.200,0.400,0.000,0.100,0.400,0.300,0.200,0.200,0.100,0.400,0.300,0.200,0.200,0.200,0.100,0.200,0.200,0.300,0.200,0.200,0.000,0.200,0.200,0.100,0.100,0.400,0.200,0.100,0.200,0.400,0.300,0.200,0.100,0.300,0.200,0.200,0.200,0.100,0.000,0.300,0.100,0.200,0.100,0.100,,[0.227],3/74
,[277],0.100,0.200,0.100,0.000,0.300,0.200,0.100,0.300,0.200,0.300,0.300,0.300,1.000,0.200,0.300,0.300,0.100,0.000,0.000,0.100,0.100,0.200,0.100,0.200,0.200,0.300,0.200,0.100,0.100,0.400,0.200,0.000,0.200,0.100,0.100,0.400,0.300,0.100,0.300,0.500,0.100,0.200,0.000,0.500,0.300,0.200,0.100,0.200,0.100,0.300,0.100,0.300,0.200,0.200,0.200,0.100,0.000,0.300,0.200,0.200,0.400,0.300,0.200,0.100,0.100,0.300,0.100,0.100,0.000,0.300,0.200,0.200,0.000,0.100,,[0.199],8/74
,[278],0.400,0.200,0.200,0.200,0.100,0.100,0.200,0.300,0.200,0.300,0.200,0.100,0.200,1.000,0.400,0.400,0.200,0.100,0.200,0.300,0.100,0.200,0.300,0.400,0.300,0.000,0.200,0.100,0.100,0.100,0.400,0.100,0.200,0.200,0.000,0.200,0.300,0.100,0.000,0.100,0.300,0.100,0.000,0.100,0.400,0.100,0.200,0.100,0.000,0.200,0.100,0.300,0.400,0.400,0.000,0.000,0.000,0.200,0.200,0.100,0.100,0.300,0.300,0.100,0.300,0.200,0.300,0.300,0.300,0.300,0.200,0.100,0.200,0.300,,[0.205],8/74
,[280],0.400,0.300,0.200,0.100,0.100,0.300,0.200,0.100,0.100,0.100,0.400,0.400,0.300,0.400,1.000,0.200,0.000,0.100,0.100,0.100,0.300,0.200,0.300,0.300,0.400,0.200,0.300,0.100,0.000,0.300,0.300,0.200,0.300,0.100,0.000,0.300,0.100,0.200,0.200,0.300,0.200,0.200,0.000,0.100,0.300,0.000,0.300,0.300,0.100,0.200,0.000,0.200,0.100,0.200,0.000,0.200,0.100,0.100,0.100,0.400,0.300,0.300,0.300,0.200,0.200,0.100,0.300,0.300,0.100,0.300,0.000,0.000,0.000,0.200,,[0.203],10/74
,[311],0.100,0.400,0.100,0.300,0.100,0.300,0.300,0.200,0.300,0.400,0.300,0.400,0.300,0.400,0.200,1.000,0.300,0.300,0.200,0.300,0.100,0.200,0.300,0.200,0.300,0.100,0.200,0.200,0.100,0.400,0.100,0.200,0.000,0.200,0.300,0.300,0.300,0.200,0.100,0.300,0.200,0.200,0.100,0.100,0.200,0.200,0.300,0.100,0.200,0.200,0.100,0.400,0.300,0.100,0.100,0.200,0.000,0.200,0.100,0.100,0.100,0.200,0.100,0.100,0.400,0.200,0.100,0.300,0.100,0.300,0.400,0.200,0.200,0.300,,[0.226],2/74
,[312],0.200,0.400,0.200,0.300,0.100,0.300,0.000,0.200,0.100,0.200,0.300,0.100,0.100,0.200,0.000,0.300,1.000,0.100,0.100,0.300,0.200,0.100,0.200,0.200,0.100,0.100,0.200,0.100,0.200,0.000,0.200,0.100,0.000,0.300,0.200,0.000,0.100,0.100,0.200,0.200,0.200,0.100,0.200,0.200,0.000,0.400,0.300,0.200,0.300,0.400,0.100,0.300,0.100,0.400,0.300,0.100,0.100,0.300,0.000,0.200,0.100,0.000,0.200,0.200,0.200,0.200,0.100,0.200,0.200,0.100,0.200,0.100,0.300,0.100,,[0.185],8/74
,[340],0.100,0.300,0.100,0.400,0.400,0.400,0.400,0.100,0.300,0.200,0.300,0.200,0.000,0.100,0.100,0.300,0.100,1.000,0.200,0.300,0.200,0.100,0.300,0.100,0.300,0.100,0.000,0.500,0.200,0.200,0.300,0.400,0.200,0.000,0.300,0.200,0.100,0.300,0.000,0.100,0.400,0.600,0.300,0.100,0.100,0.200,0.300,0.100,0.400,0.100,0.100,0.100,0.100,0.300,0.100,0.200,0.200,0.400,0.100,0.100,0.100,0.000,0.200,0.000,0.300,0.000,0.200,0.300,0.100,0.200,0.200,0.100,0.400,0.300,,[0.215],7/74
,[343],0.000,0.100,0.100,0.100,0.100,0.100,0.100,0.300,0.300,0.200,0.300,0.300,0.000,0.200,0.100,0.200,0.100,0.200,1.000,0.100,0.200,0.200,0.200,0.100,0.100,0.200,0.100,0.300,0.000,0.100,0.100,0.300,0.200,0.100,0.100,0.300,0.300,0.100,0.100,0.200,0.400,0.200,0.300,0.100,0.200,0.100,0.300,0.200,0.200,0.200,0.000,0.200,0.300,0.200,0.000,0.200,0.200,0.300,0.400,0.200,0.100,0.200,0.000,0.100,0.200,0.400,0.100,0.300,0.100,0.000,0.000,0.300,0.200,0.100,,[0.182],8/74
,[375],0.100,0.300,0.300,0.500,0.200,0.100,0.100,0.300,0.200,0.300,0.300,0.200,0.100,0.300,0.100,0.300,0.300,0.300,0.100,1.000,0.100,0.100,0.300,0.300,0.300,0.000,0.200,0.100,0.200,0.100,0.300,0.200,0.100,0.300,0.200,0.100,0.300,0.100,0.000,0.000,0.100,0.400,0.200,0.100,0.100,0.100,0.300,0.200,0.300,0.300,0.100,0.300,0.300,0.300,0.200,0.000,0.100,0.300,0.100,0.200,0.000,0.100,0.100,0.200,0.300,0.100,0.100,0.100,0.100,0.100,0.200,0.300,0.300,0.300,,[0.203],5/74
